"SalesRankID","SalesRank"
"1055","3597"
"1056","3598"
"1057","3600"
"1058","3601"
"1059","3603"
"1060","3607"
"1061","3622"
"1062","3623"
"1063","3628"
"1064","3630"
"1065","3634"
"1066","3661"
"1067","3663"
"1068","3672"
"1069","3676"
"1070","3682"
"1071","3685"
"1072","3688"
"1073","3692"
"1074","3702"
"1075","3708"
"1076","3711"
"1077","3715"
"1078","3724"
"1079","3727"
"1080","3728"
"1081","3737"
"1082","3738"
"1083","3743"
"1084","3756"
"1085","3774"
"1086","3775"
"1087","3779"
"1088","3784"
"1089","3788"
"1090","3789"
"1091","3791"
"1092","3800"
"1093","3812"
"1094","3834"
"1095","3836"
"1096","3849"
"1097","3853"
"1098","3882"
"1099","3884"
"1100","3885"
"1101","3886"
"1102","3897"
"1103","3902"
"1104","3905"
"1105","3906"
"1106","3915"
"1107","3917"
"1108","3923"
"1109","3926"
"1110","3929"
"1111","3948"
"1112","3951"
"1113","3953"
"1114","3956"
"1115","3960"
"1116","3961"
"1117","3976"
"1118","3977"
"1119","3983"
"1120","3993"
"1121","4001"
"1122","4005"
"1123","4007"
"1124","4024"
"1125","4028"
"1126","4039"
"1127","4040"
"1128","4041"
"1129","4043"
"1130","4052"
"1131","4054"
"1132","4055"
"1133","4057"
"1134","4064"
"1135","4070"
"1136","4075"
"1137","4078"
"1138","4080"
"1139","4086"
"1140","4094"
"1141","4096"
"1142","4103"
"1143","4104"
"1144","4108"
"1145","4122"
"1146","4127"
"1147","4133"
"1148","4140"
"1149","4148"
"1150","4151"
"1151","4163"
"1152","4164"
"1153","4170"
"1154","4178"
"1155","4200"
"1156","4205"
"1157","4211"
"1158","4213"
"1159","4214"
"1160","4229"
"1161","4230"
"1162","4233"
"1163","4242"
"1164","4246"
"1165","4250"
"1166","4252"
"1167","4263"
"1168","4265"
"1169","4268"
"1170","4270"
"1171","4276"
"1172","4281"
"1173","4286"
"1174","4290"
"1175","4299"
"1176","4300"
"1177","4307"
"1178","4312"
"1179","4318"
"1180","4337"
"1181","4342"
"1182","4348"
"1183","4351"
"1184","4356"
"1185","4370"
"1186","4372"
"1187","4373"
"1188","4379"
"1189","4380"
"1190","4382"
"1191","4385"
"1192","4388"
"1193","4391"
"1194","4401"
"1195","4412"
"1196","4418"
"1197","4426"
"1198","4445"
"1199","4446"
"1200","4451"
"1201","4460"
"1202","4479"
"1203","4487"
"1204","4488"
"1205","4491"
"1206","4498"
"1207","4500"
"1208","4504"
"1209","4507"
"1210","4510"
"1211","4512"
"1212","4514"
"1213","4515"
"1214","4517"
"1215","4526"
"1216","4531"
"1217","4537"
"1218","4541"
"1219","4545"
"1220","4557"
"1221","4569"
"1222","4572"
"1223","4573"
"1224","4574"
"1225","4575"
"1226","4576"
"1227","4593"
"1228","4600"
"1229","4619"
"1230","4622"
"1231","4640"
"1232","4642"
"1233","4644"
"1234","4650"
"1235","4656"
"1236","4658"
"1237","4660"
"1238","4664"
"1239","4672"
"1240","4681"
"1241","4682"
"1242","4684"
"1243","4685"
"1244","4692"
"1245","4698"
"1246","4699"
"1247","4700"
"1248","4707"
"1249","4709"
"1250","4714"
"1251","4721"
"1252","4726"
"1253","4728"
"1254","4735"
"1255","4737"
"1256","4764"
"1257","4765"
"1258","4771"
"1259","4779"
"1260","4781"
"1261","4783"
"1262","4785"
"1263","4791"
"1264","4795"
"1265","4803"
"1266","4845"
"1267","4846"
"1268","4857"
"1269","4868"
"1270","4871"
"1271","4881"
"1272","4911"
"1273","4916"
"1274","4919"
"1275","4921"
"1276","4923"
"1277","4926"
"1278","4931"
"1279","4933"
"1280","4943"
"1281","4948"
"1282","4952"
"1283","4974"
"1284","4975"
"1285","4978"
"1286","4979"
"1287","4981"
"1288","4986"
"1289","4991"
"1290","4993"
"1291","4998"
"1292","4999"
"1293","5008"
"1294","5013"
"1295","5020"
"1296","5029"
"1297","5033"
"1298","5045"
"1299","5047"
"1300","5050"
"1301","5057"
"1302","5064"
"1303","5068"
"1304","5069"
"1305","5071"
"1306","5082"
"1307","5093"
"1308","5096"
"1309","5100"
"1310","5105"
"1311","5113"
"1312","5125"
"1313","5129"
"1314","5137"
"1315","5145"
"1316","5152"
"1317","5154"
"1318","5155"
"1319","5158"
"1320","5161"
"1321","5170"
"1322","5190"
"1323","5192"
"1324","5200"
"1325","5201"
"1326","5204"
"1327","5208"
"1328","5211"
"1329","5215"
"1330","5222"
"1331","5234"
"1332","5235"
"1333","5240"
"1334","5245"
"1335","5260"
"1336","5267"
"1337","5271"
"1338","5274"
"1339","5284"
"1340","5288"
"1341","5291"
"1342","5299"
"1343","5304"
"1344","5307"
"1345","5311"
"1346","5313"
"1347","5317"
"1348","5320"
"1349","5341"
"1350","5349"
"1351","5351"
"1352","5360"
"1353","5370"
"1354","5374"
"1355","5388"
"1356","5396"
"1357","5399"
"1358","5412"
"1359","5413"
"1360","5415"
"1361","5421"
"1362","5423"
"1363","5424"
"1364","5437"
"1365","5439"
"1366","5443"
"1367","5445"
"1368","5458"
"1369","5467"
"1370","5469"
"1371","5474"
"1372","5476"
"1373","5481"
"1374","5489"
"1375","5491"
"1376","5492"
"1377","5498"
"1378","5512"
"1379","5525"
"1380","5532"
"1381","5533"
"1382","5540"
"1383","5543"
"1384","5550"
"1385","5554"
"1386","5555"
"1387","5558"
"1388","5562"
"1389","5571"
"1390","5573"
"1391","5577"
"1392","5579"
"1393","5581"
"1394","5606"
"1395","5610"
"1396","5611"
"1397","5620"
"1398","5635"
"1399","5644"
"1400","5646"
"1401","5652"
"1402","5655"
"1403","5661"
"1404","5670"
"1405","5676"
"1406","5679"
"1407","5682"
"1408","5684"
"1409","5688"
"1410","5692"
"1411","5694"
"1412","5697"
"1413","5723"
"1414","5728"
"1415","5741"
"1416","5750"
"1417","5757"
"1418","5792"
"1419","5812"
"1420","5820"
"1421","5826"
"1422","5849"
"1423","5855"
"1424","5864"
"1425","5873"
"1426","5874"
"1427","5877"
"1428","5883"
"1429","5903"
"1430","5908"
"1431","5931"
"1432","5932"
"1433","5943"
"1434","5944"
"1435","5945"
"1436","5951"
"1437","5953"
"1438","5954"
"1439","5957"
"1440","5963"
"1441","5966"
"1442","5972"
"1443","5979"
"1444","5986"
"1445","5990"
"1446","5994"
"1447","5997"
"1448","6002"
"1449","6005"
"1450","6008"
"1451","6010"
"1452","6018"
"1453","6022"
"1454","6033"
"1455","6043"
"1456","6047"
"1457","6048"
"1458","6050"
"1459","6051"
"1460","6055"
"1461","6058"
"1462","6060"
"1463","6065"
"1464","6067"
"1465","6070"
"1466","6072"
"1467","6077"
"1468","6088"
"1469","6089"
"1470","6090"
"1471","6099"
"1472","6102"
"1473","6104"
"1474","6105"
"1475","6110"
"1476","6125"
"1477","6129"
"1478","6132"
"1479","6135"
"1480","6136"
"1481","6145"
"1482","6155"
"1483","6160"
"1484","6175"
"1485","6179"
"1486","6185"
"1487","6192"
"1488","6196"
"1489","6197"
"1490","6201"
"1491","6203"
"1492","6207"
"1493","6212"
"1494","6217"
"1495","6225"
"1496","6229"
"1497","6242"
"1498","6250"
"1499","6260"
"1500","6261"
"1501","6268"
"1502","6296"
"1503","6300"
"1504","6303"
"1505","6315"
"1506","6318"
"1507","6320"
"1508","6323"
"1509","6329"
"1510","6341"
"1511","6348"
"1512","6357"
"1513","6361"
"1514","6365"
"1515","6366"
"1516","6369"
"1517","6373"
"1518","6381"
"1519","6386"
"1520","6390"
"1521","6401"
"1522","6407"
"1523","6416"
"1524","6438"
"1525","6454"
"1526","6460"
"1527","6461"
"1528","6463"
"1529","6466"
"1530","6467"
"1531","6469"
"1532","6472"
"1533","6485"
"1534","6506"
"1535","6517"
"1536","6519"
"1537","6525"
"1538","6526"
"1539","6533"
"1540","6535"
"1541","6538"
"1542","6539"
"1543","6541"
"1544","6551"
"1545","6555"
"1546","6556"
"1547","6565"
"1548","6579"
"1549","6580"
"1550","6585"
"1551","6604"
"1552","6610"
"1553","6618"
"1554","6625"
"1555","6629"
"1556","6630"
"1557","6638"
"1558","6644"
"1559","6646"
"1560","6652"
"1561","6659"
"1562","6668"
"1563","6674"
"1564","6684"
"1565","6694"
"1566","6696"
"1567","6697"
"1568","6701"
"1569","6727"
"1570","6738"
"1571","6742"
"1572","6750"
"1573","6769"
"1574","6770"
"1575","6777"
"1576","6782"
"1577","6788"
"1578","6790"
"1579","6793"
"1580","6796"
"1581","6823"
"1582","6830"
"1583","6839"
"1584","6848"
"1585","6849"
"1586","6851"
"1587","6855"
"1588","6856"
"1589","6861"
"1590","6889"
"1591","6899"
"1592","6909"
"1593","6914"
"1594","6918"
"1595","6922"
"1596","6924"
"1597","6926"
"1598","6937"
"1599","6941"
"1600","6943"
"1601","6954"
"1602","6963"
"1603","6968"
"1604","6969"
"1605","6972"
"1606","6974"
"1607","6977"
"1608","6979"
"1609","6988"
"1610","6992"
"1611","6994"
"1612","7003"
"1613","7006"
"1614","7016"
"1615","7017"
"1616","7022"
"1617","7028"
"1618","7039"
"1619","7041"
"1620","7051"
"1621","7054"
"1622","7058"
"1623","7061"
"1624","7071"
"1625","7091"
"1626","7099"
"1627","7120"
"1628","7122"
"1629","7127"
"1630","7139"
"1631","7156"
"1632","7165"
"1633","7188"
"1634","7193"
"1635","7194"
"1636","7202"
"1637","7209"
"1638","7228"
"1639","7234"
"1640","7249"
"1641","7256"
"1642","7257"
"1643","7263"
"1644","7266"
"1645","7267"
"1646","7279"
"1647","7283"
"1648","7284"
"1649","7286"
"1650","7294"
"1651","7310"
"1652","7314"
"1653","7315"
"1654","7317"
"1655","7319"
"1656","7320"
"1657","7322"
"1658","7323"
"1659","7326"
"1660","7331"
"1661","7332"
"1662","7334"
"1663","7339"
"1664","7342"
"1665","7349"
"1666","7351"
"1667","7355"
"1668","7357"
"1669","7365"
"1670","7366"
"1671","7385"
"1672","7390"
"1673","7395"
"1674","7406"
"1675","7417"
"1676","7418"
"1677","7426"
"1678","7437"
"1679","7446"
"1680","7455"
"1681","7459"
"1682","7460"
"1683","7463"
"1684","7464"
"1685","7479"
"1686","7480"
"1687","7485"
"1688","7488"
"1689","7489"
"1690","7490"
"1691","7506"
"1692","7509"
"1693","7510"
"1694","7520"
"1695","7527"
"1696","7530"
"1697","7546"
"1698","7548"
"1699","7552"
"1700","7563"
"1701","7581"
"1702","7588"
"1703","7595"
"1704","7598"
"1705","7611"
"1706","7613"
"1707","7621"
"1708","7624"
"1709","7626"
"1710","7632"
"1711","7635"
"1712","7636"
"1713","7651"
"1714","7652"
"1715","7658"
"1716","7664"
"1717","7671"
"1718","7690"
"1719","7691"
"1720","7693"
"1721","7715"
"1722","7721"
"1723","7731"
"1724","7732"
"1725","7749"
"1726","7755"
"1727","7760"
"1728","7773"
"1729","7777"
"1730","7783"
"1731","7793"
"1732","7794"
"1733","7815"
"1734","7817"
"1735","7820"
"1736","7827"
"1737","7834"
"1738","7840"
"1739","7852"
"1740","7854"
"1741","7856"
"1742","7857"
"1743","7874"
"1744","7879"
"1745","7883"
"1746","7884"
"1747","7889"
"1748","7897"
"1749","7900"
"1750","7902"
"1751","7916"
"1752","7918"
"1753","7930"
"1754","7936"
"1755","7937"
"1756","7943"
"1757","7957"
"1758","7961"
"1759","7965"
"1760","7996"
"1761","8001"
"1762","8009"
"1763","8018"
"1764","8029"
"1765","8032"
"1766","8033"
"1767","8035"
"1768","8039"
"1769","8042"
"1770","8046"
"1771","8052"
"1772","8056"
"1773","8058"
"1774","8060"
"1775","8067"
"1776","8071"
"1777","8073"
"1778","8078"
"1779","8090"
"1780","8095"
"1781","8105"
"1782","8107"
"1783","8117"
"1784","8118"
"1785","8123"
"1786","8127"
"1787","8128"
"1788","8134"
"1789","8149"
"1790","8152"
"1791","8162"
"1792","8166"
"1793","8185"
"1794","8192"
"1795","8196"
"1796","8200"
"1797","8207"
"1798","8210"
"1799","8212"
"1800","8228"
"1801","8233"
"1802","8243"
"1803","8247"
"1804","8254"
"1805","8273"
"1806","8276"
"1807","8281"
"1808","8284"
"1809","8288"
"1810","8290"
"1811","8291"
"1812","8294"
"1813","8301"
"1814","8314"
"1815","8317"
"1816","8331"
"1817","8334"
"1818","8351"
"1819","8358"
"1820","8362"
"1821","8364"
"1822","8367"
"1823","8368"
"1824","8371"
"1825","8382"
"1826","8383"
"1827","8385"
"1828","8389"
"1829","8393"
"1830","8400"
"1831","8412"
"1832","8414"
"1833","8419"
"1834","8438"
"1835","8457"
"1836","8460"
"1837","8465"
"1838","8487"
"1839","8493"
"1840","8497"
"1841","8502"
"1842","8508"
"1843","8509"
"1844","8524"
"1845","8532"
"1846","8533"
"1847","8545"
"1848","8570"
"1849","8576"
"1850","8589"
"1851","8606"
"1852","8612"
"1853","8621"
"1854","8623"
"1855","8627"
"1856","8662"
"1857","8667"
"1858","8678"
"1859","8689"
"1860","8692"
"1861","8700"
"1862","8704"
"1863","8711"
"1864","8712"
"1865","8713"
"1866","8739"
"1867","8742"
"1868","8746"
"1869","8758"
"1870","8761"
"1871","8770"
"1872","8779"
"1873","8788"
"1874","8797"
"1875","8803"
"1876","8819"
"1877","8830"
"1878","8833"
"1879","8841"
"1880","8861"
"1881","8867"
"1882","8869"
"1883","8872"
"1884","8873"
"1885","8891"
"1886","8900"
"1887","8904"
"1888","8907"
"1889","8920"
"1890","8933"
"1891","8943"
"1892","8945"
"1893","8950"
"1894","8954"
"1895","8955"
"1896","8982"
"1897","8988"
"1898","8990"
"1899","9006"
"1900","9009"
"1901","9011"
"1902","9019"
"1903","9022"
"1904","9024"
"1905","9042"
"1906","9060"
"1907","9067"
"1908","9079"
"1909","9089"
"1910","9091"
"1911","9113"
"1912","9115"
"1913","9122"
"1914","9124"
"1915","9135"
"1916","9140"
