"SalesRankID","SalesRank"
"1917","9146"
"1918","9150"
"1919","9161"
"1920","9162"
"1921","9168"
"1922","9177"
"1923","9183"
"1924","9191"
"1925","9192"
"1926","9218"
"1927","9234"
"1928","9235"
"1929","9237"
"1930","9238"
"1931","9248"
"1932","9255"
"1933","9259"
"1934","9269"
"1935","9270"
"1936","9271"
"1937","9282"
"1938","9295"
"1939","9303"
"1940","9307"
"1941","9316"
"1942","9327"
"1943","9332"
"1944","9344"
"1945","9362"
"1946","9363"
"1947","9370"
"1948","9373"
"1949","9377"
"1950","9387"
"1951","9390"
"1952","9423"
"1953","9425"
"1954","9433"
"1955","9454"
"1956","9467"
"1957","9473"
"1958","9476"
"1959","9500"
"1960","9502"
"1961","9508"
"1962","9521"
"1963","9530"
"1964","9556"
"1965","9560"
"1966","9567"
"1967","9575"
"1968","9589"
"1969","9613"
"1970","9618"
"1971","9626"
"1972","9629"
"1973","9639"
"1974","9647"
"1975","9649"
"1976","9653"
"1977","9661"
"1978","9666"
"1979","9673"
"1980","9678"
"1981","9682"
"1982","9684"
"1983","9699"
"1984","9706"
"1985","9724"
"1986","9736"
"1987","9740"
"1988","9749"
"1989","9758"
"1990","9763"
"1991","9773"
"1992","9795"
"1993","9797"
"1994","9803"
"1995","9814"
"1996","9817"
"1997","9822"
"1998","9826"
"1999","9837"
"2000","9840"
"2001","9842"
"2002","9861"
"2003","9862"
"2004","9882"
"2005","9884"
"2006","9887"
"2007","9888"
"2008","9893"
"2009","9897"
"2010","9908"
"2011","9915"
"2012","9929"
"2013","9937"
"2014","9940"
"2015","9956"
"2016","9959"
"2017","9962"
"2018","9964"
"2019","9973"
"2020","9978"
"2021","9993"
"2022","9998"
"2023","10015"
"2024","10016"
"2025","10024"
"2026","10026"
"2027","10046"
"2028","10064"
"2029","10068"
"2030","10082"
"2031","10093"
"2032","10096"
"2033","10101"
"2034","10105"
"2035","10108"
"2036","10131"
"2037","10135"
"2038","10147"
"2039","10164"
"2040","10168"
"2041","10177"
"2042","10186"
"2043","10194"
"2044","10197"
"2045","10201"
"2046","10206"
"2047","10207"
"2048","10212"
"2049","10216"
"2050","10221"
"2051","10223"
"2052","10224"
"2053","10240"
"2054","10245"
"2055","10258"
"2056","10281"
"2057","10283"
"2058","10303"
"2059","10310"
"2060","10311"
"2061","10318"
"2062","10330"
"2063","10331"
"2064","10332"
"2065","10339"
"2066","10341"
"2067","10343"
"2068","10355"
"2069","10367"
"2070","10369"
"2071","10376"
"2072","10379"
"2073","10386"
"2074","10397"
"2075","10399"
"2076","10402"
"2077","10415"
"2078","10417"
"2079","10426"
"2080","10428"
"2081","10452"
"2082","10456"
"2083","10468"
"2084","10479"
"2085","10486"
"2086","10489"
"2087","10498"
"2088","10518"
"2089","10522"
"2090","10529"
"2091","10536"
"2092","10537"
"2093","10539"
"2094","10540"
"2095","10544"
"2096","10563"
"2097","10569"
"2098","10570"
"2099","10573"
"2100","10588"
"2101","10591"
"2102","10603"
"2103","10612"
"2104","10631"
"2105","10645"
"2106","10647"
"2107","10652"
"2108","10654"
"2109","10660"
"2110","10662"
"2111","10672"
"2112","10680"
"2113","10695"
"2114","10696"
"2115","10700"
"2116","10718"
"2117","10724"
"2118","10736"
"2119","10737"
"2120","10739"
"2121","10748"
"2122","10760"
"2123","10785"
"2124","10788"
"2125","10790"
"2126","10793"
"2127","10795"
"2128","10796"
"2129","10800"
"2130","10802"
"2131","10806"
"2132","10812"
"2133","10826"
"2134","10837"
"2135","10845"
"2136","10852"
"2137","10853"
"2138","10860"
"2139","10864"
"2140","10874"
"2141","10881"
"2142","10898"
"2143","10901"
"2144","10911"
"2145","10915"
"2146","10941"
"2147","10956"
"2148","10959"
"2149","10963"
"2150","10971"
"2151","10982"
"2152","11002"
"2153","11003"
"2154","11004"
"2155","11006"
"2156","11028"
"2157","11030"
"2158","11038"
"2159","11043"
"2160","11046"
"2161","11095"
"2162","11111"
"2163","11118"
"2164","11132"
"2165","11138"
"2166","11151"
"2167","11164"
"2168","11169"
"2169","11173"
"2170","11177"
"2171","11184"
"2172","11190"
"2173","11194"
"2174","11239"
"2175","11246"
"2176","11254"
"2177","11273"
"2178","11279"
"2179","11287"
"2180","11289"
"2181","11296"
"2182","11330"
"2183","11335"
"2184","11344"
"2185","11346"
"2186","11355"
"2187","11362"
"2188","11369"
"2189","11371"
"2190","11391"
"2191","11396"
"2192","11401"
"2193","11407"
"2194","11419"
"2195","11423"
"2196","11425"
"2197","11435"
"2198","11459"
"2199","11465"
"2200","11472"
"2201","11478"
"2202","11486"
"2203","11490"
"2204","11495"
"2205","11505"
"2206","11506"
"2207","11528"
"2208","11546"
"2209","11550"
"2210","11553"
"2211","11554"
"2212","11559"
"2213","11567"
"2214","11573"
"2215","11585"
"2216","11591"
"2217","11608"
"2218","11625"
"2219","11629"
"2220","11636"
"2221","11643"
"2222","11644"
"2223","11651"
"2224","11661"
"2225","11662"
"2226","11669"
"2227","11673"
"2228","11680"
"2229","11682"
"2230","11689"
"2231","11692"
"2232","11694"
"2233","11697"
"2234","11701"
"2235","11707"
"2236","11709"
"2237","11714"
"2238","11726"
"2239","11728"
"2240","11733"
"2241","11739"
"2242","11745"
"2243","11747"
"2244","11765"
"2245","11780"
"2246","11783"
"2247","11786"
"2248","11798"
"2249","11801"
"2250","11802"
"2251","11811"
"2252","11828"
"2253","11853"
"2254","11862"
"2255","11863"
"2256","11868"
"2257","11870"
"2258","11880"
"2259","11885"
"2260","11886"
"2261","11921"
"2262","11929"
"2263","11948"
"2264","11956"
"2265","11967"
"2266","11969"
"2267","11971"
"2268","11989"
"2269","12008"
"2270","12033"
"2271","12034"
"2272","12035"
"2273","12043"
"2274","12044"
"2275","12047"
"2276","12054"
"2277","12059"
"2278","12066"
"2279","12068"
"2280","12071"
"2281","12072"
"2282","12085"
"2283","12086"
"2284","12094"
"2285","12096"
"2286","12116"
"2287","12119"
"2288","12136"
"2289","12146"
"2290","12154"
"2291","12157"
"2292","12181"
"2293","12184"
"2294","12187"
"2295","12197"
"2296","12199"
"2297","12219"
"2298","12227"
"2299","12246"
"2300","12247"
"2301","12276"
"2302","12289"
"2303","12296"
"2304","12304"
"2305","12309"
"2306","12310"
"2307","12316"
"2308","12334"
"2309","12336"
"2310","12337"
"2311","12340"
"2312","12343"
"2313","12353"
"2314","12368"
"2315","12385"
"2316","12390"
"2317","12396"
"2318","12406"
"2319","12414"
"2320","12416"
"2321","12419"
"2322","12424"
"2323","12425"
"2324","12432"
"2325","12439"
"2326","12440"
"2327","12444"
"2328","12451"
"2329","12453"
"2330","12466"
"2331","12476"
"2332","12494"
"2333","12511"
"2334","12515"
"2335","12527"
"2336","12528"
"2337","12548"
"2338","12552"
"2339","12555"
"2340","12558"
"2341","12562"
"2342","12567"
"2343","12586"
"2344","12588"
"2345","12598"
"2346","12621"
"2347","12627"
"2348","12644"
"2349","12665"
"2350","12672"
"2351","12680"
"2352","12697"
"2353","12703"
"2354","12706"
"2355","12709"
"2356","12714"
"2357","12719"
"2358","12744"
"2359","12746"
"2360","12748"
"2361","12764"
"2362","12783"
"2363","12784"
"2364","12821"
"2365","12827"
"2366","12854"
"2367","12864"
"2368","12880"
"2369","12886"
"2370","12889"
"2371","12895"
"2372","12902"
"2373","12950"
"2374","12952"
"2375","12982"
"2376","13001"
"2377","13006"
"2378","13015"
"2379","13019"
"2380","13030"
"2381","13045"
"2382","13053"
"2383","13065"
"2384","13080"
"2385","13088"
"2386","13097"
"2387","13104"
"2388","13105"
"2389","13136"
"2390","13159"
"2391","13189"
"2392","13208"
"2393","13209"
"2394","13229"
"2395","13232"
"2396","13249"
"2397","13252"
"2398","13255"
"2399","13256"
"2400","13267"
"2401","13270"
"2402","13289"
"2403","13299"
"2404","13310"
"2405","13343"
"2406","13353"
"2407","13361"
"2408","13368"
"2409","13372"
"2410","13378"
"2411","13386"
"2412","13413"
"2413","13422"
"2414","13436"
"2415","13440"
"2416","13447"
"2417","13462"
"2418","13467"
"2419","13473"
"2420","13475"
"2421","13477"
"2422","13483"
"2423","13493"
"2424","13495"
"2425","13503"
"2426","13520"
"2427","13539"
"2428","13543"
"2429","13546"
"2430","13551"
"2431","13562"
"2432","13566"
"2433","13568"
"2434","13589"
"2435","13599"
"2436","13612"
"2437","13621"
"2438","13623"
"2439","13624"
"2440","13629"
"2441","13636"
"2442","13638"
"2443","13643"
"2444","13654"
"2445","13665"
"2446","13675"
"2447","13677"
"2448","13681"
"2449","13697"
"2450","13708"
"2451","13724"
"2452","13727"
"2453","13728"
"2454","13765"
"2455","13766"
"2456","13774"
"2457","13786"
"2458","13800"
"2459","13806"
"2460","13848"
"2461","13874"
"2462","13884"
"2463","13893"
"2464","13906"
"2465","13908"
"2466","13923"
"2467","13934"
"2468","13996"
"2469","14031"
"2470","14060"
"2471","14076"
"2472","14105"
"2473","14117"
"2474","14143"
"2475","14147"
"2476","14153"
"2477","14162"
"2478","14178"
"2479","14190"
"2480","14201"
"2481","14219"
"2482","14222"
"2483","14236"
"2484","14238"
"2485","14258"
"2486","14269"
"2487","14272"
"2488","14273"
"2489","14282"
"2490","14289"
"2491","14294"
"2492","14300"
"2493","14313"
"2494","14328"
"2495","14329"
"2496","14341"
"2497","14348"
"2498","14350"
"2499","14363"
"2500","14366"
"2501","14369"
"2502","14387"
"2503","14392"
"2504","14395"
"2505","14397"
"2506","14399"
"2507","14401"
"2508","14405"
"2509","14431"
"2510","14432"
"2511","14433"
"2512","14439"
"2513","14446"
"2514","14459"
"2515","14465"
"2516","14471"
"2517","14476"
"2518","14478"
"2519","14482"
"2520","14511"
"2521","14521"
"2522","14554"
"2523","14557"
"2524","14558"
"2525","14561"
"2526","14563"
"2527","14566"
"2528","14585"
"2529","14599"
"2530","14601"
"2531","14603"
"2532","14611"
"2533","14621"
"2534","14630"
"2535","14638"
"2536","14641"
"2537","14647"
"2538","14666"
"2539","14675"
"2540","14703"
"2541","14713"
"2542","14721"
"2543","14722"
"2544","14727"
"2545","14738"
"2546","14747"
"2547","14762"
"2548","14798"
"2549","14828"
"2550","14836"
"2551","14847"
"2552","14849"
"2553","14869"
"2554","14871"
"2555","14885"
"2556","14888"
"2557","14900"
"2558","14905"
"2559","14914"
"2560","14922"
"2561","14923"
"2562","14924"
"2563","14930"
"2564","14937"
"2565","14940"
"2566","14942"
"2567","14960"
"2568","14966"
"2569","14973"
"2570","14976"
"2571","14989"
"2572","14998"
"2573","15001"
"2574","15017"
"2575","15025"
"2576","15029"
"2577","15044"
"2578","15095"
"2579","15096"
"2580","15100"
"2581","15114"
"2582","15132"
"2583","15148"
"2584","15177"
"2585","15205"
"2586","15226"
"2587","15268"
"2588","15272"
"2589","15287"
"2590","15297"
"2591","15309"
"2592","15312"
"2593","15329"
"2594","15337"
"2595","15339"
"2596","15358"
"2597","15377"
"2598","15381"
"2599","15385"
"2600","15388"
"2601","15405"
"2602","15433"
"2603","15437"
"2604","15448"
"2605","15450"
"2606","15459"
"2607","15464"
"2608","15468"
"2609","15481"
"2610","15491"
"2611","15492"
"2612","15517"
"2613","15518"
"2614","15541"
"2615","15542"
"2616","15549"
"2617","15557"
"2618","15561"
"2619","15562"
"2620","15566"
"2621","15599"
"2622","15608"
"2623","15676"
"2624","15689"
"2625","15711"
"2626","15720"
"2627","15730"
"2628","15738"
"2629","15740"
"2630","15744"
"2631","15752"
"2632","15757"
"2633","15782"
"2634","15783"
"2635","15787"
"2636","15793"
"2637","15803"
"2638","15807"
"2639","15828"
"2640","15855"
"2641","15856"
"2642","15859"
"2643","15890"
"2644","15896"
"2645","15925"
"2646","15948"
"2647","15950"
"2648","15953"
"2649","15971"
"2650","15975"
"2651","15984"
"2652","15987"
"2653","16004"
"2654","16007"
"2655","16009"
"2656","16030"
"2657","16034"
"2658","16052"
"2659","16058"
"2660","16080"
"2661","16098"
"2662","16100"
"2663","16125"
"2664","16127"
"2665","16141"
"2666","16144"
"2667","16147"
"2668","16153"
"2669","16166"
"2670","16174"
"2671","16210"
"2672","16279"
"2673","16300"
"2674","16311"
"2675","16313"
"2676","16348"
"2677","16351"
"2678","16359"
"2679","16376"
"2680","16420"
"2681","16436"
"2682","16437"
"2683","16454"
"2684","16463"
"2685","16466"
"2686","16504"
"2687","16510"
"2688","16534"
"2689","16536"
"2690","16550"
"2691","16576"
"2692","16578"
"2693","16587"
"2694","16598"
"2695","16615"
"2696","16620"
"2697","16636"
"2698","16640"
"2699","16641"
"2700","16661"
"2701","16699"
"2702","16720"
"2703","16753"
"2704","16772"
"2705","16773"
"2706","16789"
"2707","16791"
"2708","16792"
"2709","16809"
"2710","16850"
"2711","16857"
"2712","16858"
"2713","16905"
"2714","16921"
"2715","16922"
"2716","16926"
"2717","16944"
"2718","16947"
"2719","16971"
"2720","16999"
"2721","17018"
"2722","17034"
"2723","17054"
"2724","17056"
"2725","17096"
"2726","17128"
"2727","17142"
"2728","17153"
"2729","17156"
"2730","17172"
"2731","17173"
"2732","17175"
"2733","17206"
"2734","17207"
"2735","17228"
"2736","17242"
"2737","17245"
"2738","17255"
"2739","17269"
"2740","17274"
"2741","17292"
"2742","17294"
"2743","17299"
"2744","17306"
"2745","17314"
"2746","17374"
"2747","17375"
"2748","17381"
"2749","17404"
"2750","17455"
"2751","17458"
"2752","17466"
"2753","17467"
"2754","17470"
"2755","17491"
"2756","17510"
"2757","17516"
"2758","17551"
"2759","17565"
"2760","17572"
"2761","17587"
"2762","17595"
"2763","17602"
"2764","17608"
"2765","17640"
"2766","17674"
"2767","17716"
"2768","17739"
"2769","17746"
"2770","17755"
"2771","17774"
"2772","17789"
"2773","17797"
"2774","17817"
"2775","17818"
"2776","17828"
"2777","17847"
"2778","17883"
"2779","17900"
"2780","17903"
"2781","17950"
"2782","17954"
"2783","17979"
"2784","18026"
"2785","18027"
"2786","18079"
"2787","18086"
"2788","18091"
"2789","18118"
"2790","18122"
"2791","18135"
"2792","18140"
"2793","18149"
"2794","18150"
"2795","18202"
"2796","18240"
"2797","18250"
"2798","18315"
"2799","18339"
"2800","18353"
"2801","18357"
"2802","18360"
"2803","18369"
"2804","18374"
"2805","18430"
"2806","18436"
"2807","18448"
"2808","18455"
"2809","18466"
"2810","18477"
"2811","18482"
"2812","18500"
"2813","18504"
"2814","18516"
"2815","18525"
"2816","18532"
"2817","18536"
"2818","18556"
"2819","18558"
"2820","18572"
"2821","18576"
"2822","18639"
"2823","18659"
"2824","18682"
"2825","18710"
"2826","18729"
"2827","18733"
"2828","18756"
"2829","18766"
"2830","18784"
"2831","18792"
"2832","18805"
"2833","18814"
"2834","18849"
"2835","18863"
"2836","18869"
"2837","18877"
"2838","18878"
"2839","18887"
"2840","18917"
"2841","18922"
"2842","18926"
"2843","18936"
"2844","18955"
"2845","18963"
"2846","18988"
"2847","19003"
"2848","19048"
"2849","19058"
"2850","19061"
"2851","19068"
"2852","19082"
"2853","19087"
"2854","19103"
"2855","19136"
"2856","19162"
"2857","19180"
"2858","19204"
"2859","19216"
"2860","19218"
"2861","19223"
"2862","19239"
"2863","19258"
"2864","19263"
"2865","19266"
"2866","19268"
"2867","19275"
"2868","19293"
"2869","19294"
"2870","19298"
"2871","19311"
"2872","19393"
"2873","19397"
"2874","19409"
"2875","19422"
"2876","19431"
"2877","19471"
"2878","19473"
"2879","19490"
"2880","19542"
"2881","19549"
"2882","19561"
"2883","19563"
"2884","19566"
"2885","19575"
"2886","19584"
"2887","19614"
"2888","19632"
"2889","19641"
"2890","19650"
"2891","19660"
"2892","19672"
"2893","19678"
"2894","19681"
"2895","19687"
"2896","19692"
"2897","19707"
"2898","19728"
"2899","19739"
"2900","19740"
"2901","19745"
"2902","19748"
"2903","19760"
"2904","19787"
"2905","19799"
"2906","19813"
"2907","19822"
"2908","19875"
"2909","19909"
"2910","19910"
"2911","19922"
"2912","19941"
"2913","19944"
"2914","19962"
"2915","20045"
"2916","20063"
"2917","20091"
"2918","20107"
"2919","20127"
"2920","20128"
"2921","20129"
"2922","20214"
"2923","20242"
"2924","20247"
"2925","20250"
"2926","20254"
"2927","20261"
"2928","20278"
"2929","20294"
"2930","20295"
"2931","20299"
"2932","20311"
"2933","20406"
"2934","20434"
"2935","20436"
"2936","20495"
"2937","20500"
"2938","20503"
"2939","20534"
"2940","20570"
"2941","20615"
"2942","20621"
"2943","20652"
"2944","20677"
"2945","20684"
"2946","20691"
"2947","20700"
"2948","20738"
"2949","20780"
"2950","20787"
"2951","20825"
"2952","20830"
"2953","20856"
"2954","20876"
"2955","20895"
"2956","20910"
"2957","20958"
"2958","20960"
"2959","20966"
"2960","21010"
"2961","21030"
"2962","21037"
"2963","21062"
"2964","21066"
"2965","21068"
"2966","21109"
"2967","21118"
"2968","21122"
"2969","21124"
"2970","21141"
"2971","21164"
"2972","21212"
"2973","21227"
"2974","21229"
"2975","21233"
"2976","21249"
"2977","21253"
"2978","21271"
"2979","21284"
"2980","21288"
"2981","21305"
"2982","21315"
"2983","21326"
"2984","21338"
"2985","21361"
"2986","21368"
"2987","21397"
"2988","21463"
"2989","21496"
"2990","21506"
"2991","21572"
"2992","21589"
"2993","21632"
"2994","21633"
"2995","21639"
"2996","21643"
"2997","21671"
"2998","21681"
"2999","21687"
"3000","21707"
"3001","21722"
"3002","21738"
"3003","21772"
"3004","21788"
"3005","21800"
"3006","21808"
"3007","21817"
"3008","21872"
"3009","21907"
"3010","21921"
"3011","21933"
"3012","21942"
"3013","21955"
"3014","21960"
"3015","21983"
"3016","22012"
"3017","22023"
"3018","22028"
"3019","22041"
"3020","22092"
"3021","22109"
"3022","22114"
"3023","22124"
"3024","22134"
"3025","22155"
"3026","22158"
"3027","22196"
"3028","22205"
"3029","22214"
"3030","22217"
"3031","22250"
"3032","22267"
"3033","22295"
"3034","22317"
"3035","22352"
"3036","22365"
"3037","22377"
"3038","22401"
"3039","22427"
"3040","22428"
"3041","22433"
"3042","22442"
"3043","22455"
"3044","22457"
"3045","22464"
"3046","22506"
"3047","22511"
"3048","22513"
"3049","22519"
"3050","22546"
"3051","22559"
"3052","22590"
"3053","22600"
"3054","22631"
"3055","22653"
"3056","22678"
"3057","22693"
"3058","22695"
"3059","22700"
"3060","22707"
"3061","22709"
"3062","22712"
"3063","22721"
"3064","22724"
"3065","22740"
"3066","22742"
"3067","22768"
"3068","22848"
"3069","22857"
"3070","22868"
"3071","22872"
"3072","22893"
"3073","22925"
"3074","22939"
"3075","22942"
"3076","22951"
"3077","22956"
"3078","22971"
"3079","22994"
"3080","23007"
"3081","23017"
"3082","23025"
"3083","23032"
"3084","23068"
"3085","23074"
"3086","23103"
"3087","23104"
"3088","23106"
"3089","23146"
"3090","23217"
"3091","23225"
"3092","23248"
"3093","23254"
"3094","23268"
"3095","23289"
"3096","23302"
"3097","23306"
"3098","23383"
"3099","23393"
"3100","23419"
"3101","23443"
"3102","23447"
"3103","23450"
"3104","23475"
"3105","23491"
"3106","23494"
"3107","23509"
"3108","23515"
"3109","23580"
"3110","23590"
"3111","23598"
"3112","23602"
"3113","23612"
"3114","23619"
"3115","23625"
"3116","23649"
"3117","23661"
"3118","23714"
"3119","23715"
"3120","23722"
"3121","23751"
"3122","23754"
"3123","23760"
"3124","23765"
"3125","23780"
"3126","23790"
"3127","23801"
"3128","23803"
"3129","23821"
"3130","23835"
"3131","23843"
"3132","23854"
"3133","23868"
"3134","23872"
"3135","23885"
"3136","23903"
"3137","23936"
"3138","23951"
"3139","23962"
"3140","23973"
"3141","23980"
"3142","24057"
"3143","24081"
"3144","24093"
"3145","24101"
"3146","24125"
"3147","24134"
"3148","24141"
"3149","24170"
"3150","24192"
"3151","24201"
"3152","24204"
"3153","24207"
"3154","24208"
"3155","24262"
"3156","24267"
"3157","24271"
"3158","24277"
"3159","24279"
"3160","24290"
"3161","24296"
"3162","24328"
"3163","24333"
"3164","24336"
"3165","24356"
"3166","24358"
"3167","24359"
"3168","24376"
"3169","24402"
"3170","24404"
"3171","24413"
"3172","24426"
"3173","24430"
"3174","24433"
"3175","24437"
"3176","24446"
"3177","24452"
"3178","24465"
"3179","24468"
"3180","24484"
"3181","24486"
"3182","24494"
"3183","24499"
"3184","24502"
"3185","24520"
"3186","24539"
"3187","24556"
"3188","24561"
"3189","24604"
"3190","24611"
"3191","24616"
"3192","24620"
"3193","24631"
"3194","24632"
"3195","24649"
"3196","24669"
"3197","24703"
"3198","24707"
"3199","24732"
"3200","24737"
"3201","24749"
"3202","24770"
"3203","24814"
"3204","24827"
"3205","24835"
"3206","24851"
"3207","24877"
"3208","24930"
"3209","24946"
"3210","24957"
"3211","24959"
"3212","24977"
"3213","24989"
"3214","24990"
"3215","25006"
"3216","25014"
"3217","25053"
"3218","25086"
"3219","25096"
"3220","25104"
"3221","25107"
"3222","25112"
"3223","25117"
"3224","25127"
"3225","25145"
"3226","25181"
"3227","25187"
"3228","25199"
"3229","25208"
"3230","25223"
"3231","25231"
"3232","25248"
"3233","25275"
"3234","25284"
"3235","25296"
"3236","25315"
"3237","25344"
"3238","25375"
"3239","25405"
"3240","25406"
"3241","25464"
"3242","25479"
"3243","25509"
"3244","25513"
"3245","25545"
"3246","25582"
"3247","25585"
"3248","25611"
"3249","25633"
"3250","25677"
"3251","25688"
"3252","25690"
"3253","25709"
"3254","25776"
"3255","25807"
"3256","25845"
"3257","25848"
"3258","25855"
"3259","25862"
"3260","25907"
"3261","25925"
"3262","25940"
"3263","25945"
"3264","25986"
"3265","25992"
"3266","26007"
"3267","26071"
"3268","26083"
"3269","26085"
"3270","26102"
"3271","26116"
"3272","26126"
"3273","26127"
"3274","26142"
"3275","26143"
"3276","26145"
"3277","26162"
"3278","26163"
"3279","26175"
"3280","26183"
"3281","26195"
"3282","26250"
"3283","26253"
"3284","26295"
"3285","26317"
"3286","26329"
"3287","26341"
"3288","26358"
"3289","26366"
"3290","26390"
"3291","26414"
"3292","26422"
"3293","26467"
"3294","26472"
"3295","26504"
"3296","26517"
"3297","26521"
"3298","26523"
"3299","26552"
"3300","26595"
"3301","26603"
"3302","26612"
"3303","26620"
"3304","26648"
"3305","26658"
"3306","26670"
"3307","26674"
"3308","26689"
"3309","26713"
"3310","26737"
"3311","26740"
"3312","26751"
"3313","26788"
"3314","26791"
"3315","26799"
"3316","26823"
"3317","26841"
"3318","26849"
"3319","26856"
"3320","26858"
"3321","26868"
"3322","26872"
"3323","26891"
"3324","26912"
"3325","26937"
"3326","26945"
"3327","26960"
"3328","26961"
"3329","26974"
"3330","26976"
"3331","26998"
"3332","27006"
"3333","27033"
"3334","27060"
"3335","27064"
"3336","27067"
"3337","27069"
"3338","27071"
"3339","27074"
"3340","27076"
"3341","27089"
"3342","27092"
"3343","27105"
"3344","27115"
"3345","27127"
"3346","27173"
"3347","27188"
"3348","27210"
"3349","27229"
"3350","27239"
"3351","27241"
"3352","27254"
"3353","27255"
"3354","27266"
"3355","27286"
"3356","27311"
"3357","27316"
"3358","27342"
"3359","27347"
"3360","27370"
"3361","27377"
"3362","27378"
"3363","27379"
"3364","27395"
"3365","27400"
"3366","27450"
"3367","27469"
"3368","27495"
"3369","27502"
"3370","27511"
"3371","27523"
"3372","27562"
"3373","27585"
"3374","27586"
"3375","27597"
"3376","27610"
"3377","27613"
"3378","27621"
"3379","27657"
"3380","27659"
"3381","27680"
"3382","27699"
"3383","27711"
"3384","27760"
"3385","27778"
"3386","27860"
"3387","27863"
"3388","27869"
"3389","27876"
"3390","27882"
"3391","27889"
"3392","27893"
"3393","27984"
"3394","28053"
"3395","28064"
"3396","28071"
"3397","28099"
"3398","28104"
"3399","28137"
"3400","28144"
"3401","28147"
"3402","28153"
"3403","28172"
"3404","28188"
"3405","28204"
"3406","28272"
"3407","28278"
"3408","28281"
"3409","28290"
"3410","28297"
"3411","28308"
"3412","28336"
"3413","28352"
"3414","28360"
"3415","28379"
"3416","28386"
"3417","28393"
"3418","28395"
"3419","28425"
"3420","28464"
"3421","28468"
"3422","28474"
"3423","28475"
"3424","28483"
"3425","28507"
"3426","28508"
"3427","28528"
"3428","28547"
"3429","28607"
"3430","28614"
"3431","28668"
"3432","28678"
"3433","28680"
"3434","28686"
"3435","28693"
"3436","28705"
"3437","28723"
"3438","28730"
"3439","28735"
"3440","28769"
"3441","28801"
"3442","28819"
"3443","28825"
"3444","28833"
"3445","28835"
"3446","28851"
"3447","28860"
"3448","28878"
"3449","28896"
"3450","28923"
"3451","28924"
"3452","28930"
"3453","28964"
"3454","28993"
"3455","29014"
"3456","29020"
"3457","29025"
"3458","29045"
"3459","29060"
"3460","29082"
"3461","29105"
"3462","29109"
"3463","29111"
"3464","29113"
"3465","29146"
"3466","29196"
"3467","29221"
"3468","29250"
"3469","29254"
"3470","29279"
"3471","29280"
"3472","29298"
"3473","29326"
"3474","29328"
"3475","29343"
"3476","29368"
"3477","29390"
"3478","29394"
"3479","29397"
"3480","29412"
"3481","29416"
"3482","29459"
"3483","29469"
"3484","29495"
"3485","29517"
"3486","29562"
"3487","29569"
"3488","29602"
"3489","29652"
"3490","29653"
"3491","29655"
"3492","29656"
"3493","29664"
"3494","29671"
"3495","29725"
"3496","29741"
"3497","29777"
"3498","29802"
"3499","29805"
"3500","29827"
"3501","29831"
"3502","29839"
"3503","29847"
"3504","29853"
"3505","29883"
"3506","29886"
"3507","29919"
"3508","29924"
"3509","29926"
"3510","29929"
"3511","29976"
"3512","29987"
"3513","29992"
"3514","30038"
"3515","30064"
"3516","30116"
"3517","30131"
"3518","30239"
"3519","30249"
"3520","30274"
"3521","30287"
"3522","30346"
"3523","30349"
"3524","30360"
"3525","30369"
"3526","30377"
"3527","30382"
"3528","30386"
"3529","30392"
"3530","30409"
"3531","30432"
"3532","30436"
"3533","30440"
"3534","30453"
"3535","30454"
"3536","30456"
"3537","30493"
"3538","30511"
"3539","30512"
"3540","30552"
"3541","30561"
"3542","30566"
"3543","30586"
"3544","30601"
"3545","30607"
"3546","30610"
"3547","30621"
"3548","30622"
"3549","30635"
"3550","30636"
"3551","30640"
"3552","30689"
"3553","30700"
"3554","30754"
"3555","30761"
"3556","30772"
"3557","30809"
"3558","30813"
"3559","30816"
"3560","30819"
"3561","30881"
"3562","30889"
"3563","30894"
"3564","30898"
"3565","30902"
"3566","30911"
"3567","30929"
"3568","30935"
"3569","30937"
"3570","30972"
"3571","30989"
"3572","30992"
"3573","31022"
"3574","31026"
"3575","31044"
"3576","31086"
"3577","31087"
"3578","31091"
"3579","31101"
"3580","31103"
"3581","31148"
"3582","31217"
"3583","31259"
"3584","31279"
"3585","31291"
"3586","31293"
"3587","31334"
"3588","31336"
"3589","31350"
"3590","31360"
"3591","31371"
"3592","31376"
"3593","31382"
"3594","31405"
"3595","31412"
"3596","31427"
"3597","31443"
"3598","31446"
"3599","31462"
"3600","31467"
"3601","31469"
"3602","31496"
"3603","31519"
"3604","31527"
"3605","31533"
"3606","31535"
"3607","31542"
"3608","31550"
"3609","31596"
"3610","31602"
"3611","31606"
"3612","31623"
"3613","31628"
"3614","31634"
"3615","31640"
"3616","31708"
"3617","31724"
"3618","31747"
"3619","31777"
"3620","31782"
"3621","31798"
"3622","31806"
"3623","31808"
"3624","31825"
"3625","31827"
"3626","31836"
"3627","31880"
"3628","31896"
"3629","31907"
"3630","31931"
"3631","31934"
"3632","31938"
"3633","31943"
"3634","31964"
"3635","31972"
"3636","32003"
"3637","32005"
"3638","32031"
"3639","32032"
"3640","32082"
"3641","32083"
"3642","32094"
"3643","32113"
"3644","32150"
"3645","32155"
"3646","32195"
"3647","32207"
"3648","32208"
"3649","32293"
"3650","32299"
"3651","32323"
"3652","32341"
"3653","32362"
"3654","32383"
"3655","32389"
"3656","32464"
"3657","32475"
"3658","32508"
"3659","32520"
"3660","32547"
"3661","32550"
"3662","32556"
"3663","32559"
"3664","32563"
