"id","SalesRank","livreID"
"768","0","768"
"769","2212029","769"
"770","1510458","770"
"771","0","771"
"772","0","772"
"773","0","773"
"774","1758804","774"
"775","1230","775"
"776","453120","776"
"777","4479","777"
"778","7234","778"
"779","12680","779"
"780","11006","780"
"781","25315","781"
"782","4246","782"
"783","0","783"
"784","68099","784"
"785","40167","785"
"786","6192","786"
"787","24290","787"
"788","6533","788"
"789","28137","789"
"790","5445","790"
"791","4569","791"
"792","32389","792"
"793","14762","793"
"794","154898","794"
"795","42168","795"
"796","18849","796"
"797","40636","797"
"798","25677","798"
"799","33852","799"
"800","160304","800"
"801","6225","801"
"802","8788","802"
"803","53456","803"
"804","30287","804"
"805","12748","805"
"806","40535","806"
"807","37800","807"
"808","52199","808"
"809","43212","809"
"810","9521","810"
"811","43028","811"
"812","50690","812"
"813","17467","813"
"814","14641","814"
"815","33409","815"
"816","33276","816"
"817","189624","817"
"818","125751","818"
"819","33804","819"
"820","83953","820"
"821","71572","821"
"822","28769","822"
"823","41349","823"
"824","39235","824"
"825","57487","825"
"826","604373","826"
"827","16348","827"
"828","26195","828"
"829","61894","829"
"830","90848","830"
"831","11863","831"
"832","41998","832"
"833","33482","833"
"834","6175","834"
"835","53183","835"
"836","74211","836"
"837","59165","837"
"838","72041","838"
"839","17797","839"
"840","47264","840"
"841","41848","841"
"842","75101","842"
"843","106533","843"
"844","163511","844"
"845","26620","845"
"846","10258","846"
"847","69853","847"
"848","75620","848"
"849","23393","849"
"850","80951","850"
"851","21066","851"
"852","42039","852"
"853","50752","853"
"854","90066","854"
"855","261131","855"
"856","239442","856"
"857","112859","857"
"858","31542","858"
"859","35723","859"
"860","90108","860"
"861","394682","861"
"862","21122","862"
"863","76675","863"
"864","474942","864"
"865","98971","865"
"866","21800","866"
"867","193062","867"
"868","130245","868"
"869","68356","869"
"870","295669","870"
"871","116905","871"
"872","131675","872"
"873","3342","873"
"874","57210","874"
"875","124170","875"
"876","74612","876"
"877","135094","877"
"878","532198","878"
"879","411814","879"
"880","644213","880"
"881","287379","881"
"882","838070","882"
"883","505532","883"
"884","353977","884"
"885","381534","885"
"886","586351","886"
"887","645324","887"
"888","114277","888"
"889","209880","889"
"890","660222","890"
"891","457528","891"
"892","211385","892"
"893","439412","893"
"894","475416","894"
"895","140735","895"
"896","748662","896"
"897","920311","897"
"898","605186","898"
"899","794364","899"
"900","643096","900"
"901","732107","901"
"902","451538","902"
"903","90243","903"
"904","524862","904"
"905","637309","905"
"906","803843","906"
"907","297917","907"
"908","731577","908"
"909","561174","909"
"910","28144","910"
"911","310236","911"
"912","247018","912"
"913","664504","913"
"914","727378","914"
"915","29298","915"
"916","705806","916"
"917","736192","917"
"918","892282","918"
"919","808134","919"
"920","568270","920"
"921","810189","921"
"922","580258","922"
"923","759500","923"
"924","1041933","924"
"925","0","925"
"926","2674206","926"
"927","1720142","927"
"928","1576113","928"
"929","1611753","929"
"930","1172478","930"
"931","1793268","931"
"932","1675131","932"
"933","646624","933"
"934","969768","934"
"935","872251","935"
"936","909458","936"
"937","962661","937"
"938","1057754","938"
"939","909313","939"
"940","0","940"
"941","776061","941"
"942","0","942"
"943","0","943"
"944","2585610","944"
"945","2560817","945"
"946","0","946"
"947","2555106","947"
"948","1571771","948"
"949","0","949"
"950","0","950"
"951","0","951"
"952","0","952"
"953","0","953"
"954","0","954"
"955","0","955"
"956","0","956"
"957","0","957"
"958","1321507","958"
"959","2130724","959"
"960","0","960"
"961","1278506","961"
"962","2595113","962"
"963","2257274","963"
"964","1484318","964"
"965","1181125","965"
"966","1810197","966"
"967","1133901","967"
"968","1447","968"
"969","318","969"
"970","310","970"
"971","1823","971"
"972","1749","972"
"973","1762","973"
"974","4999","974"
"975","2941","975"
"976","540","976"
"977","1106","977"
"978","4541","978"
"979","1627","979"
"980","1048","980"
"981","2108","981"
"982","14922","982"
"983","1095","983"
"984","1034","984"
"985","1594","985"
"986","1433","986"
"987","2150","987"
"988","2171","988"
"989","1257","989"
"990","1394","990"
"991","1271","991"
"992","1056","992"
"993","2163","993"
"994","23580","994"
"995","2544","995"
"996","1239","996"
"997","6090","997"
"998","3335","998"
"999","5555","999"
"1000","451","1000"
"1001","27060","1001"
"1002","6002","1002"
"1003","7930","1003"
"1004","11184","1004"
"1005","1151","1005"
"1006","6992","1006"
"1007","7385","1007"
"1008","23835","1008"
"1009","34233","1009"
"1010","14923","1010"
"1011","18369","1011"
"1012","9575","1012"
"1013","44876","1013"
"1014","1738","1014"
"1015","1827","1015"
"1016","10573","1016"
"1017","15448","1017"
"1018","8873","1018"
"1019","3505","1019"
"1020","5812","1020"
"1021","42396","1021"
"1022","10093","1022"
"1023","34327","1023"
"1024","1589","1024"
"1025","6089","1025"
"1026","12827","1026"
"1027","9978","1027"
"1028","590","1028"
"1029","9135","1029"
"1030","17789","1030"
"1031","63578","1031"
"1032","323","1032"
"1033","19962","1033"
"1034","167893","1034"
"1035","14647","1035"
"1036","51511","1036"
"1037","7840","1037"
"1038","11853","1038"
"1039","35874","1039"
"1040","4948","1040"
"1041","2738","1041"
"1042","12466","1042"
"1043","19003","1043"
"1044","14269","1044"
"1045","21397","1045"
"1046","1856","1046"
"1047","9653","1047"
"1048","58716","1048"
"1049","33636","1049"
"1050","11591","1050"
"1051","16141","1051"
"1052","13623","1052"
"1053","15481","1053"
"1054","154391","1054"
"1055","5953","1055"
"1056","14060","1056"
"1057","51552","1057"
"1058","51830","1058"
"1059","27370","1059"
"1060","1120","1060"
"1061","9837","1061"
"1062","3130","1062"
"1063","5158","1063"
"1064","618","1064"
"1065","164","1065"
"1066","4446","1066"
"1067","7334","1067"
"1068","11692","1068"
"1069","12709","1069"
"1070","12066","1070"
"1071","14366","1071"
"1072","9567","1072"
"1073","2643","1073"
"1074","55369","1074"
"1075","14117","1075"
"1076","3311","1076"
"1077","6555","1077"
"1078","35898","1078"
"1079","10612","1079"
"1080","38135","1080"
"1081","14905","1081"
"1082","4650","1082"
"1083","3328","1083"
"1084","6110","1084"
"1085","39458","1085"
"1086","29146","1086"
"1087","474","1087"
"1088","8576","1088"
"1089","124359","1089"
"1090","11929","1090"
"1091","123","1091"
"1092","52811","1092"
"1093","257622","1093"
"1094","19632","1094"
"1095","104737","1095"
"1096","350633","1096"
"1097","15757","1097"
"1098","7139","1098"
"1099","74657","1099"
"1100","9740","1100"
"1101","44368","1101"
"1102","42429","1102"
"1103","16420","1103"
"1104","76656","1104"
"1105","38699","1105"
"1106","69992","1106"
"1107","115712","1107"
"1108","35805","1108"
"1109","95138","1109"
"1110","11003","1110"
"1111","161159","1111"
"1112","105019","1112"
"1113","227148","1113"
"1114","127284","1114"
"1115","6604","1115"
"1116","38001","1116"
"1117","10588","1117"
"1118","34788","1118"
"1119","230","1119"
"1120","25231","1120"
"1121","26145","1121"
"1122","62279","1122"
"1123","154822","1123"
"1124","167582","1124"
"1125","48734","1125"
"1126","104664","1126"
"1127","11643","1127"
"1128","87901","1128"
"1129","42215","1129"
"1130","196281","1130"
"1131","29664","1131"
"1132","60840","1132"
"1133","157068","1133"
"1134","24446","1134"
"1135","298656","1135"
"1136","274580","1136"
"1137","19707","1137"
"1138","41324","1138"
"1139","593245","1139"
"1140","7773","1140"
"1141","2787","1141"
"1142","105764","1142"
"1143","272235","1143"
"1144","247090","1144"
"1145","132832","1145"
"1146","45270","1146"
"1147","360930","1147"
"1148","520288","1148"
"1149","189866","1149"
"1150","226675","1150"
"1151","48680","1151"
"1152","645391","1152"
"1153","31798","1153"
"1154","2135","1154"
"1155","4557","1155"
"1156","22768","1156"
"1157","40719","1157"
"1158","30935","1158"
"1159","83350","1159"
"1160","68288","1160"
"1161","45184","1161"
"1162","43394","1162"
"1163","62903","1163"
"1164","3915","1164"
"1165","10518","1165"
"1166","131697","1166"
"1167","8667","1167"
"1168","26751","1168"
"1169","97893","1169"
"1170","515432","1170"
"1171","21942","1171"
"1172","41082","1172"
"1173","255386","1173"
"1174","639485","1174"
"1175","47516","1175"
"1176","214411","1176"
"1177","123414","1177"
"1178","74134","1178"
"1179","211786","1179"
"1180","200583","1180"
"1181","488164","1181"
"1182","78596","1182"
"1183","50464","1183"
"1184","242656","1184"
"1185","282042","1185"
"1186","148616","1186"
"1187","144362","1187"
"1188","102601","1188"
"1189","555466","1189"
"1190","50258","1190"
"1191","47656","1191"
"1192","63602","1192"
"1193","28835","1193"
"1194","74000","1194"
"1195","568429","1195"
"1196","256600","1196"
"1197","77768","1197"
"1198","139839","1198"
"1199","8382","1199"
"1200","25053","1200"
"1201","104793","1201"
"1202","408329","1202"
"1203","128341","1203"
"1204","499473","1204"
"1205","659387","1205"
"1206","205304","1206"
"1207","8058","1207"
"1208","614564","1208"
"1209","453395","1209"
"1210","770555","1210"
"1211","189668","1211"
"1212","598430","1212"
"1213","105587","1213"
"1214","276937","1214"
"1215","486516","1215"
"1216","188494","1216"
"1217","37975","1217"
"1218","267678","1218"
"1219","55089","1219"
"1220","387770","1220"
"1221","593360","1221"
"1222","624821","1222"
"1223","361495","1223"
"1224","826669","1224"
"1225","65886","1225"
"1226","176128","1226"
"1227","200276","1227"
"1228","169541","1228"
"1229","56790","1229"
"1230","152131","1230"
"1231","760387","1231"
"1232","75754","1232"
"1233","194442","1233"
"1234","623389","1234"
"1235","621231","1235"
"1236","99416","1236"
"1237","650168","1237"
"1238","33958","1238"
"1239","755325","1239"
"1240","342349","1240"
"1241","126209","1241"
"1242","30382","1242"
"1243","226980","1243"
"1244","136968","1244"
"1245","57337","1245"
"1246","497983","1246"
"1247","250874","1247"
"1248","71375","1248"
"1249","151682","1249"
"1250","235740","1250"
"1251","580894","1251"
"1252","394695","1252"
"1253","287871","1253"
"1254","831990","1254"
"1255","418360","1255"
"1256","433944","1256"
"1257","840768","1257"
"1258","127612","1258"
"1259","1021619","1259"
"1260","765611","1260"
"1261","279752","1261"
"1262","963118","1262"
"1263","383603","1263"
"1264","635659","1264"
"1265","885522","1265"
"1266","940821","1266"
"1267","678659","1267"
"1268","822415","1268"
"1269","778181","1269"
"1270","926610","1270"
"1271","518100","1271"
"1272","816482","1272"
"1273","93875","1273"
"1274","973936","1274"
"1275","0","1275"
"1276","0","1276"
"1277","0","1277"
"1278","1657053","1278"
"1279","2143292","1279"
"1280","0","1280"
"1281","0","1281"
"1282","0","1282"
"1283","2265593","1283"
"1284","1453719","1284"
"1285","0","1285"
"1286","1674864","1286"
"1287","2557509","1287"
"1288","1242091","1288"
"1289","1187442","1289"
"1290","0","1290"
"1291","1757658","1291"
"1292","2640730","1292"
"1293","2494060","1293"
"1294","2052305","1294"
"1295","2406713","1295"
"1296","2189215","1296"
"1297","0","1297"
"1298","2358852","1298"
"1299","2394818","1299"
"1300","2483755","1300"
"1301","2542819","1301"
"1302","1682280","1302"
"1303","1712407","1303"
"1304","2651257","1304"
"1305","2139978","1305"
"1306","2397982","1306"
"1307","2380977","1307"
"1308","0","1308"
"1309","1794891","1309"
"1310","1586767","1310"
"1311","0","1311"
"1312","1878117","1312"
"1313","2248989","1313"
"1314","1944221","1314"
"1315","2134244","1315"
"1316","2310546","1316"
"1317","0","1317"
"1318","2220273","1318"
"1319","0","1319"
"1320","0","1320"
"1321","0","1321"
"1322","0","1322"
"1323","0","1323"
"1324","0","1324"
"1325","2054678","1325"
"1326","0","1326"
"1327","2015709","1327"
"1328","0","1328"
"1329","2546986","1329"
"1330","0","1330"
"1331","0","1331"
"1332","0","1332"
"1333","0","1333"
"1334","0","1334"
"1335","0","1335"
"1336","2517804","1336"
"1337","0","1337"
"1338","0","1338"
"1339","2415127","1339"
"1340","0","1340"
"1341","2200309","1341"
"1342","2262270","1342"
"1343","36071","1343"
"1344","335727","1344"
"1345","18869","1345"
"1346","313506","1346"
"1347","110678","1347"
"1348","156521","1348"
"1349","135028","1349"
"1350","67527","1350"
"1351","244807","1351"
"1352","138602","1352"
"1353","370141","1353"
"1354","354420","1354"
"1355","76932","1355"
"1356","576937","1356"
"1357","440954","1357"
"1358","852014","1358"
"1359","557118","1359"
"1360","25513","1360"
"1361","206238","1361"
"1362","85918","1362"
"1363","468689","1363"
"1364","427131","1364"
"1365","441373","1365"
"1366","1078385","1366"
"1367","669494","1367"
"1368","517413","1368"
"1369","458667","1369"
"1370","713152","1370"
"1371","380384","1371"
"1372","841261","1372"
"1373","1204513","1373"
"1374","818681","1374"
"1375","1028905","1375"
"1376","1249314","1376"
"1377","819312","1377"
"1378","357591","1378"
"1379","767078","1379"
"1380","1299976","1380"
"1381","771617","1381"
"1382","1928412","1382"
"1383","618037","1383"
"1384","1007417","1384"
"1385","1034091","1385"
"1386","1058661","1386"
"1387","0","1387"
"1388","0","1388"
"1389","2071172","1389"
"1390","2435996","1390"
"1391","1507618","1391"
"1392","1035428","1392"
"1393","1816516","1393"
"1394","0","1394"
"1395","0","1395"
"1396","0","1396"
"1397","0","1397"
"1398","1138837","1398"
"1399","1591232","1399"
"1400","0","1400"
"1401","1545319","1401"
"1402","1153849","1402"
"1403","2097807","1403"
"1404","295018","1404"
"1405","1083124","1405"
"1406","1176070","1406"
"1407","1805655","1407"
"1408","1477443","1408"
"1409","1725522","1409"
"1410","0","1410"
"1411","2592699","1411"
"1412","359315","1412"
"1413","856897","1413"
"1414","0","1414"
"1415","0","1415"
"1416","0","1416"
"1417","502279","1417"
"1418","0","1418"
"1419","0","1419"
"1420","0","1420"
"1421","0","1421"
"1422","0","1422"
"1423","0","1423"
"1424","0","1424"
"1425","0","1425"
"1426","2021054","1426"
"1427","1900340","1427"
"1428","1499854","1428"
"1429","162","1429"
"1430","2129","1430"
"1431","12247","1431"
"1432","38280","1432"
"1433","252174","1433"
"1434","335098","1434"
"1435","156242","1435"
"1436","44504","1436"
"1437","97862","1437"
"1438","91773","1438"
"1439","177714","1439"
"1440","396455","1440"
"1441","248893","1441"
"1442","67306","1442"
"1443","361871","1443"
"1444","596100","1444"
"1445","532763","1445"
"1446","424740","1446"
"1447","1220269","1447"
"1448","1173432","1448"
"1449","443589","1449"
