"id","NoeudNom","livreID"
"9896","Dante","4573"
"9897","Custom Stores","4574"
"9899","Art mondial","4575"
"9901","Custom Stores","4576"
"9903","Art","4577"
"9904","Custom Stores","4578"
"9906","Custom Stores","4579"
"9908","Custom Stores","4580"
"9910","Custom Stores","4581"
"9912","Cirque","4582"
"9914","Custom Stores","4583"
"9916","Custom Stores","4584"
"9918","Critique d'art","4585"
"9919","Brochés (grands formats)","4586"
"9920","Auteurs de A à Z","4587"
"9921","Critique d'art","4588"
"9922","Critique d'art","4589"
"9923","Brochés (grands formats)","4590"
"9924","Folio","4591"
"9925","Brochés (grands formats)","4592"
"9926","Custom Stores","4593"
"9928","Critique d'art","4594"
"9929","Critique d'art","4595"
"9930","Brochés (grands formats)","4596"
"9931","Critique d'art","4597"
"9932","Chercher au Coeur!","4598"
"9933","Custom Stores","4599"
"9935","Acteurs","4600"
"9936","Custom Stores","4601"
"9938","Chercher au Coeur!","4602"
"9939","Custom Stores","4603"
"9941","Custom Stores","4604"
"9943","Critique d'art","4605"
"9944","Beaux livres","4606"
"9949","Critique d'art","4607"
"9950","Critique d'art","4608"
"9951","Chercher au Coeur!","4609"
"9952","Custom Stores","4610"
"9954","Custom Stores","4611"
"9956","Custom Stores","4612"
"9958","Critique d'art","4613"
"9959","Critique d'art","4614"
"9960","Brochés (grands formats)","4615"
"9961","Custom Stores","4616"
"9963","Custom Stores","4617"
"9965","Critique d'art","4618"
"9966","Custom Stores","4619"
"9968","Brochés (grands formats)","4620"
"9969","Breton, André","4621"
"9971","Critique d'art","4622"
"9972","Chercher au Coeur!","4623"
"9973","Custom Stores","4624"
"9975","Critique d'art","4625"
"9976","Critique d'art","4626"
"9977","Custom Stores","4627"
"9979","Tous les titres","4628"
"9980","Auteurs de A à Z","4629"
"9981","Chercher au Coeur!","4630"
"9982","Folio","4631"
"9983","Custom Stores","4632"
"9985","Chercher au Coeur!","4633"
"9986","Critique d'art","4634"
"9987","Beaux Arts","4635"
"9989","Custom Stores","4636"
"9991","Critique d'art","4637"
"9992","Custom Stores","4638"
"9994","Critique d'art","4639"
"9995","Custom Stores","4640"
"9997","Custom Stores","4641"
"9999","Diderot, Denis","4642"
"10000","Beaux livres","4643"
"10005","Art mondial","4644"
"10007","Chercher au Coeur!","4645"
"10008","Folio","4646"
"10009","Custom Stores","4647"
"10011","Custom Stores","4648"
"10013","Custom Stores","4649"
"10015","Chercher au Coeur!","4650"
"10016","Custom Stores","4651"
"10018","Custom Stores","4652"
"10020","Custom Stores","4653"
"10022","Critique d'art","4654"
"10023","Custom Stores","4655"
"10025","Brochés (grands formats)","4656"
"10026","Custom Stores","4657"
"10028","Custom Stores","4658"
"10030","Critique d'art","4659"
"10031","Custom Stores","4660"
"10033","Brochés (grands formats)","4661"
"10034","Custom Stores","4662"
"10036","Folio","4663"
"10037","Custom Stores","4664"
"10039","Custom Stores","4665"
"10041","Custom Stores","4666"
"10043","Critique d'art","4667"
"10044","Custom Stores","4668"
"10046","Custom Stores","4669"
"10048","Brochés (grands formats)","4670"
"10049","Custom Stores","4671"
"10051","Custom Stores","4672"
"10053","Cinéma international","4673"
"10054","Critique d'art","4674"
"10055","Custom Stores","4675"
"10057","Custom Stores","4676"
"10059","Custom Stores","4677"
"10061","Custom Stores","4678"
"10063","Plus de livres d'art","4679"
"10064","Custom Stores","4680"
"10066","Collection : Pour les nuls","4681"
"10067","Custom Stores","4682"
"10069","Custom Stores","4683"
"10071","Custom Stores","4684"
"10073","Collection : Pour les nuls","4685"
"10074","Custom Stores","4686"
"10076","Brochés (grands formats)","4687"
"10077","Collection : Pour les nuls","4688"
"10078","Collection : Pour les nuls","4689"
"10079","Custom Stores","4690"
"10081","Brochés (grands formats)","4691"
"10082","Custom Stores","4692"
"10084","Custom Stores","4693"
"10086","Collection : Pour les nuls","4694"
"10087","Ballet","4695"
"10088","Custom Stores","4696"
"10090","Custom Stores","4697"
"10092","Custom Stores","4698"
"10094","Collection : Pour les nuls","4699"
"10095","Custom Stores","4700"
"10097","Custom Stores","4701"
"10099","Points Seuil","4702"
"10100","Custom Stores","4703"
"10102","Custom Stores","4704"
"10104","Custom Stores","4705"
"10106","Brochés (grands formats)","4706"
"10107","Custom Stores","4707"
"10109","Custom Stores","4708"
"10111","Custom Stores","4709"
"10113","Documents","4710"
"10114","Custom Stores","4711"
"10116","Librio Mémo","4712"
"10117","Custom Stores","4713"
"10119","Custom Stores","4714"
"10121","Custom Stores","4715"
"10123","Custom Stores","4716"
"10125","Custom Stores","4717"
"10127","Custom Stores","4718"
"10129","Custom Stores","4719"
"10131","Custom Stores","4720"
"10133","Custom Stores","4721"
"10135","Collection : Pour les nuls","4722"
"10136","Littérature","4723"
"10144","Custom Stores","4724"
"10146","Folio","4725"
"10147","Custom Stores","4726"
"10149","Custom Stores","4727"
"10151","Brochés (grands formats)","4728"
"10152","Collection : Pour les nuls","4729"
"10153","Collection : Pour les nuls","4730"
"10154","Danse","4731"
"10155","Custom Stores","4732"
"10157","First Pour les Nuls","4733"
"10158","Custom Stores","4734"
"10160","Custom Stores","4735"
"10162","Custom Stores","4736"
"10164","Custom Stores","4737"
"10166","Custom Stores","4738"
"10168","Custom Stores","4739"
"10170","Custom Stores","4740"
"10172","Custom Stores","4741"
"10174","Custom Stores","4742"
"10176","Parascolaire - soutien","4743"
"10177","Custom Stores","4744"
"10179","Custom Stores","4745"
"10181","Brochés (grands formats)","4746"
"10182","Custom Stores","4747"
"10184","Custom Stores","4748"
"10186","Custom Stores","4749"
"10188","Custom Stores","4750"
"10190","Collection : Pour les nuls","4751"
"10191","Custom Stores","4752"
"10193","Custom Stores","4753"
"10195","Custom Stores","4754"
"10197","Larousse","4755"
"10198","Custom Stores","4756"
"10200","Custom Stores","4757"
"10202","Custom Stores","4758"
"10204","Custom Stores","4759"
"10206","Custom Stores","4760"
"10208","Custom Stores","4761"
"10210","Histoire de la danse","4762"
"10211","Custom Stores","4763"
"10213","Custom Stores","4764"
"10215","Custom Stores","4765"
"10217","Collection : Pour les nuls","4766"
"10218","Custom Stores","4767"
"10220","Custom Stores","4768"
"10222","Custom Stores","4769"
"10224","Custom Stores","4770"
"10226","Custom Stores","4771"
"10228","Custom Stores","4772"
"10230","Collection : Pour les nuls","4773"
"10231","Custom Stores","4774"
"10233","Brochés (grands formats)","4775"
"10234","Design","4776"
"10235","Custom Stores","4777"
"10237","Design","4778"
"10238","Custom Stores","4779"
"10240","Custom Stores","4780"
"10242","Custom Stores","4781"
"10244","Custom Stores","4782"
"10246","Design","4783"
"10247","Architecture","4784"
"10250","Custom Stores","4785"
"10252","Custom Stores","4786"
"10254","Dante","4787"
"10255","Design","4788"
"10256","Design","4789"
"10257","Pocket","4790"
"10258","Architecture","4791"
"10261","Custom Stores","4792"
"10263","Design","4793"
"10264","Design","4794"
"10265","Design","4795"
"10266","Design","4796"
"10267","Custom Stores","4797"
"10269","Brochés (grands formats)","4798"
"10270","Littérature et arts","4799"
"10271","Design","4800"
"10272","Chercher au Coeur!","4801"
"10273","Custom Stores","4802"
"10275","Custom Stores","4803"
"10277","Custom Stores","4804"
"10279","Custom Stores","4805"
"10281","Design","4806"
"10282","Custom Stores","4807"
"10284","Design","4808"
"10285","Custom Stores","4809"
"10287","Larousse","4810"
"10288","Architecture","4811"
"10291","Design","4812"
"10292","Custom Stores","4813"
"10294","Informatique & Internet","4814"
"10295","Custom Stores","4815"
"10297","Custom Stores","4816"
"10299","Architecture","4817"
"10302","Custom Stores","4818"
"10304","Design","4819"
"10305","Milady","4820"
"10306","Custom Stores","4821"
"10308","Custom Stores","4822"
"10310","Custom Stores","4823"
"10312","Custom Stores","4824"
"10314","Custom Stores","4825"
"10316","Art","4826"
"10317","Custom Stores","4827"
"10319","Brochés (grands formats)","4828"
"10320","Architecture","4829"
"10323","Design","4830"
"10324","Design","4831"
"10325","Custom Stores","4832"
"10327","Custom Stores","4833"
"10329","Design","4834"
"10330","Custom Stores","4835"
"10332","Design","4836"
"10333","Custom Stores","4837"
"10335","Custom Stores","4838"
"10337","Architecture","4839"
"10340","Custom Stores","4840"
"10342","Custom Stores","4841"
"10344","Custom Stores","4842"
"10346","Custom Stores","4843"
"10348","Design","4844"
"10349","Design","4845"
"10350","Design","4846"
"10351","Design","4847"
"10352","Custom Stores","4848"
"10354","Custom Stores","4849"
"10356","Art","4850"
"10357","Custom Stores","4851"
"10359","Custom Stores","4852"
"10361","Custom Stores","4853"
"10363","Custom Stores","4854"
"10365","Custom Stores","4855"
"10367","Custom Stores","4856"
"10369","Custom Stores","4857"
"10371","Custom Stores","4858"
"10373","Custom Stores","4859"
"10375","Custom Stores","4860"
"10377","Custom Stores","4861"
"10379","Brochés (grands formats)","4862"
"10380","Custom Stores","4863"
"10382","Custom Stores","4864"
"10384","Custom Stores","4865"
"10386","Custom Stores","4866"
"10388","Custom Stores","4867"
"10390","Custom Stores","4868"
"10392","Art contemporain","4869"
"10393","Custom Stores","4870"
"10395","Custom Stores","4871"
"10397","Custom Stores","4872"
"10399","Art français des XVIIe et XVIIIe siècles","4873"
"10400","Custom Stores","4874"
"10402","Custom Stores","4875"
"10404","Custom Stores","4876"
"10406","Brochés (grands formats)","4877"
