"id","createur","SerieID"
"1","Jonathan Stark","1"
"2","Dave Hackel","2"
"3","Bonnie Turner","3"
"4","Alan Ball","4"
"5","Catherine LePard","5"
"6","Tim Kring","6"
"7","Jacqueline Zambrano","7"
"8","Rockne S. O'Bannon","8"
"9","Ron Cowen","9"
"10","Avi Arad","10"
"11","Joss Whedon","11"
"12","Tracy Gamble","12"
"13","James Gurney","13"
"14","Terri Minsky","14"
"15","Gary Tieche","16"
"16","Jeremy Miller","18"
"17","John McNamara","19"
"18","David E. Kelley","20"
"19","Joss Whedon","21"
"20","Mike Thompson","22"
"21","Joe Keenan","23"
"22","Anthony E. Zuiker","24"
"23","David Koepp","25"
"24","John Wells","26"
"25","Barry Schindel","27"
"26","Joey Gutierrez","28"
"27","Hank Steinberg","29"
"28","David Simon","30"
"29","Dick Wolf","31"
"30","Jonathan Prince","32"
"31","Graham Yost","33"
"32","David Kohan","34"
"33","Peter Segal","35"
"34","Mark Reisman","36"
"35","John Whelpley","37"
"36","Dave Alan Johnson","38"
"37","Jeffrey Klarik","39"
"38","Rick Ramage","40"
"39","Rod Serling","41"
"40","Laeta Kalogridis","42"
"41","Rick Wiener","43"
"42","Greg Berlanti","44"
"43","Bob Young","45"
"44","Peter Murrieta","46"
"45","Dan Schneider","47"
"46","Brenda Hampton","48"
"47","Marta Kauffman","49"
"48","Philip Rosenthal","50"
"49","Linwood Boomer","51"
"50","David Lee","52"
"51","Larry Wilmore","53"
"52","Aaron Sorkin","54"
"53","Shawn Ryan","55"
"54","David E. Kelley","56"
"55","Joel Surnow","57"
"56","John Masius","58"
"57","Nell Scovell","59"
"58","Alfred Gough","60"
"59","Bill Martin","61"
"60","Brad Wright","62"
"61","Constance M. Burge","63"
"62","Jason Katims","64"
"63","J.J. Abrams","65"
"64","Joss Whedon","66"
"65","Michael Frost Beckner","67"
"66","Terry George","68"
"67","David E. Kelley","69"
"68","Dick Wolf","70"
"69","Dick Wolf","71"
"70","Dick Wolf","72"
"71","David Chase","73"
"72","Andy Breckman","74"
"73","Larry David","75"
"74","Drew Carey","76"
"75","George R. Lopez","77"
"76","Damon Wayans","78"
"77","Anthony E. Zuiker","79"
"78","David Hollander","80"
"79","David Litt","81"
"80","Donald P. Bellisario","82"
"81","Amy Brenneman","83"
"82","John Masius","84"
"83","Alan Kirschenbaum","85"
"84","Victor Fresco","86"
"85","Robert Wuhl","87"
"86","Mike Binder","88"
"87","Tom Fontana","89"
"88","Whoopi Goldberg","90"
"89","Deborah Joy LeVine","91"
"90","Rob Burnett","92"
"91","Michael Crichton","93"
"92","Steven Levitan","94"
"93","Bill Lawrence","95"
"94","John Wells","96"
"95","David Kohan","97"
"96","Gary R. Johnson","98"
"97","Richard Stratton","99"
"98","J. Michael Straczynski","100"
"99","Dennis E. Leoni","101"
"100","George Tillman Jr.","102"
"101","Gale Anne Hurd","103"
"102","Steven Long Mitchell","104"
"103","Brannon Braga","105"
"104","Mara Brock Akil","106"
"105","Eunetta T. Boone","107"
"106","Ralph Farquhar","108"
"107","Michael Piller","109"
"108","Amy Sherman-Palladino","110"
"109","Allison M. Gibson","112"
"110","Michael Jacobs","113"
"111","Michael Petroni","114"
"112","Daniel Stern","115"
"113","Jorge Zamacona","117"
"114","Marco Pennette","118"
"115","Jason Smilovic","119"
"116","Daniel Voll","120"
"117","Joanna Johnson","121"
"118","Nia Vardalos","122"
"119","Kevin Fox","123"
"120","Meredith Stiehm","124"
"121","Chuck Lorre","125"
"122","Donald P. Bellisario","126"
"123","Jenji Kohan","127"
"124","Barbara Hall","129"
"125","Howard Gewirtz","130"
"126","Lance Crouther","131"
"127","Wallace Wolodarsky","132"
"128","Mitchell Hurwitz","133"
"129","Jim Leonard","134"
"130","Norm MacDonald","135"
"131","Jon Harmon Feldman","136"
"132","Josh Schwartz","137"
"133","Will Gluck","138"
"134","William Laurin","139"
"135","Richard Appel","140"
"136","Frank Lupo","141"
"137","David Mills","142"
"138","Lawrence O'Donnell","143"
"139","Brad Hall","144"
"140","Gary Scott Thompson","145"
"141","Bonnie Turner","146"
"142","David Guarascio","147"
"143","Steven Moffat","148"
"144","Darren Star","149"
"145","Remi Aubuchon","150"
"146","Joe Russo","151"
"147","Ryan Murphy","152"
"148","Ron Underwood","153"
"149","Sofia Coppola","154"
"150","Betsy Borns","155"
"151","Silvio Horta","156"
"152","Tim Kelleher","157"
"153","Bill Oakley","158"
"154","Meg DeLoatch","159"
"155","Dylan Sellers","160"
"156","Dan Fogelman","162"
"157","Bryan Fuller","165"
"158","Donna Powers","166"
"159","Mark Schwahn","167"
"160","Christopher Keyser","168"
"161","James Cameron","169"
"162","Tom Hertz","170"
"163","Daniel Knauf","171"
"164","Dick Wolf","172"
"165","David E. Kelley","173"
"166","Steve Anton","174"
"167","Michael Ferris","175"
"168","Craig W. Van Sickle","176"
"169","Leslie Bohem","177"
"170","Eric Bogosian","178"
"171","Kevin Williamson","179"
"172","Paris Barclay","180"
"173","Jim Leonard","181"
"174","Jim O'Doherty","182"
"175","Darren Star","183"
"176","George Clooney","184"
"177","Bernard Lechowick","185"
"178","Ilene Chaiken","186"
"179","Ricky Gervais","187"
"180","David Zuckerman","188"
"181","James Duff","189"
"182","Stephen King","190"
"183","Ed Zuckerman","191"
"184","Mike White","192"
"185","Barry Levinson","193"
"186","Todd Holland","195"
"187","Ron Leavitt","196"
"188","Lori Loughlin","197"
"189","Gina Matthews","199"
"190","Brad Wright","200"
"191","David Milch","201"
"192","Chris Brancato","202"
"193","Jeff Eastin","205"
"194","Scott Silveri","206"
"195","Jason Horwitch","208"
"196","Marc Cherry","209"
"197","Melvin Burgess","210"
"198","Damon Lindelof","211"
"199","Rodney Carrington","212"
"200","Julie Thacker","213"
"201","David E. Kelley","214"
"202","Steven A. Cohen","215"
"203","Gina Matthews","216"
"204","Mitchel Katlin","217"
"205","Gavin O'Connor","218"
"206","Anthony E. Zuiker","219"
"207","Jack Orman","220"
"208","Jeff Martin (II)","221"
"209","Peter Elkoff","222"
"210","Kell Cahoon","223"
"211","Mark Reisman","224"
"212","David Shore","225"
"213","Tim Minear","226"
"214","Ken Sanzel","227"
"215","Victor Fresco","228"
"216","Jorge A. Reyes","229"
"217","Ralph Farquhar","230"
"218","Rob Thomas","231"
"219","Ian Abrams","232"
"220","John Leekley","233"
"221","Sidney Lumet","234"
"222","Matt Reeves","235"
"223","Doug Ellin","236"
"224","Scott Peters","237"
"225","Denis Leary","238"
"226","John Scott Shepherd","239"
"227","Steve Lucas","240"
"228","Ralph Hemecker","241"
"229","Ernesto Pozuello","242"
"230","Gary David Goldberg","243"
"231","Bob Lowry","244"
"232","Marti Noxon","246"
"233","Glen A. Larson","247"
"234","Nick Falacci","248"
"235","Glenn Gordon Caron","249"
"236","DeAnn Heline","250"
"237","Peter O'Fallon","251"
"238","George Clooney","252"
"239","David Levien","253"
"240","Steven Bochco","254"
"241","Steven Bochco","255"
"242","John McNamara","256"
"243","Austin Winsberg","257"
"244","Dick Wolf","258"
"245","Eunetta T. Boone","259"
"246","Shonda Rhimes","260"
"247","Abby Mann","261"
"248","David Garrett","262"
"249","Marshall Herskovitz","263"
"250","Gil Grant","264"
"251","Steven Levitan","265"
"252","David Seltzer","266"
"253","Donald P. Bellisario","267"
"254","Dewi Humphreys","268"
"255","J. Michael Straczynski","269"
"256","Joe Shuster","270"
"257","Michael Garrison","271"
"258","Jerry Seinfeld","272"
"259","Gene Roddenberry","273"
"260","Leonard White","274"
"261","Matt Groening","275"
"262","Ivan Goff","276"
"263","Bruno Solo","277"
"264","Ed Spielman","279"
"265","Robert S. Baker","280"
"266","David Jacobs","282"
"267","Edith Pargeter","283"
"268","William Blinn","284"
"269","David L. Wolper","285"
"270","Gene Roddenberry","287"
"271","Rick Berman","288"
"272","Steven Spielberg","289"
"273","Larry Gelbart","290"
"274","William Link","291"
"275","Robert G. Tapert","292"
"276","Ron Leavitt","293"
"277","Thomas Carr","294"
"278","Brian Clemens","295"
"279","Cynthia Saunders","296"
"280","Glen A. Larson","297"
"281","Claude Desailly","298"
"282","Frank Lupo","299"
"283","Andy Borowitz","300"
"284","Gregory Widen","304"
"285","David E. Kelley","305"
"286","Gregory Widen","306"
"287","Matt Williams","307"
"288","Gy Waldron","308"
"289","Patrick Hasburgh","309"
"290","Paul Reiser","310"
"291","Brad Buckner","311"
"292","Joyce Burditt","312"
"293","Alexandre Astier","313"
"294","Bruce Geller","314"
"295","Christian Williams","315"
"296","Stephen J. Cannell","316"
"297","J.F. Lawton","318"
"298","Stephen J. Cannell","319"
"299","Ralf Löhnhardt","320"
"300","Carlton Cuse","321"
"301","William Bickley","322"
"302","Collier Young","323"
"303","Christopher Gore","324"
"304","Sol Saks","326"
"305","Amy Lippman","327"
"306","David W. Duclon","328"
"307","Robert Murphy","329"
"308","Fran Drescher","330"
"309","Matt Williams","331"
"310","Rick Berman","332"
"311","Darren Star","333"
"312","Darren Star","334"
"313","Jeff Harris","335"
"314","Anthony Yerkovich","336"
"315","David Wolstencroft","337"
"316","Diane Dixon","338"
"317","Glen A. Larson","339"
"318","Nicolas Mercier","340"
"319","Robert K. Weiss","341"
"320","Ben Gannon","342"
"321","Jeffrey Lane","343"
"322","Richard Levinson","344"
"323","Alan Ball","345"
"324","William J. Bell","346"
"325","William J. Bell","347"
"326","Ted Corday","348"
"327","Jeff Franklin","349"
"328","Glen Charles","350"
"329","Rod Serling","351"
"330","Albert S. Ruddy","352"
"331","Michael Ross (II)","355"
"332","Brian W. Cook","356"
"333","Steven Bochco","357"
"334","Leslie Stevens","358"
"335","Lee David Zlotoff","359"
"336","Patrick Hasburgh","360"
"337","David Jacobs","361"
"338","Cindy Chupack","362"
"339","Tom Spezialy","363"
"340","Glen A. Larson","364"
"341","Julian Jones","365"
"342","Aaron Spelling","366"
"343","Paul M Belous","367"
"344","Andrew Chaikin","368"
"345","Glenn Gordon Caron","369"
"346","Frank Lupo","370"
"347","Beth Sullivan","371"
"348","Douglas Schwartz","372"
"349","Darren Star","373"
"350","Gerry Anderson","374"
"351","Lisa Kudrow","375"
"352","Bob Kane","376"
"353","Terri Minsky","377"
"354","Paul Mendelson","378"
"355","Pierre Grimblat","380"
"356","Greg Garcia","381"
"357","David McKenna","382"
"358","Josh Pate","383"
"359","Marco Pennette","384"
"360","Paul Abbott","385"
"361","Freddie Prinze Jr.","386"
"362","Suzanne Martin","387"
"363","Rod Lurie","388"
"364","Shaun Cassidy","389"
"365","Jeffrey Grant Rice","390"
"366","David Dortort","391"
"367","Jonathan Shapiro","392"
"368","Liz Tuccillo","393"
"369","McG","394"
"370","Kari Lizer","395"
"371","Winnie Holzman","396"
"372","Jeff Davis (V)","397"
"373","Jim Leonard","398"
"374","John Gray","399"
"375","Bragi Schut","401"
"376","Fred Barron","402"
"377","David Mamet","403"
"378","Paul T. Scheuring","404"
"379","Hart Hanson","405"
"380","Bill Chais","406"
"381","David Hemingson","407"
"382","Jon Harmon Feldman","408"
"383","Josh Berman","409"
"384","Rob Lotterstein","410"
"385","Andrew Secunda","411"
"386","Matt Cirulnick","413"
"387","Donald P. Bellisario","414"
"388","William Bickley","415"
"389","Nicole Jamet","416"
"390","Olivier Bremond","417"
"391","Steven Bochco","418"
"392","Chris Carter","419"
"393","Chris Thompson","421"
"394","Bob Kushell","422"
"395","Steven Bochco","424"
"396","Marc Punt","425"
"397","James Duff","426"
"398","Bonnie Turner","429"
"399","David Morgasen","430"
"400","Leonard Freeman","431"
"401","Phil Bedard","432"
"402","David Renwick","433"
"403","Bruce Geller","434"
"404","Dan Gordon","435"
"405","John Edwards","436"
"406","Paul Marquess","437"
"407","Michelle Podroznik","438"
"408","Juan Carlos Coto","441"
"409","John Falsey","443"
"410","Maureen Chadwick","444"
"411","Doudi","447"
"412","Nicolas Durand-Zouky","448"
"413","Larry Cohen","451"
"414","William Marston","452"
"415","Sam Bobrick","454"
"416","Donald P. Bellisario","455"
"417","Simon Block","458"
"418","J.H. Wyman","460"
"419","Tracey Alexander","462"
"420","Jorge Zamacona","463"
"421","Russell T. Davies","464"
"422","Jenji Kohan","465"
"423","Chris Gerolmo","466"
"424","Ricky Gervais","467"
"425","Rob McElhenney","469"
"426","Eric Schaeffer","470"
"427","Fernando Meirelles","471"
"428","Jennifer Rowe","473"
"429","Michael Rauch","475"
"430","Jean-Yves Raimbaud","478"
"431","Paul Abbott","479"
"432","Matt MacLeod","480"
"433","Yvette Lee Bowser","482"
"434","Glenn Gordon Caron","484"
"435","Michael Miner","485"
"436","Dick Wolf","486"
"437","John Milius","487"
"438","David Lynch","488"
"439","Alexandra Clert","490"
"440","Jeffrey Frhoner","491"
"441","Michel Alexandre","492"
"442","Lionel Bailliu","493"
"443","Judd Apatow","495"
"444","Trey Parker","497"
"445","Bruce Helford","498"
"446","Jeff Eastin","499"
"447","Jeff King","500"
"448","Wes Craven","501"
"449","David Greenwalt","503"
"450","Alex Galatis","504"
"451","Richard Barton Lewis","506"
"452","Alex Epstein","510"
"453","Susan Beavers","511"
"454","Mitchell Burgess","512"
"455","Ricky Gervais","515"
"456","Tonie Marshall","518"
"457","Richard Barton Lewis","519"
"458","Robert Ben Garant","523"
"459","Valérie Guignabodet","524"
"460","Alexis Lecaye","525"
"461","Paul Andréota","527"
"462","Andrew Marshall","528"
"463","Neal Marlens","529"
"464","Laurent Chouchan","532"
"465","Alain Page","535"
"466","Christophe Duthuron","536"
"467","Didier Cohen","537"
"468","Steven Bochco","538"
"469","Susan Harris","539"
"470","Susan Sherman","540"
"471","Mick Garris","542"
"472","Patrick Harbinson","550"
"473","Christina Jennings","554"
"474","Jeff Valdez","558"
"475","Alonzo Brown","562"
"476","Peter Knight","563"
"477","Thomas W. Lynch","564"
"478","Jean-Claude Deret","569"
"479","Evan Katz","570"
"480","Bridget Dobson","571"
"481","Steve Knapman","573"
"482","Ron Koslow","575"
"483","Paul Fusco","576"
"484","Emmanuel Gorinstein","577"
"485","Sébastien Arène","578"
"486","Paul Feig","579"
"487","Marc Cherry","580"
"488","Sean Lock","581"
"489","Tom Wheeler","582"
"490","Jack Rosenthal","584"
"491","Eve Deboise","586"
"492","James D. Parriott","588"
"493","Glen A. Larson","589"
"494","Jack Kenny","590"
"495","Ethan Reiff","593"
"496","Marco Pennette","594"
"497","Robert King (III)","595"
"498","Emily Kapnek","596"
"499","Shaun Cassidy","597"
"500","Michael Leeson","599"
"501","David Safier","600"
"502","D.V. DeVincentis","601"
"503","Chris Roland","602"
"504","Reginald Hill","603"
"505","David E. Kelley","604"
"506","Nick Collins","605"
"507","David Crane","606"
"508","Bill Gallagher","607"
"509","Robert Butler","608"
"510","Dana Stevens","611"
"511","Michael Esser","612"
"512","Jean-François Henry","613"
"513","Stéphane Barbier","614"
"514","Marcelo Slavich","615"
"515","Kader Aoun","617"
"516","John McNamara","618"
"517","Randi Mayem Singer","619"
"518","Michael Rauch","620"
"519","Vincenzo Marano","623"
"520","Tony Jordan","625"
"521","Julia Keatley","626"
"522","Eric Kristy","627"
"523","Laurie McCarthy","628"
"524","Stéphane Giusti","629"
"525","Matt Groening","630"
"526","Didier Cohen","631"
"527","Harve Bennett","633"
"528","Chuck Adamson","635"
"529","Bryce Zabel","636"
"530","Ethan Reiff","637"
"531","Mark V. Olsen","638"
"532","Stephen J. Cannell","639"
"533","David E. Kelley","640"
"534","Tom Fontana","644"
"535","Michael Duggan","646"
"536","Chris Carter","647"
"537","Stan Lee","649"
"538","Ana Maria Londono","654"
"539","Robert Roy Thomas","655"
"540","Will Gluck","656"
"541","Sam Baum","657"
"542","Fred Goss","658"
"543","Michel Reynaud","659"
"544","Aaron Sorkin","660"
"545","David Kane","661"
"546","Eric Kristy","662"
"547","Garry Marshall","663"
"548","Pascal Perry","664"
"549","David S. Goyer","665"
"550","Christophe Chevalier","666"
"551","Marc Terjung","667"
"552","Kari Lizer","668"
"553","Gerry Anderson","669"
"554","John Meston","670"
"555","Dick Wolf","671"
"556","Gene Roddenberry","673"
"557","Steve Sohmer","674"
"558","Martin Cohan","677"
"559","Marie Guilmineau","678"
"560","Herbert Reinecker","679"
"561","Victoria Pile","680"
"562","Agnes Nixon","681"
"563","Shaun Cassidy","682"
"564","Mike Bullen","686"
"565","Colin Bateman","687"
"566","Rick Rosner","688"
"567","Nicolas Hourès","690"
"568","Deborah Saïag","691"
"569","David Azencot","692"
"570","Matt Tarses","693"
"571","Christian Rauth","694"
"572","Christine Miller","695"
"573","Mathieu Fabiani","697"
"574","Charles Grant Craig","698"
"575","Roland Kibbee","699"
"576","Daive Cohen","700"
"577","Leiji Matsumoto","704"
"578","Ron Clark","707"
"579","Matthew Graham","708"
"580","Richard Correll","709"
"581","Chus Vallejo","710"
"582","Sam Bobrick","712"
"583","Tom Grieves","713"
"584","Ira Ungerleider","715"
"585","Chris Alberghini","717"
"586","Lowell Ganz","719"
"587","Jim Henson","720"
"588","Garry Marshall","721"
"589","Richard Shapiro","722"
"590","Lowell Ganz","723"
"591","Bruno Lavaine","725"
"592","Dylan Moran","726"
"593","Sidney Sheldon","727"
"594","Dominique Lancelot","728"
"595","Pierre Grimblat","729"
"596","Nigel McCrery","732"
"597","Danny Bilson","733"
"598","Danny Bilson","735"
"599","Aaron Sorkin","736"
"600","David McNally","737"
"601","Josh Berman","738"
"602","Craig Silverstein","739"
"603","Micheline H. Keller","740"
"604","Bob Booker","741"
"605","Jason Smilovic","742"
"606","Tina Fey","744"
"607","Danny Bilson","746"
"608","Ken Olin","747"
"609","Josh Goldsmith","748"
"610","Alexandra Rushfield","749"
"611","Stu Zicherman","751"
"612","Susie Lewis Lynn","752"
"613","Rob Burnett","753"
"614","James Mangold","754"
"615","Barry Sonnenfeld","756"
"616","Kenneth Johnson","758"
"617","Stephen Chbosky","759"
"618","Ian Biederman","760"
"619","John Wells","761"
"620","Paul Attanasio","762"
"621","Gregg Hale","763"
"622","Jackie Filgo","764"
"623","Chad Hodge","765"
"624","Mara Brock Akil","766"
"625","Louis C.K.","767"
"626","Eric Bress","769"
"627","David Manson","770"
"628","Steve Franks","771"
"629","Blake Masters","772"
"630","Hans Beimler","773"
"631","Emmanuelle Choppin","774"
"632","Sophie Révil","775"
"633","Dan McDermott","776"
"634","Jean-Luc Azoulay","777"
"635","Steven Moffat","779"
"636","Georges Desmouceaux","780"
"637","Alexis Lecaye","781"
"638","Tom Lynch","782"
"639","Steven Bochco","784"
"640","Claire Berger","785"
"641","Neal Marlens","787"
"642","Jeanne Le Guillou","790"
"643","Richard Curtis","792"
"644","Philippe Niang","793"
"645","Constance M. Burge","794"
"646","Andrew Cosby","796"
"647","Joseph Merhi","797"
"648","Richard Curtis","799"
"649","Hugues Pagan","800"
"650","David Milch","802"
"651","Russell T. Davies","803"
"652","Cécile Berger","804"
"653","Alan Bateman","807"
"654","Glen A. Larson","809"
"655","Jean-Pierre Jaubert","810"
"656","Derek Schreyer","811"
"657","Jacques Rouzet","812"
"658","Ted Childs","815"
"659","Colin Dexter","816"
"660","John Bowen","817"
"661","Jon Boorstin","819"
"662","Victor Mayence","820"
"663","Stephen J. Cannell","821"
"664","Robert Guza Jr.","823"
"665","Jean-Luc Gaget","826"
"666","Thierry Serfaty","827"
"667","Philippe Setbon","829"
"668","Clémentine Dabadie","830"
"669","Paul Haggis","831"
"670","James Manos Jr","832"
"671","Daphne Ballon","833"
"672","Hugues Pagan","835"
"673","Seth MacFarlane","836"
"674","Ken Lipman","838"
"675","Léo Malet","839"
"676","David Levy","844"
"677","Henning Mankell","845"
"678","Tony Basgallop","846"
"679","Erle Stanley Gardner","847"
"680","Claude Scasso","849"
"681","Albert S. Ruddy","850"
"682","Gene Roddenberry","851"
"683","Michael Costanza","852"
"684","Michael Berk","853"
"685","Ross Brown","854"
"686","Anne Kenney","856"
"687","Andrew Wreggitt","857"
"688","Larry Carroll","858"
"689","Caroline Graham","859"
"690","Karim Alliane","860"
"691","Dominic Minghella","861"
"692","Linda Bloodworth-Thomason","866"
"693","Laurent Tirard","867"
"694","Russell T. Davies","869"
"695","Bill Dial","872"
"696","Jonathan Schmock","873"
"697","Patrik-Ian Polk","874"
"698","Bill Nuss","875"
"699","Jean-Luc Azoulay","877"
"700","Leonard Stern","878"
"701","Nick Malmholt","883"
"702","Hugues Pagan","884"
"703","Michael Mann","885"
"704","Carlton Cuse","886"
"705","Matt Weitzman","887"
"706","Malina Detcheva","888"
"707","Rita Lakin","889"
"708","Claude Scasso","890"
"709","Gene Levitt","891"
"710","Matt Lucas","892"
"711","Charles Pratt Jr.","893"
"712","Barbara Avedon","894"
"713","Jim Abrahams","896"
"714","Wendy Kout","897"
"715","John Lehr","900"
"716","Graham Yost","906"
"717","Christopher Leone","907"
"718","Howard Leeds","908"
"719","Savin Yeatman-Eiffel","909"
"720","Howard J. Morris","910"
"721","Matthew Carnahan","912"
"722","Seth Freeman","913"
"723","Dan Angel","915"
"724","David DiGilio","916"
"725","Dennis Rinsler","917"
"726","James L. Brooks","919"
"727","Norman Felton","920"
"728","Lawrence Gordon","922"
"729","Glen A. Larson","923"
"730","Paolo Calissano","925"
"731","Brooke Burgess","928"
"732","Michael Jenkins","930"
"733","Marc Brunet","931"
"734","Michel Alexandre","934"
"735","Glen A. Larson","936"
"736","Cristina Arellano","937"
"737","Tom Hertz","938"
"738","Tim Haines","943"
"739","Sam Bobrick","945"
"740","Ivan Raimi","946"
"741","Laurent Dussaux","948"
"742","Michael Jacobs","949"
"743","Don Reo","951"
"744","Rick Wiener","952"
"745","Josh Appelbaum","956"
"746","David E. Kelley","957"
"747","Matt Maiellaro","958"
"748","Sam Bobrick","959"
"749","Norman Lear","960"
"750","Lars von Trier","961"
"751","Ricky Blitt","962"
"752","Iva Dixon","963"
"753","Frank Speelmans","964"
"754","Jacques Santamaria","965"
"755","Jeff Stein","968"
"756","Dmitry Lipkin","969"
"757","Jonathan Katz","970"
"758","Michael Hirst","973"
"759","Tim Minear","975"
"760","Matt Nix","981"
"761","Stéphan Dubé","982"
"762","Martin Guyot","983"
"763","Greg Daniels","988"
"764","Paul Haggis","989"
"765","François Desagnat","991"
"766","Jack Webb","993"
"767","Gary David Goldberg","995"
"768","Phil Mishkin","996"
"769","Stephen Gallagher","997"
"770","Olivier Kohn","998"
"771","Daniel Paige","999"
"772","Christophe Fort","1000"
"773","Virginie Brac","1001"
"774","Steven Moffat","1002"
"775","Delphine Bertholon","1003"
"776","Marie-Pierre Foliard","1004"
"777","Jimmy Halfon","1005"
"778","Katherine Fugate","1006"
"779","Joshua Brand","1007"
"780","David Hollander","1008"
"781","Kem Nunn","1010"
"782","Seth Green","1011"
"783","Jacques Fansten","1012"
"784","Joëlle Goron","1013"
"785","Amy Heckerling","1014"
"786","Ariane Carletti","1015"
"787","Arik Lubetzki","1016"
"788","Kevin Williamson","1017"
"789","Zarqa Nawaz","1018"
"790","Bertrand Cohen","1019"
"791","Graham Linehan","1020"
"792","Bénédicte Laplace","1022"
"793","Lewis Chesler","1023"
"794","Jean-Luc Azoulay","1026"
"795","David Eick","1027"
"796","Kevin Falls","1028"
"797","Jean-Luc Azoulay","1029"
"798","Jean-Luc Azoulay","1030"
"799","Josh Schwartz","1031"
"800","Rand Ravich","1032"
"801","DeAnn Heline","1033"
"802","Jean-Luc Azoulay","1034"
"803","Jean-Luc Azoulay","1036"
"804","Marc Du Pontavice","1038"
"805","Jean-Luc Azoulay","1040"
"806","Jean-Luc Azoulay","1041"
"807","Craig Wright","1042"
"808","Shonda Rhimes","1043"
"809","Greg Berlanti","1044"
"810","Bryan Fuller","1045"
"811","Elizabeth Craft","1046"
"812","Jon Harmon Feldman","1047"
"813","Joe Lawson","1048"
"814","Kevin Wade","1049"
"815","Caroline Williams (II)","1050"
"816","Cecelia Ahern","1051"
"817","Bruce McCulloch","1052"
"818","Jean-Luc Azoulay","1053"
"819","Mike Kelley","1054"
"820","Bob Lowry","1055"
"821","Trevor Munson","1056"
"822","Michele Fazekas","1057"
"823","Josh Schwartz","1058"
"824","Josh Friedman","1059"
"825","David Guarascio","1060"
"826","Michael Rauch","1061"
"827","Amy Sherman-Palladino","1062"
"828","Mike Bernier","1063"
"829","Bill Prady","1064"
"830","Cynthia Cidre","1065"
"831","Jonathan Lisco","1066"
"832","Christian Taylor","1067"
"833","Steven Levitan","1068"
"834","Dave Erickson","1069"
"835","Sam Raimi","1071"
"836","Stephen Kronish","1073"
"837","Jean-Luc Azoulay","1075"
"838","Jean-Luc Azoulay","1076"
"839","Dale McRaven","1077"
"840","Tony Wharmby","1078"
"841","Rich Eustis","1079"
"842","Daniel Moyne","1080"
"843","Larry Rosen","1081"
"844","Mike White","1082"
"845","Michael Landon","1083"
"846","Agnes Nixon","1087"
"847","Daniel Zelman","1088"
"848","James Bobin","1089"
"849","Philippe Davin","1091"
"850","Matthew Carnahan","1093"
"851","Darren Star","1094"
"852","Jean-Luc Azoulay","1098"
"853","Peter Jukes","1099"
"854","James L. Conway","1100"
"855","A.I. Bezzerides","1105"
"856","Patrick Sean Smith","1108"
"857","Gardner Fox","1110"
"858","Todd McFarlane","1112"
"859","Pepper Sue","1113"
"860","Anthony Gentile","1114"
"861","Bryce Zabel","1115"
"862","Margaret Nagle","1116"
"863","Bill Finger","1117"
"864","Bénédicte Laplace","1119"
"865","Tatsuo Yoshida","1120"
"866","Jean-Luc Azoulay","1121"
"867","Ariane Carletti","1122"
"868","Ariane Carletti","1123"
"869","Stephen J. Cannell","1124"
"870","Jack Arnold","1125"
"871","Hervé Hadmar","1126"
"872","Ariane Gil","1128"
"873","Glen A. Larson","1131"
"874","Glen A. Larson","1132"
"875","Jean-Luc Azoulay","1133"
"876","Buck Henry","1135"
"877","Jean-Luc Azoulay","1137"
"878","Glen A. Larson","1138"
"879","Jean-Luc Azoulay","1139"
"880","Jean-Luc Azoulay","1140"
"881","Diane Marois","1141"
"882","Cyril Hanouna","1142"
"883","Nancy Miller","1145"
"884","Rod Serling","1147"
"885","Simon Jablonka","1149"
"886","Anthony Maugendre","1150"
"887","Charlotte des Georges","1154"
"888","Dennis Hill (II)","1155"
"889","Duane Capizzi","1160"
"890","Earl Hamner Jr.","1161"
"891","Bob Ellison","1163"
"892","Christian Mouchart","1166"
"893","Michael Klinghoffer","1168"
"894","Stephen J. Cannell","1173"
"895","Manuel Valdivia","1174"
"896","Jack Kirby","1176"
"897","Tom Kapinos","1177"
"898","Terri Hughes","1178"
"899","David Brookwell","1180"
"900","Ricou Browning","1182"
"901","Hugh Benson","1184"
"902","Boudjemaa Dahmane","1185"
"903","Enid Blyton","1186"
"904","Eric Knight","1187"
"905","Amy Bloom","1189"
"906","Kate Barry","1192"
"907","Claire Labine","1197"
"908","Matthew Weiner","1201"
"909","Dan Curtis","1206"
"910","Gene Roddenberry","1207"
"911","Josh Goldstein","1209"
"912","George Lucas","1213"
"913","Alan Zweibel","1215"
"914","Richard Carpenter (II)","1219"
"915","Cynthia Mort","1220"
"916","Stéphane Kaminka","1221"
"917","Anne Giafferi","1223"
"918","Martin Garonne","1227"
"919","Sarah Mayberry","1228"
"920","Linda Schuyler","1229"
"921","Tite Kubo","1230"
"922","Jean-Luc Azoulay","1238"
"923","George Lucas","1239"
"924","Eric Judor","1240"
"925","Lucy Prebble","1241"
"926","Claude Loursais","1242"
"927","Nick Park","1245"
"928","Eric Verat","1252"
"929","Hiro Mashima","1253"
"930","Stan Ragow","1256"
"931","Masami Kurumada","1266"
"932","Masami Kurumada","1268"
"933","George Lucas","1272"
"934","Sophie Révil","1276"
"935","Abby Kohn","1278"
"936","Lawrence Hertzog","1281"
"937","Jim Henson","1282"
"938","Jay Sommers","1284"
"939","Marshall Herskovitz","1285"
"940","Brigitte Bako","1287"
"941","Rikki Beadle Blair","1291"
"942","Bernard Kouchner","1294"
