"SerieID","id_allocine","titre_fr","titre_vo","poster","synopsis"
"1","1","According to Jim","According to Jim","http://fr.web.img4.acsta.net/medias/nmedia/18/35/63/61/18424301.jpg","Jim a tout pour être heureux : une femme superbe, trois enfants adorables et une belle maison. Mais il est aussi un partisan du moindre effort, ce qui le met dans des situations des plus délicates."
"2","2","Becker","Becker","http://fr.web.img4.acsta.net/medias/nmedia/18/35/63/63/18415257.jpg","Le Dr John Becker est un personnage des plus étranges. Attentionné et dévoué à l'égard de ses patients, il n'en est pas moins odieux et asocial avec les autres. Mais ceux qui le connaissent savent que derrière ses remarques acerbes se cache un coeur en or."
"3","3","That '70s Show","That '70s Show","http://fr.web.img5.acsta.net/medias/nmedia/18/86/51/41/19845332.jpg","Eric, Donna, Michael et le reste de la bande vivent les joies et les peines de leur adolescence dans le contexte assez kitsch des années 70."
"4","4","Six Feet Under","Six Feet Under","http://fr.web.img6.acsta.net/medias/nmedia/18/35/63/64/18415258.jpg","La vie des membres de la famille Fisher bascule lorsque le père meurt dans un accident, laissant ainsi la direction de la société de pompes funèbres qu'il a fondée à ses deux fils."
"5","5","For the People","For the People","http://fr.web.img2.acsta.net/medias/nmedia/18/35/63/65/18415259.jpg","Coup d'oeil dans les vies professionnelles et personnelles chaotiques de femmes fortes et passionnées qui partagent le même but : la justice."
"6","6","Preuve à l'appui","Crossing Jordan","http://fr.web.img1.acsta.net/medias/nmedia/18/35/63/66/18415260.jpg","Après avoir passé quelques années à Los Angeles, le Dr Jordan Cavanaugh revient à Boston, sa ville natale pour reprendre son ancien job au département de médecine légale de la police. Obstinée et forte tête, Jordan suit son intuition et mène sa propre enquête pour démontrer sa théorie..."
"7","7","En quête de justice","Just Cause","http://fr.web.img3.acsta.net/medias/nmedia/18/35/63/67/18415261.jpg","Libérée après 5 années de prison pour escroquerie (elle fut condamnée à la place de son époux corrompu), Alex tente de reprendre goût à la vie. Victime du système, elle a appris le droit durant son incarcération et travaille..."
"8","8","Farscape","Farscape","http://fr.web.img5.acsta.net/medias/nmedia/18/35/63/68/18415262.jpg","John Crichton est astronaute. Le jour où il part dans l'espace pour vérifier l'une de ses théories, son module est aspiré par un vortex et il se retrouve projeté dans une zone inconnue de l'univers où personne n'a jamais entendu parler ni de la terre ni des humains.
Il est recueilli par un Léviathan..."
"9","9","Queer as Folk (US)","Queer as Folk (US)","http://fr.web.img5.acsta.net/medias/nmedia/18/72/46/12/19653101.jpg","Sexe, amitié, amour, maladie, droits des homosexuels, carrière... Cinq amis homosexuels, Brian, Michael, Justin, Emmett et Ted, traversent les épreuves de la vie chacun à leur manière.Basée sur la série anglaise du même nom"
"10","10","Mutant X","Mutant X","http://fr.web.img2.acsta.net/medias/nmedia/18/74/18/55/19242630.jpg","Un groupe de mutants aux pouvoirs les plus divers s'allie dans le but de secourir les personnes qui, comme eux, ont subi des manipulations génétiques."
"11","11","Buffy contre les vampires","Buffy, the Vampire Slayer","http://fr.web.img2.acsta.net/medias/nmedia/18/35/63/71/18415265.jpg","Buffy Summers aspire à une vie simple et épanouie auprès de sa famille et de ses amis. Mais les démons qui rôdent à Sunnydale lui rappellent sans cesse qu'elle doit faire face à ses responsabilités de Tueuse."
"12","12","Touche pas à mes filles","8 Simple Rules","http://fr.web.img5.acsta.net/medias/nmedia/18/35/63/72/18424300.jpg","Comédie adaptée d'un best-seller. Deux jeunes adolescentes causent bien des soucis à leurs parents.Notes : Lors de sa 1ère saison, la série s'intitulait en VO 8 Simple Rules for Dating my Teenage Daughter"
"13","13","Dinotopia","Dinotopia","http://fr.web.img6.acsta.net/medias/nmedia/18/35/63/73/18415267.jpg","Naufragés, Karl et David échouent sur la terre inconnue de Dinotopia. Un monde où les humains co-habitent avec des dinosaures qui parlent. Une civilisation étrange et des rencontres étonnantes les attendent..."
"14","14","Less Than Perfect","Less Than Perfect","http://fr.web.img2.acsta.net/medias/nmedia/18/89/28/15/20035572.jpg","Dans les coulisses d'un journal télévisé, une assistante obtient le poste du présentateur."
"15","15","Life with Bonnie","Life with Bonnie","http://fr.web.img4.acsta.net/medias/nmedia/18/35/63/75/18415269.jpg","L'histoire d'une femme animatrice d'une émission à succès dans une télé locale. Sa célébrité lui pose des problèmes familiaux."
"16","16","MDs","MDs","http://fr.web.img3.acsta.net/medias/nmedia/18/35/63/76/18415270.jpg",NULL
"17","17","Push Nevada","Push Nevada","http://fr.web.img5.acsta.net/medias/nmedia/18/35/63/77/18415271.jpg","Dans une petite ville du Nevada du nom de Push, le casino vient d'être cambriolé. Pour élucider l'affaire et retrouver le million de dollars qui s'est envolé, l'agent Jim Prufrock est chargé de l'enquête. Bizarrement, l'accueil que lui réservent les habitants est assez peu cordial..."
"18","18","That was Then","That was Then","http://fr.web.img1.acsta.net/medias/nmedia/18/35/63/78/18415272.jpg","Travis a 30 ans, vit avec ses parents et son vrai amour est marié avec son frère : une vie ratée. Il imagine que tout serait différent s'il pouvait revivre une semaine au Lycée. Son voeu réalisé, il se rend compte que l'avenir pourrait être pire."
"19","19","Fastlane","Fastlane","http://fr.web.img1.acsta.net/medias/nmedia/18/83/13/87/19667405.jpg","Sous les ordres du capitaine Billie Chambers, Van et Deaq traquent les caïds et les gros pontes du milieu de la drogue et du crime de Los Angeles."
"20","20","Girls Club","Girls Club","http://fr.web.img2.acsta.net/medias/nmedia/18/83/13/55/19667210.jpg","Avocates dans le même cabinet, Sarah, Lynne et Jeannie partagent également le même appartement et l'ambition de réussir leur carrière professionnelle."
"21","21","Firefly","Firefly","http://fr.web.img2.acsta.net/medias/nmedia/18/93/01/21/20230877.jpg","Après une guerre civile qui a permis à l'Union des Planètes de dominer l'espace, le capitaine Malcolm Reynolds et son équipage s'efforcent de survivre à bord du vaisseau Serenity en effectuant diverses missions (transport de marchandises ou une mission de sauvetage...) sans trop se soucier de la légalité..."
"22","22","John Doe","John Doe","http://fr.web.img6.acsta.net/medias/nmedia/18/35/63/82/18415276.jpg","Il ne sait pas qui il est, mais il sait tout sur tout. Doté d'un étrange tatouage et d'une vision en noir et blanc, John Doe (nom utilisé pour les personnes inconnues aux Etats-Unis) est en quête de son identité. En possession d'un savoir immense, il en profite pour apporter son aide aux autres quand..."
"23","23","Bram and Alice","Bram and Alice","http://fr.web.img2.acsta.net/medias/nmedia/18/35/63/83/18415277.jpg",NULL
"24","24","Les Experts : Miami","CSI: Miami","http://fr.web.img3.acsta.net/medias/nmedia/18/79/33/27/19668078.jpg","Une unité de la police scientifique de Miami enquête sur les crimes les plus divers en ayant recours aux technologies modernes..."
"25","25","Le Justicier de l'ombre","Hack","http://fr.web.img6.acsta.net/medias/nmedia/18/35/63/85/18415279.jpg","Viré de la police après avoir détourné de l'argent et rejeté par sa famille, Mike Olshanshy a refait sa vie. Désormais chauffeur de taxi à Philadelphie, il vient en aide à ses clients... aussi bien pour des problèmes personnels que judiciaires."
"26","26","Hôpital San Francisco","Presidio Med","http://fr.web.img5.acsta.net/medias/nmedia/18/35/63/86/18415280.jpg","A une époque où le monde de la médecine devient plus impersonnel, une équipe de médecins d'un hôpital de San Francisco n'hésite pas - en dépit de convictions personnelles et spécialités médicales parfois en opposition - &agrave..."
"27","27","Los Angeles : Division homicide","Robbery Homicide Division","http://fr.web.img2.acsta.net/pictures/15/01/22/16/00/322609.jpg","Au sein d'une brigade de Los Angeles spécialisée dans les crimes les plus odieux, le lieutenant Sam Cole et son équipe font preuve de discernement pour résoudre les affaires les plus complexes."
"28","28","Une famille presque parfaite","Still Standing","http://fr.web.img4.acsta.net/medias/nmedia/18/35/63/88/18432413.jpg","Judy et Bill se sont connus au lycée dans les années 70, à une époque où la liberté et l'ouverture d'esprit prévalaient. Devenus parents, ils ont choisi une éducation anti-conformiste pour leurs enfants. Mais l'adolescence est un âge difficile..."
"29","29","FBI : portés disparus","Without a Trace","http://fr.web.img3.acsta.net/medias/nmedia/18/35/63/89/18807651.jpg","Une brigade du FBI s'efforce de réunir témoignages et indices pour retrouver les personnes disparues. Le temps leur est compté car chaque heure qui passe réduit les chances de retrouver la victime."
"30","30","Sur écoute","The Wire","http://fr.web.img2.acsta.net/medias/nmedia/18/82/01/05/20042801.jpg","Quand la police s'efforce de démanteler un réseau tentaculaire de trafic de drogue et du crime à Baltimore."
"31","31","Crime & Punishment","Crime & Punishment","http://fr.web.img6.acsta.net/medias/nmedia/18/35/63/91/18415285.jpg",NULL
"32","32","Mes plus belles années","American Dreams","http://fr.web.img2.acsta.net/medias/nmedia/18/35/63/92/18415286.jpg","Retour à Philadelphie, dans l'Amérique des années 60 à travers la famille Pryor. Parents de quatre enfants, Jack et Helen voient leurs aînés se rebeller. JJ refuse d'accomplir le rêve de son père en devenant champion de football, quant à Meg, elle s'inscrit avec son amie Roxanne, contre l'avis de ses..."
"33","33","Boomtown","Boomtown","http://fr.web.img4.acsta.net/medias/nmedia/18/35/63/93/18415287.jpg","Les enquêtes criminelles dévoilées à travers les différents point de vue des policiers, de l'assistant du procureur, de la secouriste des urgences et d'une journaliste."
"34","34","Good Morning Miami","Good Morning Miami","http://fr.web.img3.acsta.net/medias/nmedia/18/35/63/94/18424492.jpg",NULL
"35","35","Pour le meilleur et pour le pire","Hidden Hills","http://fr.web.img2.acsta.net/medias/nmedia/18/35/63/95/18415289.jpg","La vie mouvementée de deux couples dans une banlieue tranquille."
"36","36","In-Laws","In-Laws","http://fr.web.img1.acsta.net/medias/nmedia/18/35/63/96/18415290.jpg",NULL
"37","37","Body and Soul","Body and Soul","http://fr.web.img3.acsta.net/medias/nmedia/18/35/63/97/18415291.jpg",NULL
"38","38","Sue Thomas, l'oeil du FBI","Sue Thomas: F.B. Eye","http://fr.web.img6.acsta.net/medias/nmedia/18/35/63/98/18425052.jpg","Sue Thomas quitte sa famille et son Middle West natal pour réaliser un rêve : entrer au FBI. Sa particularité : la jeune femme a perdu l'ouïe très jeune. Doté d'un caractère de battante, elle ne se sépare pas de Levi, son fidèle chien qui remplace ses oreilles..."
"39","39","Half et Half","Half & Half","http://fr.web.img1.acsta.net/medias/nmedia/18/35/63/99/18415293.jpg","Mona et Dee-Dee n'ont apparemment qu'une chose en commun : leur père ! Après avoir grandi loin l'une de l'autre, elles vont vivre dans le même immeuble à San Francisco et découvrir un lien fraternel nouveau, unique et fort."
"40","40","Haunted","Haunted","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/00/18415294.jpg","Ancien flic devenu détective privé suite à la disparition de son fils, Frank Taylor voit sa vie basculer lorsqu'il devient hanté. Capable désormais de recevoir des messages des esprits voulant l'aider à résoudre ses affaires, un monde nouveau s'ouvre à lui."
"41","41","La 13ème dimension","The Twilight Zone (2002)","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/01/18424657.jpg","Série de courtes histoires fantastiques indépendantes dans lesquelles les personnages sont confrontés à une situation surnaturelle.Note : remake de La quatrième dimension (1959-1964). Les épisodes présentent généralement deux histoires et permettent d'y croiser des acteurs familiers."
"42","42","Les Anges de la nuit","Birds of Prey","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/02/18415296.jpg","Fille de Batman et Catwoman, Helena Kyle combat le crime à Gotham City avec l'aide d'Oracle, ancienne Batgirl paralysée, et Dinah, qui a des pouvoirs de medium. A trois, elles font face au danger qui rôde sur la ville."
"43","43","Do Over","Do Over","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/03/18415297.jpg","Suite à un accident un peu étrange qui le propulse en 1981, Joel Larsen se voit offrir une chance de changer sa vie, en la recommençant à l'âge de quatorze ans."
"44","44","Everwood","Everwood","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/04/18415298.jpg","Après la mort de son épouse, le Dr Brown, neurochirurgien renommé, s'installe dans la petite ville d'Everwood (Colorado) pour y mener une vie plus simple et se rapprocher de ses deux enfants. Mais ce nouveau style de vie ne convient pas à tout le monde..."
"45","45","Family Affair (2002)","Family Affair (2002)","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/05/18415299.jpg","Bill Davis voit sa vie de célibataire endurci bouleversée lorsqu'à la mort de son frère, il doit prendre en charge ses neveu et nièces devenus orphelins. Pour l'aider dans ses nouvelles responsabilités, il compte sur Mr French, son majordome.Note : remake de la sitcom Cher Oncle Bill."
"46","46","Greetings From Tucson","Greetings From Tucson","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/06/18415300.jpg","La vie de David Tiant, un adolescent issu d'une famille ethniquement mixte."
"47","47","Ce que j'aime chez toi","What I Like About You","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/07/18415301.jpg","Experte en relation publique, Valerie Tyler se voit contrainte de partager son appartement avec sa jeune soeur lorsque leur père part travailler au Japon. La fraîcheur et l'insouciance de Holly s'opposent au sérieux de Valerie."
"48","48","7 à la maison","7th Heaven","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/08/18424299.jpg","Eric Camden, pasteur, et son épouse Annie tentent d'inculquer les valeurs traditionnelles à leur petite famille."
"49","49","Friends","Friends","http://fr.web.img2.acsta.net/medias/nmedia/18/35/63/27/18415303.jpg","Les péripéties de 6 jeunes newyorkais liés par une profonde amitié. Entre amour, travail, famille, ils partagent leurs bonheurs et leurs soucis au Central Perk, leur café favori..."
"50","50","Tout le monde aime Raymond","Everybody Loves Raymond","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/09/18415304.jpg","Raymond Barone a apparemment tout, une épouse merveilleuse, une belle famille, une maison charmante, un bon travail, et un problème : des parents désagréables et un frère jaloux qui lui pourrissent la vie..."
"51","52","Malcolm","Malcolm in the Middle","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/11/18474717.jpg","Petit génie malgré lui, Malcolm vit dans une famille hors du commun. Le jeune surdoué n'hésite pas à se servir de son intelligence pour faire les 400 coups avec ses frères. Et les parents tentent tant bien que mal de canaliser l'énergie de ces petits démons."
"52","53","Frasier","Frasier","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/12/18415307.jpg","Psychanaliste divorcé, Frasier Crane prodigue ses conseils lors d'une émission de radio dont il est l'animateur. Entre un père handicapé et un frère des plus emprunté, la vie de Frasier n'est pas de tout repos !"
"53","54","The Bernie Mac Show","The Bernie Mac Show","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/13/18415308.jpg","Un comédien voit sa vie chamboulée par l'arrivée chez lui des trois enfants de sa soeur..."
"54","55","À la Maison blanche","The West Wing","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/14/18424648.jpg","Entrez dans les coulisses de la Maison Blanche où l'équipe du Président des Etats-Unis est sur le qui-vive pour gérer les problèmes les plus divers. A l'ordre de tous les jours : intrigues, crises diplomatiques, chantages..."
"55","56","The Shield","The Shield","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/15/18430100.jpg","Pour rétablir l'ordre dans les secteurs les plus dangereux de Los Angeles, une brigade de police en arrive à mettre en oeuvre des méthodes plutôt expéditives et inhabituelles."
"56","57","The Practice","The Practice","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/16/18415311.jpg","Le cabinet d'avocats Donnell & Associés connaît des difficultés et ne peut se permettre de choisir ses clients. Et selon les affaires, il n'est pas toujours aisé de défendre son client en mettant de côté ses convictions personnelles."
"57","58","24 heures chrono","24","http://fr.web.img3.acsta.net/medias/nmedia/18/77/95/01/19611188.jpg","Responsable de la Cellule Anti-Terroriste de Los Angeles, Jack Bauer a 24 heures pour mener sa mission à bien et protéger les siens du danger qui les menacent..."
"58","59","Providence","Providence","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/17/18415313.jpg","Lassée de sa vie à Los Angeles, le Dr Sydney Hansen décide de s'installer à Providence, sa ville natale, pour être plus près de sa famille..."
"59","61","Sabrina, l'apprentie sorcière","Sabrina, the Teenage Witch","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/19/18435820.jpg","A 16 ans, Sabrina se découvre des pouvoirs de sorcière. Guidée par ses tantes, son apprentisage de la magie commence. Mais sa vie va s'en trouver bouleversée..."
"60","62","Smallville","Smallville","http://fr.web.img1.acsta.net/medias/nmedia/18/77/52/11/19670301.jpg","Dans une petite bourgade qui a connu une pluie de météorites quelques années plus tôt, le jeune Clark Kent est élevé par une famille de fermiers. Contraint de cacher ses pouvoirs exceptionnels, il va apprendre à les utiliser pour aller au secours de son prochain."
"61","63","Parents à tout prix","Grounded for Life","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/21/18415317.jpg","Devenus parents très jeunes, Sean et Claudia doivent faire face à leurs responsabilités. Mais l'envie de tout envoyer valser les démange..."
"62","64","Stargate SG-1","Stargate SG-1","http://fr.web.img3.acsta.net/medias/nmedia/18/77/28/06/19688695.jpg","Suite à la découverte de la Porte des étoiles, le colonel Jack O'Neill et son équipe partent à la découverte de mondes et civilisations inconnus..."
"63","65","Charmed","Charmed","http://fr.web.img1.acsta.net/medias/nmedia/18/72/67/82/19853907.jpg","Les trois soeurs Halliwell apprennent à se servir de leurs nouveaux pouvoirs magiques afin de lutter contre le Mal..."
"64","66","Roswell","Roswell","http://fr.web.img4.acsta.net/pictures/16/12/30/16/50/115709.jpg","A Roswell, trois extra-terrestres tentent de mener une vie discrète dans la peau de jeunes adolescents incompris. Mais les choses se compliquent lorsque Max révèle son secret à Liz..."
"65","67","Alias","Alias","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/25/18415321.jpg","Sydney Bristow travaille comme espionne pour une branche secrète de la CIA, appelée SD-6. C'est du moins ce qu'elle croit, jusqu'au jour où le chef de son unité, Arvin Sloane, fait assassiner son fiancé, après qu'elle lui a avoué sa double vie. Elle se rend alors à la vraie CIA et devient agent double..."
"66","68","Angel","Angel","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/26/18415322.jpg","Afin de se racheter pour tout le mal qu'il a pu causer au fil des siècles, Angel tente de venir en aide aux personnes en détresse..."
"67","69","Espions d'Etat","The Agency","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/27/18415323.jpg","Des agents de la CIA, bénéficiant des dernières technologies, luttent pour assurer la sécurité de la planète."
"68","70","Washington Police","The District","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/28/18415324.jpg","La vie quotidienne d'un commissariat de Washington, dirigé par un homme aux méthodes de travail peu conventionnelles."
"69","71","Boston Public","Boston Public","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/29/18415325.jpg","Entre les problèmes du corps enseignant, les dérapages des élèves et les récriminations de leurs parents, les journées de Steven Harper, proviseur du lycée public Winslow de Boston, ne sont pas de tout repos..."
"70","72","New York District / New York Police Judiciaire","Law & Order","http://fr.web.img6.acsta.net/medias/nmedia/18/68/06/82/19104376.jpg","Détectives et assistants du procureur tentent de résoudre les affaires les plus délicates. Les uns sur le terrain, les autres devant les tribunaux."
"71","73","New York Section Criminelle","Law & Order: Criminal Intent","http://fr.web.img1.acsta.net/medias/nmedia/18/77/46/26/19713012.jpg","Une équipe de la police criminelle tentent d'élucider les crimes en essayant de cerner la psychologie des meurtriers."
"72","74","New York Unité Spéciale","Law & Order: Special Victims Unit","http://fr.web.img2.acsta.net/pictures/16/08/22/12/00/394761.jpg","Une unité spéciale de la police de New York enquête sur des crimes à connotations sexuelles en prenant en charge les victimes."
"73","75","Les Soprano","The Sopranos","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/33/18415329.jpg","Chef de la mafia et père de famille, Tony Soprano confie ses angoisses au Dr Jennifer Melfi, son psychiatre."
"74","76","Monk","Monk","http://fr.web.img6.acsta.net/medias/nmedia/18/86/68/28/19854635.jpg","Les enquêtes criminelles d'un ancien policier de San Francisco tourmenté par des troubles obsessionnels compulsifs depuis la mort de son épouse. Monk sait qu'il peut compter sur sa fidèle infirmière, Sharona Fleming, pour l'aider dans certaines situations."
"75","77","Larry et son nombril","Curb Your Enthusiasm","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/35/18415331.jpg","Il a tout : une femme aimante, des amis fidèles, une belle carrière, une grande maison à Hollywood? et pourtant Larry ne peut s?empêcher de tout gâcher. Si la vie de Larry David tourne bien autour de son nombril, Larry, lui, est un grand névrosé."
"76","78","The Drew Carey Show","The Drew Carey Show","http://fr.web.img4.acsta.net/medias/nmedia/18/36/00/90/18444725.jpg","Drew Carey est cadre dans un centre commercial de Cleveland, et son entourage ne lui mène pas la vie facile..."
"77","79","Une famille du tonnerre","George Lopez","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/36/18415332.jpg","George Lopez voit sa vie radicalement changer lorsqu'il accède au poste de superviseur dans une usine de construction aéronautique. Parallèlement à ses nouvelles responsabilités, George doit aussi faire preuve de diplomatie à la maison depuis que sa mère, Benny, vit auprès de sa petite famille composée..."
"78","80","Ma Famille d'abord","My Wife and Kids","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/37/18415333.jpg","Michael Kyle est un mari aimant et un père de famille comblé. Mais il n'est pas toujours facile d'élever trois enfants. Entre un fils passionné de musique rap aux paroles plutôt agressives, une fille adolescente qui lui cause bien des soucis et la benjamine qui veut toujours avoir le dernier mot, on..."
"79","82","Les Experts","CSI: Crime Scene Investigation","http://fr.web.img4.acsta.net/medias/nmedia/18/74/38/64/19816257.jpg","Une unité scientifique de la police de Las Vegas utilise la technologie de pointe pour trouver des indices et élucider les meurtres."
"80","83","Le Protecteur","The Guardian","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/40/18415336.jpg","Avocat, Nick Fallin doit se mettre au service de la communauté en venant en aide aux enfants à la Protection de l'enfance ou risquer d'être radié quand il est arrêté pour usage de drogue. Tout en purgeant sa peine, il continue de s'occuper d'affaires lucratives au cabinet juridique de son père."
"81","84","Un Gars du Queens","The King of Queens","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/41/18415337.jpg",NULL
"82","85","JAG","JAG","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/42/18415338.jpg","Pilote de la Marine américaine, le lieutenant Harmon Rabb est rattaché au JAG (Judge Advocate General) à la suite d'un accident d'avion. Désormais avocat, il est chargé de gérer les conflits judiciaires internes à la Marine."
"83","86","Amy","Judging Amy","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/43/18415339.jpg","De retour dans sa ville natale du Connecticut après l'échec de son mariage, Amy doit faire face à ses responsabilités envers sa fille et son nouvel emploi de juge aux affaires familiales."
"84","87","Les Anges du bonheur","Touched by an Angel","http://fr.web.img6.acsta.net/medias/nmedia/18/35/78/72/18424655.jpg","Monica et Tess, deux anges envoyés sur Terre, aident les gens en proie à des difficultés."
"85","88","Oui chérie !","Yes, Dear","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/44/18415340.jpg","Deux jeunes couples et leurs points de vue divergents sur l'art d'être parents !Parents pour la 1ère fois, Greg et Kim Warner sont soucieux d'offrir la meilleure éducation à leur fils. Et tandis que Kim est déterminée à devenir la mère parfaite et..."
"86","89","Le Monde merveilleux d'Andy Richter","Andy Richter Controls the Universe","http://fr.web.img1.acsta.net/medias/nmedia/18/90/64/51/20108617.jpg","Andy Richter est rédacteur de manuels d'utilisation d'une grosse compagnie. Ce travail monotone n'est rien à côté de la vie qu'Andy se crée... En effet, il imagine sans cesse ce que sa vie pourrait être ou devrait être !"
"87","90","Arli$$","Arli$$","http://fr.web.img4.acsta.net/medias/nmedia/18/62/42/70/18641741.jpg","Michael Arliss est agent de sportifs. Dans ses mains, il tient leurs destins, mais aussi de l'argent et le pouvoir. Est-ce bien raisonnable quand on sait qu'Arliss est aussi hypocrite que manipulateur..."
"88","91","Le journal intime d'un homme marié","The Mind of the Married Man","http://fr.web.img6.acsta.net/medias/nmedia/18/36/27/64/18467979.jpg","Micky Barnes est un homme comblé. Il a tout pour être heureux: un travail intéressant, une épouse aimante et un merveilleux enfant. Mais, pour un homme marié de quarante ans, les occasions de douter sont nombreuses. Aux côtés de ses deux meilleurs amis, Doug et Jake, il évoque ses inquiétudes et ses..."
"89","92","Oz","Oz","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/45/18415341.jpg","Oz. Oswald. Pénitencier de haute sécurité. Quartier expérimental de la prison. Dans cet univers clos et étouffant se recrée une société terrifiante où dominent la haine, la violence, la peur, la mort."
"90","93","La Vie avant tout","Strong Medicine","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/46/18415342.jpg","Les aventures d'une équipe de médecins du Rittenhouse Hospital."
"91","94","Division d'élite","The Division","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/47/18415343.jpg","Les aventures d'une brigade de San Francisco composée d'officiers de police exclusivement féminins. Portraits de femmes fortes qui n'hésitent pas à affronter le danger sur le terrain en dépit des difficultés de la vie quotidienne."
"92","95","Ed","Ed","http://fr.web.img1.acsta.net/medias/nmedia/18/36/30/53/18470268.jpg","Ed, brillant avocat et mari comblé, apprend que sa femme le trompe. Il décide alors de tout quitter pour retourner dans sa ville natale. Ed y retrouve son amour de jeunesse, pour laquelle il se découvre encore des sentiments, et ouvre un bowling... cabinet de conseils juridiques."
"93","96","Urgences","ER","http://fr.web.img5.acsta.net/medias/nmedia/18/69/95/18/19081519.jpg","Le quotidien des médecins et infirmières travaillant au service des urgences d'un hôpital de Chicago."
"94","97","Voilà !","Just Shoot Me","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/49/18415345.jpg","Les tribulations du personnel du service éditorial d'un magazine sur la mode dans lequel travaille la ravissante journaliste Maya Gallo. Entre son père Jack, directeur du magazine, Dennis Finch, l'assistant de celui-ci, Elliott, le photographe, et Nina Van Horn, l'ex-mannequin vieillissant, Maya est..."
"95","98","Scrubs","Scrubs","http://fr.web.img6.acsta.net/medias/nmedia/18/77/82/72/19432441.jpg","J.D., Turk et Elliot font leur internat de médecine à l'hôpital du Sacré Coeur. Ils y découvrent que la vie n'y est pas facile et se retrouvent bien souvent dans des situations des plus loufoques."
"96","99","New York 911","Third Watch","http://fr.web.img2.acsta.net/medias/nmedia/18/35/64/51/18415347.jpg","Le quotidien de policiers, de pompiers et de secouristes dans la ville de New York, toujours prêts à intervenir et sauver leurs concitoyens."
"97","100","Will & Grace","Will & Grace","http://fr.web.img4.acsta.net/medias/nmedia/18/35/64/52/18415348.jpg","Will est un avocat gay et Grace est une décoratrice d'intérieur hétéro. Ils ont beau être les meilleurs amis du monde, cependant leur co-habitation n'est pas de tout repos."
"98","101","Doc","Doc","http://fr.web.img6.acsta.net/medias/nmedia/18/35/64/53/18415349.jpg","Le Docteur Clint Cassidy quitte son Montana pour venir exercer la médecine à New York. Son intégration sera t'elle plus difficile pour cet amoureux de la nature ou pour les habitants de la jungle new yorkaise?"
"99","102","Street Time","Street Time","http://fr.web.img5.acsta.net/medias/nmedia/18/35/64/54/18415350.jpg","La vie des officiers chargés des libertés conditionnelles et des prisonniers dont ils sont responsables."
"100","103","Jeremiah","Jeremiah","http://fr.web.img1.acsta.net/medias/nmedia/18/35/64/55/18415351.jpg","En 2006, un virus appelé la Grande Mort a causé d'énormes pertes humains. Quinze ans plus tard, Jeremiah parcourt ce monde hostile dans l'espoir de comprendre ce qui s'est passé et de bâtir un monde meilleur."
"101","105","Resurrection Blvd.","Resurrection Blvd.","http://fr.web.img3.acsta.net/medias/nmedia/18/35/64/56/18415352.jpg","Le quotidien d'une famille mexicaine dans un quartier défavorisé de Los Angeles ! Roberto Santiago, veuf, élève seul ses cinq enfants, Miguel, Carlos, Yolanda, Alex et Victoria dans le quartier difficile de Resurrection Blvd. Ensemble et toujours soudés, ils partagent..."
"102","106","Soul Food : les liens du sang","Soul Food","http://fr.web.img1.acsta.net/medias/nmedia/18/65/03/57/18823026.jpg","Alors que Mama Joe, la matriarche est décédée il y a quelques mois, la vie reprend son cours normal pour les Joseph. Ensemble, les membres de cette famille soudée devront affronter les batailles, les victoires que la vie mettra sur leur chemin."
