"SerieID","id_allocine","titre_fr","titre_vo","poster","synopsis"
"325","347","L'Équipe de rêve","Dream Team","http://fr.web.img1.acsta.net/medias/nmedia/18/35/82/77/18427695.jpg","La vie quotidienne du Harchester United Football Club, modeste club de football anglais, et de ses joueurs sur et en dehors du terrain."
"326","348","Ma Sorcière bien-aimée","Bewitched","http://fr.web.img1.acsta.net/medias/nmedia/18/35/88/84/18432866.jpg","Quand la sorcière Samantha épouse l'humain Jean-Pierre, la vie quotidienne se transforme vite en une suite d'aventures loufoques et de quiproquos magiques."
"327","349","La Vie à cinq","Party of Five","http://fr.web.img3.acsta.net/medias/nmedia/18/35/82/78/18427696.jpg","A la mort de ses parents dans un accident de voiture, Charlie Salinger se retrouve à devoir s'occuper de ses quatre frères et soeurs. Mais la vie de cinq jeunes sans adulte pour les aider n'est pas facile, et ils se rendent vite compte qu'ils doivent s'entraider et rester unis pour s'en sortir."
"328","350","Punky Brewster","Punky Brewster","http://fr.web.img5.acsta.net/medias/nmedia/18/89/68/10/20061838.jpg","Agée de seulement 7 ans, la mignonne Punky Brewster est abandonnée par sa mère avec son chien. Elle se réfugie dans un immeuble, et s'entendant si bien avec le gérant, elle décide de rester avec lui."
"329","351","Murder City","Murder City","http://fr.web.img2.acsta.net/medias/nmedia/18/36/18/73/18460040.jpg","Deux policiers aux méthodes d'investigation très différentes enquêtent sur des affaires criminelles."
"330","356","Une Nounou d'enfer","The Nanny","http://fr.web.img5.acsta.net/medias/nmedia/18/35/92/39/18435398.jpg","Le jour où Fran Fine débarque chez Maxwell Sheffield, c'est un véritable tourbillon qui emporte toute la monotonie de la maison. Ancienne représentante en cosmétiques, elle va désormais s'occuper des enfants de M. Sheffield et devenir une Nounou d'enfer !"
"331","357","Roseanne","Roseanne","http://fr.web.img3.acsta.net/medias/nmedia/18/35/79/44/18425228.jpg","Roseanne et Dan Conner sont un couple d'ouvriers, tous deux obèses. Rêvant de posséder leur propre affaire, ils doivent gérer leur vie du mieux possible en élevant leurs trois enfants, chacun ayant des problèmes différents."
"332","358","Star Trek: Deep Space Nine","Star Trek: Deep Space Nine","http://fr.web.img5.acsta.net/medias/nmedia/18/35/79/43/18425225.jpg","Affecté au commandement de la station orbitale Deep Space Nine, Jake Sisko doit s'assurer du maintient de la paix sur la planète Bajoran, tout juste sortie d'une guerre entre les Bajorans et les Cardassiens."
"333","359","Beverly Hills","Beverly Hills, 90210","http://fr.web.img3.acsta.net/medias/nmedia/18/35/79/42/18425224.jpg","Beverly Hills, Californie : un groupe de lycéens doit jongler entre amitié, amour, crises et drames, avant d'accéder à l'université puis d'entrer dans la vie adulte."
"334","360","Melrose Place","Melrose Place","http://fr.web.img6.acsta.net/medias/nmedia/18/79/58/31/20407306.jpg","Les habitants d'un petit immeuble de Melrose Place, un quartier de Los Angeles, n'ont pas la vie facile : chômage, maladie, violence et trahison font râge chez les locataires qui traversent des épreuves plus ou moins heureuses, voire dramatiques."
"335","361","Arnold et Willy","Diff'rent Strokes","http://fr.web.img5.acsta.net/medias/nmedia/18/78/33/00/19667529.jpg","Philip Drummond, riche homme d'affaires new-yorkais, vit dans un luxueux appartement avec sa fille Virginia. Lorsque sa gouvernante décède, selon sa dernière volonté, il recueille ses deux fils, Arnold et Willy, qui ont grandi dans le quartier défavorisé de Harlem..."
"336","362","Deux flics à Miami","Miami Vice","http://fr.web.img3.acsta.net/medias/nmedia/18/35/79/36/18425131.jpg","Miami, c'est d'un côté soleil, plage et fête, mais de l'autre, c'est drogue, corruption et autres trafics. Sonny et Ricardo sont deux policiers bien décidés à faire règner la justice dans cette ville."
"337","365","[MI-5]","Spooks","http://fr.web.img4.acsta.net/medias/nmedia/18/85/95/85/19814422.jpg","MI-5, aussi surnommé Five, n'est autre que le service secret britannique fondé pour protéger la sécurité nationale des menaces intérieures. Leurs missions : combattre le crime organisé, démanteler les trafics d'armes et autres réseaux terroristes..."
"338","366","7ème ciel","Mile High","http://fr.web.img6.acsta.net/medias/nmedia/18/35/79/75/18425401.jpg","La vie tumultueuse de l'équipage de la compagnie aérienne anglaise Fresh Airlines."
"339","367","K 2000","Knight Rider","http://fr.web.img6.acsta.net/medias/nmedia/18/35/82/05/18427211.jpg","Michael Knight sillonne les routes américaines au volant de Kitt, sa voiture intelligente et indestructible, pour combattre les injustices et venir en aide aux innocents."
"340","368","Clara Sheller","Clara Sheller","http://fr.web.img6.acsta.net/medias/nmedia/18/67/93/23/19005091.jpg","Clara Sheller vit avec son meilleur ami JP. Tous deux la trentaine, ils partagent les mêmes envies et peurs, et ont un rêve commun: trouver l'homme idéal."
"341","369","Sliders, les mondes parallèles","Sliders","http://fr.web.img3.acsta.net/medias/nmedia/18/35/80/98/18612838.jpg","Perdus dans les dimensions parallèles, Quinn Mallory et ses compagnons d'infortune glissent de l'une à l'autre espérant retourner chez eux un jour..."
"342","370","Hartley, coeurs à vif","Heartbreak High","http://fr.web.img3.acsta.net/medias/nmedia/18/35/82/85/18427737.jpg","Le lycée d'Hartley en Australie regroupe des étudiants de toutes origines raciales et ethniques, ce qui donne lieu à des problèmes et disputes en permanence."
"343","372","Bette","Bette","http://fr.web.img3.acsta.net/medias/nmedia/18/35/81/35/18426561.jpg","Bien que star adulée par ses fans, Bette doit faire face à la réalité de sa vie de famille et au problème... du poids des ans qui pèse sur elle ! Entre son mari, Roy, et sa fille de 13 ans, Rose, et sa vie professionnelle tumultueuse, la comédienne fait face avec le sourire..."
"344","373","Arabesque","Murder, she wrote","http://fr.web.img2.acsta.net/medias/nmedia/18/35/81/98/18427106.jpg","Ancien professeur d'anglais, Jessica Fletcher est devenue écrivain de romans policiers à succès. Mais, à ses heures perdues, elle a un passe-temps plus original : elle résout des enquêtes criminelles, aux côtés de son ami le shérif."
"345","375","Père malgré tout","Oh Grow Up","http://fr.web.img2.acsta.net/medias/nmedia/18/35/81/43/18426576.jpg","Trois hommes, proches de la quarantaine, partagent le même appartement new-yorkais. Hunter aborde la vie avec désinvolture, en multipliant les conquêtes féminines, Norris se consacre exclusivement à la peinture, tandis que Ford vient de quitter sa femme alors qu'il se rend compte qu'il est gay. Une cohabitation..."
"346","376","Les Feux de l'amour","The Young and the Restless","http://fr.web.img3.acsta.net/medias/nmedia/18/82/62/07/19693449.jpg","A Genoa City, les rivalités amoureuses et professionnelles des familles Chancellor, Newman, Abbott..."
"347","377","Amour, gloire et beauté","The Bold and the Beautiful","http://fr.web.img3.acsta.net/medias/nmedia/18/35/81/72/18426773.jpg","Dans le milieu de la mode, deux familles puissantes s'affrontent : les Spencer et les Forrester."
"348","378","Des jours et des vies","Days of our Lives","http://fr.web.img1.acsta.net/medias/nmedia/18/35/81/71/18426772.jpg","A Salem, deux familles, les Horton et les Brady, vivent paisiblement. Derrière ce calme relatif, de multiples passions couvent et des intrigues se nouent..."
"349","380","La Fête à la maison","Full House","http://fr.web.img1.acsta.net/medias/nmedia/18/35/82/75/18606122.jpg","La vie sous le toit des Tanner n'est pas de tout repos ! Ayant perdu sa femme, Danny doit élever seul ses trois filles, D.J., Stéphanie et Michelle. Pour l'aider, il fait appel à son meilleur ami Joey et à son beau-frère Jesse qui emménagent avec eux."
"350","381","Cheers","Cheers","http://fr.web.img2.acsta.net/medias/nmedia/18/62/44/70/18642973.jpg","Ancien joueur de base-ball, Sam Malone ouvre à sa retraite un bar. Les amis, des habitués viennent pour y parler de la vie, de futilités, ou de la relation que Sam entretient avec la serveuse."
"351","382","La Quatrième dimension","The Twilight Zone (1959)","http://fr.web.img5.acsta.net/medias/nmedia/18/36/20/78/18461824.jpg","La Quatrième Dimension plonge ses personnages dans des histoires fantastiques et surnaturelles, étranges et angoissantes."
"352","383","Walker, Texas Ranger","Walker, Texas Ranger","http://fr.web.img2.acsta.net/medias/nmedia/18/83/13/73/19667270.jpg","Cordell Walker est un Ranger texan qui fait régner la loi. Il a la sagesse du natif américain qui l'a élevé, et sa maîtrise des arts martiaux lui permet d'avoir le dessus dans les combats."
"353","384","L'Incroyable Hulk","The Incredible Hulk (1977)","http://fr.web.img4.acsta.net/medias/nmedia/18/35/81/94/18427094.jpg","Au cours d'une expérience, le docteur David Banner a été trop exposé aux rayons gamma. Résultat : lorsqu'il s'énerve, il devient Hulk, monstre à la peau verte et à la force décuplée !"
"354","385","FX, Effets Spéciaux","F/X: The Series","http://fr.web.img1.acsta.net/medias/nmedia/18/36/32/25/18472733.jpg","Ancien cascadeur et expert en effets spéciaux, Rollie Tyler aide son ami Leo McCarthy de la police de New York à lutter contre le grand banditisme..."
"355","386","Three's a crowd","Three's a crowd","http://fr.web.img2.acsta.net/medias/nmedia/18/82/89/69/19669116.jpg","Après avoir refusé la demande en mariage de Jack, Vicky décide tout de même d'emménager avec lui, dans un appartement situé juste au-dessus de son restaurant. Mais cette vie paisible se complique lorsque le père de Vicky, Mr Bradford, en devient le patron, ce qui lui donne un prétexte pour s'inviter..."
"356","387","Three's Company","Three's Company","http://fr.web.img1.acsta.net/medias/nmedia/18/35/81/87/18427080.jpg","Chrissy, Janet et Jack partagent le même appartement. Le quotidien est loin d'être de tout repos..."
"357","388","Un flic à tout faire","Hooperman","http://fr.web.img2.acsta.net/medias/nmedia/18/35/81/86/18427079.jpg","Harry Hooperman est détective au sein de la Police de San Francisco. Mais, à la suite d'un héritage, il devient aussi le gérant d'un immeuble et le propriétaire d'un chien."
"358","390","Au-delà du réel, l'aventure continue","The Outer Limits","http://fr.web.img3.acsta.net/medias/nmedia/18/35/87/07/18431872.jpg","Explorez les possibilités de l'humanité, sans limite d'espace et de temps et partez à la rencontre de phénomènes plus insolites les uns que les autres!"
"359","391","MacGyver","MacGyver","http://fr.web.img1.acsta.net/medias/nmedia/18/35/81/99/18427113.jpg","Travaillant pour la Fondation Phoenix, MacGyver est appelé à l'aide dès qu'une situation périlleuse l'exige. Adepte de la non-violence, il n'utilise que son intelligence, sa malice et son couteau suisse pour venir à bout de complots, attentats et autres sinistres projets."
"360","392","21 Jump Street","21 Jump Street","http://fr.web.img5.acsta.net/medias/nmedia/18/35/82/01/18652685.jpg","De jeunes policiers forment une unité spéciale chargée d'infiltrer les lycées afin d'y faire régner la justice..."
"361","393","Côte ouest","Knots landing","http://fr.web.img3.acsta.net/medias/nmedia/18/35/82/03/18427144.jpg","Après 17 ans de séparation, Gary Ewing et son ex-femme Valene ont décidé de reprendre la vie commune. Ils partent se fixer loin de Dallas dans une résidence proche de la mer à Knots Landing, en Californie. A peine installés dans leur nouvelle demeure, ils font la connaissance de leurs voisins, les Fairgate..."
"362","396","Madigan de père en fils","Madigan Men","http://fr.web.img3.acsta.net/medias/nmedia/18/36/00/49/18444261.jpg","Benjamin Madigan, la quarantaine élégante, est à nouveau célibataire. Mais ne sachant plus séduire les femmes, il vient prendre conseil auprès de son fils de 17 ans...et de son père."
"363","401","Code Lisa","Weird science","http://fr.web.img2.acsta.net/medias/nmedia/18/35/83/07/18427900.jpg","Gary et Wyatt sont deux lycéens terriblement complexés. Ne réussissant pas à approcher la moindre fille, ils décident de créer par ordinateur la femme idéale : Lisa.
Note : la série est une adaptation du film Une créature de rêve datant de 1985."
"364","404","L'Homme qui tombe à pic","The Fall Guy","http://fr.web.img6.acsta.net/medias/nmedia/18/36/31/65/18471352.jpg","Cascadeur à Hollywood, Colt Seavers profite de ses talents pour arrondir ses fins de mois en étant chasseur de prime. Aidé de son célèbre pickup, de son cousin Howard et de la belle Jody, il a souvent pour mission de traquer des fugitifs pour les confronter à la justice..."
"365","406","Hex : la malédiction","Hex","http://fr.web.img1.acsta.net/medias/nmedia/18/35/82/04/18427198.jpg","Élève au lycée privé de Medenham Hall, Cassie Hughes n'est pas une lycéenne comme les autres. Victime d'une terrible malédiction, elle se découvre dotée de pouvoirs étranges..."
"366","410","La Croisière s'amuse","The Love Boat","http://fr.web.img4.acsta.net/medias/nmedia/18/35/86/67/18431388.jpg","Le capitaine Stubing et son équipage, le barman Isaac, le docteur Adam, la directrice de croisière Julie et Gopher, accueillent chaque semaine sur leur paquebot, le Pacific Princess, des passagers pour une croisière exceptionnelle."
"367","411","Tonnerre mécanique","Street Hawk","http://fr.web.img5.acsta.net/medias/nmedia/18/35/84/58/18428901.jpg","Jesse Mach, motard au sein de la police, est blessé au cours d'une opération. Recruté par les services secrets américains, il pilote le Tonnerre Mécanique, moto révolutionnaire équipée d'armes perfectionnées et capable de dépasser les 500 km/h."
"368","412","De la Terre à la lune","From the Earth to the Moon","http://fr.web.img5.acsta.net/medias/nmedia/18/67/01/73/18968187.jpg","L'Histoire de la conquête spatiale américaine, à travers le programme Apollo."
"369","413","Clair de lune","Moonlighting","http://fr.web.img4.acsta.net/medias/nmedia/18/35/86/97/18431781.jpg","Le shampooing Clair de Lune a fait la richesse et la renommée de Maddie Hayes. A la suite des malversations de son homme de confiance, elle est amenée à gérer elle-même ses affaires. A la tête désormais du cabinet de détective Clair de Lune, elle va faire équipe avec David Addison Jr, un..."
"370","414","Rick Hunter","Hunter","http://fr.web.img3.acsta.net/medias/nmedia/18/88/89/10/20014038.jpg","Aux côtés de sa coéquipière Dee Dee McCall, l'inspecteur Rick Hunter utilise ses méthodes de choc pour faire régner l'ordre et la justice et pour mettre les criminels sous les verrous."
"371","415","Docteur Quinn, femme médecin","Dr Quinn, medicine woman","http://fr.web.img5.acsta.net/medias/nmedia/18/62/45/26/18643379.jpg","A Colorado Springs, au 19ème siècle, l'arrivée d'une femme médecin va changer la vie des habitants de cette petite bourgade traditionnelle."
"372","416","Sheena","Sheena","http://fr.web.img1.acsta.net/medias/nmedia/18/35/82/62/18427602.jpg","Orpheline, Sheena est élevée au fin fond de l'Afrique par la dernière survivante de la tribu Kaya qui lui transmet le don de se métamorphoser en animal. Désormais adulte, cette héroïne des temps modernes s'emploie à préserver une civilisation passée des agissements du monde moderne."
"373","417","Grosse Pointe","Grosse Pointe","http://fr.web.img6.acsta.net/medias/nmedia/18/35/82/92/18427781.jpg","Sur le tournage de Grosse Pointe, l'envers du décor est plus mouvementé que le scénario de la série. Les coulisses de cette série pour les jeunes révèle les rivalités entre les acteurs, ainsi que les caprices des vedettes et les moyens employés par la production pour booster l'audience ou éviter les..."
"374","418","Les Sentinelles de l'air","Thunderbirds","http://fr.web.img4.acsta.net/medias/nmedia/18/95/48/21/20407458.jpg","En 2026, Jeff Tracy, ingénieur et ancien astronaute, décide de consacrer sa vie à la défense et à la sauvegarde de l'humanité. Aidé de ses enfants et de Lady Penelope, il met en place, sur une île de Pacifique, une base secrète et ultra-moderne d'où décollent de fantastiques vaisseaux : les Thunderbirds..."
"375","419","Mon Comeback","The Comeback","http://fr.web.img5.acsta.net/medias/nmedia/18/35/83/06/18427898.jpg","Ex-star de sitcom déchue, Valerie Cherish essaie par tous les moyens de renouer avec le succès. Devenue la vedette d'une émission de télé réalité intitulée The Comeback, elle est suivie lors de tous ces déplacements par des caméras. Le public peut donc suivre les péripéties de la comédienne."
"376","420","Batman (1966)","Batman (1966)","http://fr.web.img5.acsta.net/medias/nmedia/18/62/45/27/18643381.jpg","Riche et puissant, Bruce Wayne enfile son costume et devient Batman, justicier de Gotham City. Aidé par le fidèle Robin, il aide la police à traquer les criminels et à défendre les innocents."
"377","422","Lizzie McGuire","Lizzie McGuire","http://fr.web.img6.acsta.net/medias/nmedia/18/35/83/19/18428102.jpg","Lizzie McGuire doit faire face à tous les problèmes que rencontrent les jeunes filles de son âge : le collège, les parents, les garçons, son petit frère, etc."
"378","423","Mon super héros","My Hero","http://fr.web.img2.acsta.net/medias/nmedia/18/35/83/25/18428125.jpg","Le jour, George Sunday est gérant d'une boutique spécialisée dans les produits diététiques. La nuit, il est Thermoman, super héros en charge de la protection de la veuve et de l'orphelin.
La vie de Georges semble toute tracée jusqu'au jour où il rencontre Janet, dont il tombe amoureux."
"379","424","Les Piégeurs","Thief takers","http://fr.web.img2.acsta.net/medias/nmedia/18/35/83/61/18428329.jpg","La vie et les aventures des membres d'une brigade de choc spécialisée dans l'arrestation de cambrioleurs et autres braqueurs coupable de hold-up. Dotées des meilleures armes et d'équipements à la pointe de la technologie, cette équipe composée d'agents d'élite traque les malfaiteurs de Londres."
"380","425","Navarro","Navarro","http://fr.web.img4.acsta.net/medias/nmedia/18/35/83/64/18428412.jpg","Navarro est un commissaire incorruptible et tenace, une figure modèle de la justice. Entouré de ses mulets (ses adjoints), il fait régner l'ordre et l'autorité. Mais Navarro est aussi un père aimant et affectueux, élevant seul sa fille Yolande, et un ami fidèle."
"381","426","Earl","My Name is Earl","http://fr.web.img1.acsta.net/medias/nmedia/18/35/83/66/18428413.jpg","Earl, un escroc à la petite semaine, gagne au loto. A partir de ce jour, il décide de racheter toutes les fautes qu'il a commises dans sa vie, une par une..."
"382","427","DOS : Division des Opérations Spéciales","E-Ring","http://fr.web.img3.acsta.net/medias/nmedia/18/35/83/67/18428414.jpg","La Division des Opérations Spéciales agit au sein du Département Américain de la Défense. Là où chaque décision peut amener la paix ou la guerre. Là où règne une tension maximale de tous les instants. Là où travaillent jour après jour des milliers de femmes et d'hommes."
"383","428","Surface","Surface","http://fr.web.img5.acsta.net/medias/nmedia/18/35/83/68/18428415.jpg","Qu'ont en commun des officiers de la marine, une famille de San Diego, l'Institut Océanographique de Monterey et des pêcheurs dans le Golfe du Mexique ? Leur découverte : une nouvelle forme de vie sous-marine, mystérieuse et à première vue amicale. Mais, cette rencontre du Troisième Type est-elle si..."
"384","429","Inconceivable","Inconceivable","http://fr.web.img1.acsta.net/medias/nmedia/18/35/83/69/18428416.jpg","Dans une clinique spécialisée dans la fécondation assistée, tous les employés, des médecins jusqu'aux infirmières, sont confrontés aux mêmes doutes intérieurs : la science peut-elle surpasser la Nature, les médecins peuvent-ils égaler Dieu ?
Mais loin de ces considérations profondes, ils sont pour les..."
"385","430","State of Play - Jeux de pouvoir","State of Play","http://fr.web.img3.acsta.net/medias/nmedia/18/35/83/82/18428471.jpg","Au sein du New Labour, le Parti Travailliste du Premier Ministre anglais Tony Blair, les corruptions se font jour."
"386","431","Freddie","Freddie","http://fr.web.img4.acsta.net/medias/nmedia/18/35/83/83/18428549.jpg","Après s'être difficilement détaché d'une famille très possessive, Freddie, un jeune portoricain, doit retourner à la maison, et retrouver toutes les femmes de sa vie..."
"387","432","Hot Properties","Hot Properties","http://fr.web.img5.acsta.net/medias/nmedia/18/35/83/87/18428555.jpg","Quatre femmes gèrent un cabinet immobilier à New York."
"388","433","Commander in Chief","Commander in Chief","http://fr.web.img2.acsta.net/medias/nmedia/18/35/83/93/18460874.jpg","Mackenzie Allen a un emploi du temps déjà bien chargé avec ses trois enfants et son mari. Mais ce n'est rien à côté de son futur job : Présidente des Etats-Unis ! Bientôt première femme à occuper le bureau ovale de la Maison Blanche, elle est confrontée à l'opposition de l'actuel Président, mourant,..."
"389","434","Invasion","Invasion","http://fr.web.img2.acsta.net/medias/nmedia/18/35/84/00/18428572.jpg","Alors qu'un ouragan dévastateur isole une petite ville de Floride, le Ranger Russell Poole prend les choses en main pour sauver les habitants et sa famille. En pleine tempête, sa jeune fille est la seule à apercevoir les étranges lumières au-dessus d'une eau anormalement calme..."
"390","435","Night Stalker : le guetteur","Night Stalker","http://fr.web.img5.acsta.net/medias/nmedia/18/35/84/09/18428581.jpg","Le journaliste Carl Kolchak a perdu sa femme, tuée dans d'étranges conditions. Principal suspect du FBI, il décide de mener son enquête, et s'intéresse à d'autre crimes qui semblent avoir des causes surnaturelles. Le puzzle qu'il essaye de rassembler ne cesse de changer. Par qui ou par quoi ces crimes..."
"391","436","Bonanza","Bonanza","http://fr.web.img2.acsta.net/medias/nmedia/18/62/45/28/18643383.jpg","Dans les années 1860, la famille Cartwright possède un ranch très important, le Ponderosa. La Guerre Civile fait rage, et la vie n'est pas facile pour Ben et ses trois fils..."
"392","438","Just Legal","Just Legal","http://fr.web.img6.acsta.net/medias/nmedia/18/35/84/13/18428596.jpg","Brillant assistant juridique, David Skip Ross rêve de devenir un avocat prestigieux, mais peine à intégrer un grand cabinet du fait de son jeune âge. C'est alors que sa route croise celle de Grant H. Cooper, avocat cynique et désabusé, ayant autrefois connu son heure de gloire avant de tomber..."
"393","439","Related","Related","http://fr.web.img5.acsta.net/medias/nmedia/18/35/84/15/18428599.jpg","Ginnie, Anne, Marjee et Rose sont les quatre charmantes et inséparables soeurs Sorelli. Depuis le décès de leur mère alors qu'elles étaient toutes jeunes, elles ont appris à se serrer les coudes. Aujourd'hui adultes, elles continuent de tout partager, aussi bien leurs joies et leurs peines de coeur que..."
"394","440","Supernatural","Supernatural","http://fr.web.img2.acsta.net/pictures/198/176/19817606_20130928183928839.jpg","Deux frères parcourent les Etats-Unis pour traquer les forces du Mal. Ils espèrent par la même occasion mettre la main sur le démon responsable de la mort de leur mère, vingt ans plus tôt."
"395","441","Twins","Twins","http://fr.web.img4.acsta.net/medias/nmedia/18/35/84/19/18428606.jpg","Mitchee et Farrah sont jumelles, mais elles ne peuvent pas être plus différentes. L'une est une femme d'affaires avisées tandis que l'autre fait carrière en tant que modèle pour de la lingerie."
"396","442","Angela, 15 ans","My So-Called Life","http://fr.web.img6.acsta.net/medias/nmedia/18/83/13/46/19667193.jpg","A 15 ans, Angela vit ce que tous les adolescents ont vécu : les premiers émois amoureux, la révolte contre ses parents, les relations intenses avec ses amis... en un mot, le difficile passage à l'âge adulte."
"397","443","Esprits criminels","Criminal Minds","http://fr.web.img1.acsta.net/pictures/16/12/12/14/56/012931.jpg","L'équipe des profilers étudie les comportements et les esprits torturés des criminels les plus dangereux du pays, afin d'anticiper les crimes d'un éventuel tueur. Chaque membre de cette unité d'élite a sa personnalité, son histoire mais aussi sa spécialité."
"398","444","Close to Home : Juste cause","Close to Home","http://fr.web.img4.acsta.net/medias/nmedia/18/89/45/48/20048760.jpg","Annabelle Chase est une jeune et coriace procureur. De retour aux affaires après avoir donné naissance à son premier enfant, elle est plus déterminée que jamais à faire régner l'ordre et la justice dans sa région."
"399","445","Ghost Whisperer","Ghost Whisperer","http://fr.web.img4.acsta.net/medias/nmedia/18/88/90/76/20015010.jpg","Melinda Gordon a un don : elle peut communiquer avec l'esprit des morts. Elle a désormais aussi une mission : relayer les messages des disparus afin de soulager, voire de sauver, les vivants et permettre ainsi aux esprits libérés de passer de l'autre côté..."
"400","447","Out of Practice","Out of Practice","http://fr.web.img6.acsta.net/medias/nmedia/18/35/84/29/18450765.jpg","Ben est médecin dans une famille de médecins. Ayant suivi des études mineures, il n'a jamais été considéré à sa juste valeur. Mais des évènements récents pourraient remettre en cause cette injustice."
"401","448","Threshold : premier contact","Threshold","http://fr.web.img6.acsta.net/medias/nmedia/18/35/84/30/18449150.jpg","Une menace extra-terrestre plane sur la Terre. Le plan Threshold institué par le Dr Caffrey est alors activé ! L'armée américaine recrute une équipe d'experts pour analyser le phénomène et évaluer l'éventuel risque encouru dès lors par la race humaine. Sous la responsabilité de Baylock, le Dr Molly Anne..."
"402","449","Alex Rose","Courting Alex","http://fr.web.img1.acsta.net/medias/nmedia/18/36/27/69/18467993.jpg","Séduisante avocate vouée à une carrière prometteuse, Alex Rose travaille pour le Cabinet de son père. Son père aimerait bien la voir se caser avec l'un de ses associés, mais Alex ne l'entend pas ainsi. D'autant plus qu'elle vient de faire une rencontre qui risque bien de bouleverser sa vie..."
"403","450","The Unit : Commando d'élite","The Unit","http://fr.web.img3.acsta.net/medias/nmedia/18/67/20/69/18973462.jpg","Jonas Blane dirige un contingent spécial de l'armée chargé de missions ultra-secrètes et délicates. L'existence même de ces hommes d'élite est un des secrets les mieux gardés. Leurs épouses, elles aussi contraintes de vivre dans l'ombre, doivent également donner l'apparence d'une vie de famille normale..."
"404","451","Prison Break","Prison Break","http://fr.web.img5.acsta.net/pictures/17/05/22/16/49/588696.jpg","Persuadé de l'innocence de son frère Lincoln mais à court de solutions, Michael Scofield décide de se faire incarcérer à son tour dans le pénitencier d'état de Fox River pour organiser leur évasion..."
"405","452","Bones","Bones","http://fr.web.img4.acsta.net/medias/nmedia/18/77/31/37/19499566.jpg","Temperance Brennan est une anthropologue hautement qualifiée qui travaille à l'Institut Jeffersonian. En examinant les squelettes de personnes décédées, elle est capable d'en reconstituer la vie et les circonstances de la mort."
"406","453","Head Cases","Head Cases","http://fr.web.img4.acsta.net/medias/nmedia/18/35/84/35/18428794.jpg","Jason Payne est un brillant avocat au sein d'un des plus grands cabinets de Los Angeles. Mais le jour où sa femme le met à la porte, sa vie bascule et Jason sombre vite en dépression nerveuse. Après trois mois dans une maison de repos, il se retrouve sans travail, sans toit, sans rien...  Sa rencontre..."
"407","454","Kitchen Confidential","Kitchen Confidential","http://fr.web.img1.acsta.net/medias/nmedia/18/35/84/36/18447285.jpg","Les coulisses de la Haute Gastronomie. Jack Bourdain a connu la gloire jeune, lorsqu'il fut célébré pour ses talents culinaires. Mais la renommée l'a vite consumé. Après des années de galère dans un restaurant bas de gamme, on lui offre à nouveau la possibilité de diriger les cuisines d'un grand restaurant..."
"408","455","Réunion : destins brisés","Reunion","http://fr.web.img1.acsta.net/medias/nmedia/18/35/84/37/18447158.jpg","En 1986, ils étaient les meilleurs des amis. 20 ans plus tard, la nuit de leurs retrouvailles de lycée, l'un d'eux a été tué. Voici l'histoire de six amis pendant 20 ans. Chaque épisode est une nouvelle année. Et chaque année nous amène un peu plus proche de la vérité."
"409","456","Killer Instinct","Killer Instinct","http://fr.web.img1.acsta.net/medias/nmedia/18/35/84/38/18453127.jpg","L'inspecteur Graham Dale s'occupe des cas les plus sordides au département criminel de la police de San Francisco. Agent aux méthodes musclées, il est hanté par la mort de Meg, son ancienne partenaire. Sa remplaçante, l'inspecteur Danielle Carter, est une femme tenace et engagée."
"410","457","La Guerre à la maison","The War at Home","http://fr.web.img1.acsta.net/medias/nmedia/18/35/84/41/18447229.jpg","Dave et Vicky ont une jeunesse libre et sans contraintes. Leurs parents étant adeptes de la permissivité la plus totale, ils ont tout expérimenté sans craindre la moindre punition. Quelques années plus tard, ils sont parents d'adolescents qui vont à leur tour aborder les expériences qui forment la jeunesse..."
"411","459","Love, Inc.","Love, Inc.","http://fr.web.img4.acsta.net/medias/nmedia/18/35/84/42/18453147.jpg","Denise Johnson est consultante en relations amoureuses. Fière d'aider les gens à rencontrer l'âme soeur, ce qu'elle réussit avec succès, elle ne parvient toujours pas à trouver la sienne..."
"412","460","Sex, Love & Secrets","Sex, Love & Secrets","http://fr.web.img3.acsta.net/medias/nmedia/18/35/84/47/18428808.jpg","Dans le petit quartier de Silver Lake à Los Angeles, un groupe de jeunes adultes approchant la trentaine vivent comme une famille très unie. Ils partagent tout, mais pour se protéger les uns les autres, ils doivent pourtant garder des secrets, ce qui n'est jamais sans conséquence !"
"413","461","South Beach","South Beach","http://fr.web.img2.acsta.net/medias/nmedia/18/35/84/52/18467655.jpg","Vince et Matt, deux amis de longue date, abandonnent leur Brooklyn natal pour l'univers beaucoup plus glamour et ensoleillé de South Beach en Floride. Matt reste cependant préoccupé par son ancienne petite amie Arielle. Tandis que Vincent découvre les dessous de Miami..."
"414","462","Supercopter","Airwolf","http://fr.web.img6.acsta.net/medias/nmedia/18/35/84/57/18428891.jpg","A bord de son super-hélicoptère, puissamment armé et à la rapidité sans égal, Stringfellow Hawke apporte son aide chaque fois qu'il le peut. Profondément marqué par la guerre du Vietnam, il a pour compagnon d'armes l'expérimenté Dominic Santini qui l'assiste dans toutes les missions."
"415","463","Notre belle famille","Step by Step","http://fr.web.img2.acsta.net/medias/nmedia/18/85/90/93/19811858.jpg","Frank Lambert et Carol Foster se marient sur un coup de tête, alors qu'ils sont déjà parents de trois enfants chacun. Le problème est que ces deux familles sont très différentes, presque opposées, et la cohabitation ne va pas être facile !"
