"paysID","pays"
"1",NULL
"2","Algérie"
"3","Allemagne"
"4","Allemagne de l'Ouest"
"5","Argentine"
"6","Australie"
"7","Brésil"
"8","Bulgarie"
"9","Canada"
"10","Chine"
"11","Corée du Sud"
"12","Espagne"
"13","France"
"14","Grande-Bretagne"
"15","Hong-Kong"
"16","Inde"
"17","Iran"
"18","Irlande"
"19","Italie"
"20","Japon"
"21","Luxembourg"
"22","Mexique"
"23","Russie"
"24","Suède"
"25","Turquie"
"26","U.R.S.S."
"27","U.S.A."
