"genreID","genre"
"1","Action"
"2","Animation"
"3","Aventure"
"4","Biopic"
"5","Comédie"
"6","Comédie dramatique"
"7","Comédie musicale"
"8","Documentaire"
"9","Drame"
"10","Epouvante-horreur"
"11","Espionnage"
"12","Fantastique"
"13","Guerre"
"14","Historique"
"15","Péplum"
"16","Policier"
"17","Romance"
"18","Science fiction"
"19","Thriller"
"20","Western"
