"id","acteur","filmID"
"4104","Joseph Nikiema","6162"
"4105","Marcelle Chantal","4137"
"4106","Vera Chytilova","4146"
"4107","Macaulay Culkin","4150"
"4108","Macaulay Culkin","4436"
"4109","Mahmoud El Meligui","4155"
"4110","Alec Baldwin","4156"
"4111","Alec Baldwin","7279"
"4112","Isaach de Bankolé","4158"
"4113","Julien Ciamaca","4160"
"4114","Julien Ciamaca","4272"
"4115","Gregg Fitzgerald","4161"
"4116","Tom Courtenay","4162"
"4117","Tom Courtenay","5011"
"4118","Dabney Coleman","4165"
"4119","Ray Liotta","4171"
"4120","Byeong-Ki Ahn","4175"
"4121","Pamela Franklin","4176"
"4122","Max de Rieux","4192"
"4123","Maya Deren","4194"
"4124","Hossein Sabzian","4196"
"4125","Mahnaz Ansarian","4197"
"4126","Michel Duchaussoy","4199"
"4127","Pavel Nazarov","4202"
"4128","Jean-Claude Duverger","4206"
"4129","Gaston Modot","4208"
"4130","Gaston Modot","4736"
"4131","Roberto Sosa","4211"
"4132","Roberto Sosa","5271"
"4133","John Douglas","4218"
"4134","Kazimierz Opalinski","4221"
"4135","Akbar Abdi","4222"
"4136","Tom Neal","4225"
"4137","Erwin Splettstosser","4226"
"4138","Hollis Frampton","4229"
"4139","Hollis Frampton","5461"
"4140","Chantal Akerman","4231"
"4141","Chantal Akerman","6988"
"4142","Colin Clive","4233"
"4143","Yvonne Marquis","4237"
"4144","Speed Hacker","4238"
"4145","Andre Soubeyran","4239"
"4146","Izhak Fintzi","4244"
"4147","Francois Jouffa","4247"
"4148","Fred Ward","4248"
"4149","Ritwik Ghatak","4250"
"4150","Supriya Choudhury","4256"
"4151","Piotr Mamonov","4257"
"4152","Barbro Kollberg","4262"
"4153","Polina Piekovska","4264"
"4154","Stig Olin","4265"
"4155","Oscar Beregi Sr.","4268"
"4156","Lucas Evans","4271"
"4157","Vincent Scotto","4276"
"4158","Clara Pontoppidan","4277"
"4159","Stub Wiberg","4280"
"4160","Joe Pesci","4281"
"4161","Vincenzo Musolino","4283"
"4162","Fabrizio Bentivoglio","4287"
"4163","Fabrizio Bentivoglio","6116"
"4164","Jean-Claude Bourbault","4292"
"4165","Benjamin Christensen","4294"
"4166","Günter Lamprecht","4296"
"4167","Keiko Matsuzaka","4303"
"4168","Patrick Swayze","4305"
"4169","Patrick Swayze","5041"
"4170","Lil Dagover","4307"
"4171","Robert Drew","4308"
"4172","Luis de Sousa Costa","4310"
"4173","Bibi Andersson","4312"
"4174","Max von Sydow","4313"
"4175","Robert Atzom","4314"
"4176","Mathieu Kassovitz","4320"
"4177","Lili Liana","4321"
"4178","Ennque Duran","4323"
"4179","Alan Bates","4324"
"4180","Svetlana Tormakhova","4325"
"4181","Piotr Kozlowski","4326"
"4182","Mulie Jarju","4327"
"4183","Liam Neeson","4328"
"4184","Liam Neeson","6903"
"4185","Liam Neeson","6971"
"4186","Jeffrey Combs","4329"
"4187","Patrick Tierney","4333"
"4188","Charley Chase","4334"
"4189","Chafia Boudraa","4335"
"4190","Jason Connery","4337"
"4191","Lou Siao-fen","4338"
"4192","Hsia Wen-Shi","4339"
"4193","Jean-Pierre Talbot","4349"
"4194","Jean-Pierre Talbot","5243"
"4195","Beverly D'Angelo","4350"
"4196","Kairat Makhmedov","4354"
"4197","John Malkovich","4358"
"4198","John Malkovich","5583"
"4199","John Malkovich","6136"
"4200","Denzel Washington","4359"
"4201","Elisabeth Maurin","4361"
"4202","Marcia Langton","4364"
"4203","George Constantin","4365"
"4204","Tony Leung Chiu Wai","4375"
"4205","Tony Leung Chiu Wai","6065"
"4206","Michael Goldsmith","4378"
"4207","Laszlo Szabo (I)","4380"
"4208","Laszlo Szabo (I)","5322"
"4209","Laszlo Szabo (I)","6721"
"4210","Fayrouz","4382"
"4211","François Cluzet","4385"
"4212","François Cluzet","4707"
"4213","John Larroquette","4386"
"4214","Rasmané Ouédraogo","4387"
"4215","Warren William","4388"
"4216","Gabriella Pallotta","4390"
"4217","André Dubois","4392"
"4218","Morgan Maugran","4393"
"4219","David Falkenberg","4395"
"4220","Laszlo Vikar","4397"
"4221","Maxim Kiseliev","4398"
"4222","Sylvain Copans","4401"
"4223","Jean-Michel Dagory","4402"
"4224","Maria Stangret-Kantor","4405"
"4225","Sergei Shakurov","4408"
"4226","Enrico Vitali","4420"
"4227","Enrico Vitali","4422"
"4228","Isa Pola","4421"
"4229","Jean Tissier","4423"
"4230","Jean Tissier","4642"
"4231","Jean Tissier","6615"
"4232","Christopher Buchholz","4424"
"4233","Michel Blanc","4428"
"4234","Robert Ashley","4429"
"4235","R. Bouquet","4431"
"4236","Manuela Gourary","4432"
"4237","Richard Anconina","4435"
"4238","Glenda Jackson","4437"
"4239","Mario Brega","4440"
"4240","Choko Iida","4446"
"4241","Choko Iida","4735"
"4242","Diana Dors","4447"
"4243","Dominique Paturel","4451"
"4244","Mohamed Mansour","4452"
"4245","Koji Shidara","4454"
"4246","Yekaterina Golubeva","4466"
"4247","Wojciech Pszoniak","4469"
"4248","Maria Schneider","4476"
"4249","Maria Schneider","5870"
"4250","Jean Murat","4477"
"4251","Georges Pomiès","4479"
"4252","Marina Berti","4480"
"4253","Edith Piaf","4483"
"4254","Kiefer Sutherland","4496"
"4255","Valérie Kaprisky","4498"
"4256","Tom Griffin","4499"
"4257","Michèle Simonnet","4502"
"4258","Beta Ponicanova","4506"
"4259","Marián Bielik","4507"
"4260","Don Johnson","4508"
"4261","Ana Belén","4509"
"4262","Ana Belén","7273"
"4263","Alex Vincent","4510"
"4264","Ahn Song-Gi","4516"
"4265","Ahn Song-Gi","6321"
"4266","Ahn Song-Gi","6322"
"4267","Ahn Song-Gi","6418"
"4268","Abbas Kiarostami","4518"
"4269","Belinda Lee","4530"
"4270","Daniel Schlachet","4538"
"4271","Paul Wegener","4548"
"4272","Kiyoshi Atsumi","4555"
"4273","Sergio Rubini","4558"
"4274","Lucio Allocca","4560"
"4275","Giulio Base","4561"
"4276","Cecillia Dazzin Carlotta Natol","4563"
"4277","Antonella Ponziani","4564"
"4278","Mariella Valentini","4565"
"4279","Martin Sheen","4567"
"4280","Jonathan Brandis","4572"
"4281","Chiara Caselli","4573"
"4282","Chiara Caselli","6069"
"4283","Mitsuo Iwata","4574"
"4284","Jinpagi Nezu","4577"
"4285","Maria Rojo","4583"
"4286","Maria Rojo","5027"
"4287","Roberto Villa","4586"
"4288","Edward Arnold","4588"
"4289","Mark Jones","4592"
"4290","Fernando Soler","4595"
"4291","Fernando Soler","4632"
"4292","Fernando Soler","5093"
"4293","M. Akli Belkhir","4597"
"4294","Jean Williams","4598"
"4295","Joelle Bouvier","4608"
"4296","Vincent Lindon","4609"
"4297","Richard Kind","4610"
"4298","Barry Newman","4612"
"4299","Maria de Medeiros","4618"
"4300","Maria de Medeiros","5695"
"4301","Lionel Atwill","4620"
"4302","Constance Bennett","4622"
"4303","Constance Bennett","7054"
"4304","Dominique Garny","4624"
"4305","Tony Joudrier","4625"
"4306","Michel Such","4626"
"4307","Bowditch M. Turner","4628"
"4308","Con O'Neill","4629"
"4309","Edith Clever","4631"
"4310","Luis Mariano","4635"
"4311","Hélène Lapiower","4638"
"4312","Michael Rooker","4644"
"4313","Florinda Bolkan","4664"
"4314","Eileen Brennan","4666"
"4315","Melanie Brown","4668"
"4316","Marc Citti","4670"
"4317","James McDaniel","4671"
"4318","Sally Field","4677"
"4319","Antoine Vitez","4679"
"4320","John Carrol","4680"
"4321","Tom Hanks","4681"
"4322","Tom Hanks","7006"
"4323","Jean Descanvelle","4684"
"4324","Gina Lollobrigida","4690"
"4325","Gina Lollobrigida","4722"
"4326","Gina Lollobrigida","4994"
"4327","Gina Lollobrigida","5066"
"4328","Sal Mineo","4697"
"4329","Bachir Toure","4700"
"4330","Roland Bertin","4701"
"4331","Roland Bertin","5817"
"4332","Amalia Aguilar","4703"
"4333","Gustavo Bueno","4704"
"4334","Nelly Alard","4705"
"4335","Enrique Lucero","4708"
"4336","Fernando Soto","4709"
"4337","France Dhelia","4715"
"4338","Jean Angelo","4716"
"4339","Zezé Motta","4717"
"4340","Anthony Gildes","4719"
"4341","Stefania Sandrelli","4721"
"4342","Alice Sapritch","4724"
"4343","Cica Reckziegel","4725"
"4344","Mary Pickford","4729"
"4345","I. Mickyte","4737"
"4346","Victor Mature","4747"
"4347","Victor Mature","5590"
"4348","Richard Harris","4750"
"4349","V. Petkevicius","4751"
"4350","K. Kelmelyte","4752"
"4351","Valentina Talyzina","4753"
"4352","Olinka Berova","4756"
"4353","Radoslav Brzobohaty","4758"
"4354","Jirina Trebicka","4759"
"4355","Jiri Menzel","4760"
"4356","Larry Semon","4761"
"4357","Eran Morena","4763"
"4358","Amleto Novelli","4765"
"4359","Amleto Novelli","5256"
"4360","Erik Clausen","4768"
"4361","Charles Denner","4770"
"4362","Alan Good","4771"
"4363","Roger Planchon","4775"
"4364","V. Cheenne","4778"
"4365","Kerry Fox","4786"
"4366","Kerry Fox","6289"
"4367","Antonin Artaud","4788"
"4368","Georges Melchior","4791"
"4369","Georges Melchior","6340"
"4370","Bruce Davison","4792"
"4371","Joe Don Baker","4793"
"4372","Basil Rathbone","4801"
"4373","Oszkar Keregi","4807"
"4374","Summer Phoenix","4808"
"4375","Walter Pidgeon","4809"
"4376","Sabah Jazairi","4811"
"4377","Sabah Jazairi","6773"
"4378","margo Kiwan","4814"
"4379","Andrei Popov","4818"
"4380","Marie Motlova","4827"
"4381","Philippe Maron","4828"
"4382","Arturo de Cordova","4830"
"4383","Jim Jarmusch","4831"
"4384","Hassan Youssef","4832"
"4385","Silvio Orlando","4833"
"4386","Bryant Weeks","4839"
"4387","Branko Djuric","4841"
"4388","Elias Koteas","4842"
"4389","Elias Koteas","6043"
"4390","David Morse","4843"
"4391","Charlotte Laurier","4844"
"4392","Hugo Weaving","4848"
"4393","Robert Carlyle","4850"
"4394","Gil Clary","4851"
"4395","Flore Fitzgerald","4852"
"4396","Charles Durning","4853"
"4397","Valentine Nonyela","4854"
"4398","Philippe Nahon","4855"
"4399","Thibault de Montalembert","4856"
"4400","Elie Yameogo","4857"
"4401","Mourad Bounaas","4858"
"4402","Yvan Attal","4860"
"4403","Felicite Wouassi","4861"
"4404","Fily Traoré","4862"
"4405","Tidjane Sanou","4863"
"4406","Emilio Estevez","4866"
"4407","Evelyne Dress","4871"
"4408","Jerome Bolo","4874"
"4409","Cuba Gooding Jr.","4876"
"4410","Cuba Gooding Jr.","5505"
"4411","Susan Sarandon","4877"
"4412","Marie-France Pisier","4881"
"4413","Marie-France Pisier","5962"
"4414","Tim Pye","4882"
"4415","Bert Bailey","4883"
"4416","Souad Hosni","4885"
"4417","Krystyna Janda","4890"
"4418","Robert Vaughn","4891"
"4419","The Moliere Players","4896"
"4420","Ariane Ascaride","4905"
"4421","Ariane Ascaride","4906"
"4422","Ariane Ascaride","5288"
"4423","Ariane Ascaride","6335"
"4424","Jean-Pierre Darroussin","4908"
"4425","Serge Gainsbourg","4911"
"4426","Norman Kaye","4918"
"4427","Norman Kaye","5062"
"4428","Ellen Barkin","4921"
"4429","Gérard Jugnot","4922"
"4430","Brad Dourif","4923"
"4431","Claude-Jean Philippe","4924"
"4432","Marie Déa","4925"
"4433","Lucy Doraine","4927"
"4434","Florence Vignon","4929"
"4435","André Liabel","4932"
"4436","Simon de La Brosse","4935"
"4437","Pascale Barouk","4936"
"4438","Hammou Graïa","4937"
"4439","May Robson","4938"
"4440","Jack Warden","4939"
"4441","Diego Abatantuono","4943"
"4442","Diego Abatantuono","6133"
"4443","Albert Lambert","4944"
"4444","Gianna Maria Canale","4946"
"4445","Shulamit Adar","4949"
"4446","Koji Yakusho","4953"
"4447","Koji Yakusho","6202"
"4448","Koji Yakusho","7159"
"4449","Freddie Cunlife","4954"
"4450","Elvis Presley","4959"
"4451","Elvis Presley","5569"
"4452","Janis Joplin","4960"
"4453","Sean Penn","4967"
"4454","Tuesday Weld","4972"
"4455","Samuel Irons","4975"
"4456","Miwa Takada","4981"
"4457","Kojiro Hongo","4982"
"4458","Hideki Ninomiya","4983"
"4459","Shintar? Katsu","4984"
"4460","Tetsuro Tamba","4987"
"4461","Tetsuro Tamba","7055"
"4462","Francesca Neri","4991"
"4463","Susan Fleetwood","4992"
"4464","Columba Dominguez","4995"
"4465","Ray Gange","4999"
"4466","Jerzy Skolimowski","5002"
"4467","Priscilla Presley","5004"
"4468","Anita Masini","5007"
"4469","Tetsuo Abe","5008"
"4470","Louis de Funès","5012"
"4471","Louis de Funès","6882"
"4472","Jean-Louis Aubert","5013"
"4473","The Rolling Stones","5015"
"4474","Guilaine Londez","5029"
"4475","Wendell Pierce","5033"
"4476","Joe Mantegna","5034"
"4477","Daniel Schropfer","5035"
"4478","Robert Arkins","5038"
"4479","Alain Beigel","5039"
"4480","Frances McDormand","5040"
"4481","Sam Shepard","5046"
"4482","Jim Broadbent","5047"
"4483","Benoit Régent","5048"
"4484","Benoit Régent","5068"
"4485","Benoit Régent","5385"
"4486","Carlos Daniel","5049"
"4487","Kumeko Urabe","5052"
"4488","Tadanori Yokoo","5054"
"4489","Gérard Darmon","5056"
"4490","Merce Cunningham","5059"
"4491","Lin-Peng","5063"
"4492","John Turturro","5065"
"4493","John Turturro","5324"
"4494","John Turturro","5370"
"4495","John Turturro","6767"
"4496","John Turturro","7030"
"4497","Kelly Reno","5067"
"4498","Mostéfa Djadjam","5069"
"4499","Sylvia Kristel","5070"
"4500","Helene Foubert","5071"
"4501","Seymour Cassel","5074"
"4502","Seymour Cassel","6947"
"4503","Mike Myers","5076"
"4504","Mathilda May","5079"
"4505","Gabrielle Fontan","5080"
"4506","Luis Procuna","5089"
"4507","Tom Bell","5090"
"4508","René Cresté","5092"
"4509","José Baviera","5102"
"4510","Baert","5103"
"4511","Victor Vina","5108"
"4512","Catherine Scorsese","5109"
"4513","Lupita Tovar","5110"
"4514","Renée Saint-Cyr","5113"
"4515","Norma Talmadge","5115"
"4516","Conrad Veidt","5116"
"4517","Conrad Veidt","6012"
"4518","Hugo Bazzini","5117"
"4519","Navin Chowdhry","5118"
"4520","David Endene","5119"
"4521","Tran Nu Yên Khê","5120"
"4522","Tran Nu Yên Khê","5889"
"4523","Pierre-Loup Rajot","5125"
"4524","Pierre-Loup Rajot","6028"
"4525","Linda Darnell","5127"
"4526","Linda Darnell","6098"
"4527","Al Jolson","5130"
"4528","Kabir Bedi","5141"
"4529","Pierre Alechinsky","5151"
"4530","Benoît Poelvoorde","5154"
"4531","Benoît Poelvoorde","5374"
"4532","Hilmar Thate","5155"
"4533","Klaus Maria Brandauer","5159"
"4534","William Collier Jr.","5165"
"4535","Jenny Hasselquist","5166"
"4536","Hassan Darabi","5167"
"4537","Stefan Iordache","5170"
"4538","Olga Baclanova","5177"
"4539","Laird Cregar","5178"
"4540","Ray Ventura","5179"
"4541","Whoopi Goldberg","5181"
"4542","Patrick Chesnais","5182"
"4543","Elisa Johari","5187"
"4544","Yorgo Voyagis","5188"
"4545","Dita Parlo","5189"
"4546","Heather Tobias","5190"
"4547","Gina Manes","5191"
"4548","Charlie Sheen","5195"
"4549","Raymond Massey","5197"
"4550","Michiko Tanaka","5200"
"4551","Kazuo Goto","5201"
"4552","Pascal Gravat","5202"
"4553","D. Pores","5203"
"4554","Jean-Marc Barr","5204"
"4555","Mariko Aoyama","5205"
"4556","Rob Lowe","5213"
"4557","Lilia Prado","5216"
"4558","Akio Takahashi","5218"
"4559","Mahmoud Hemeida","5220"
"4560","Emilien Richaud","5223"
"4561","Jackie Chan","5224"
"4562","Dimitre Tachev","5226"
"4563","Lucien Dalsace","5227"
"4564","Chris Farley","5236"
"4565","Alex D. Linz","5237"
"4566","Dragan Maksimovic","5238"
"4567","Dragan Maksimovic","6038"
"4568","Carol Kane","5244"
"4569","Bénédicte Lecroard","5245"
"4570","The Anh","5246"
"4571","Anne Giotta","5250"
"4572","Andrea Balestri","5251"
"4573","Wilhelm Diegelmann","5255"
"4574","François Périer","5264"
"4575","Silvia Lang","5266"
"4576","Albert Delpy","5267"
"4577","Hilda Vera","5268"
"4578","Hugo Marquez","5269"
"4579","Cosme Cortazar","5270"
"4580","Marco Pico","5276"
"4581","Frédéric de Pasquale","5279"
"4582","Smita Patil","5281"
"4583","Sotigui Kouyate","5284"
"4584","?erif Sezer","5289"
"4585","Diana Ghiorghian","5290"
"4586","Denise Farchy","5295"
"4587","Gloria Münchmeyer","5297"
"4588","Samuel Le Bihan","5298"
"4589","Emer McCourt","5300"
"4590","Juliet Stevenson","5301"
"4591","Wang Tong","5303"
"4592","Rory McCann","5305"
"4593","Akira Emoto","5306"
"4594","Melvil Poupaud","5309"
"4595","Didier Bourdon","5311"
"4596","Linda Blair","5317"
"4597","Woody Harrelson","5318"
"4598","Woody Harrelson","7181"
"4599","Marie-Stephane Gaudry","5321"
"4600","Marika Green","5323"
"4601","Chang Chen","5332"
"4602","Brigitte Bemol","5334"
"4603","Brigitte Bemol","5775"
"4604","Rémi Martin","5339"
"4605","Rémi Martin","5979"
"4606","Geori Boue","5342"
"4607","Tim Robbins","5352"
"4608","Tim Robbins","5368"
"4609","Madhabi Mukhopadhyay","5353"
"4610","Jason James Richter","5355"
"4611","Jason James Richter","6827"
"4612","Norman Kerry","5357"
"4613","Jacqueline de Marichalar","5358"
"4614","Dhritiman Chatterjee","5360"
"4615","Hubert Gillet","5365"
"4616","Didier Bezace","5366"
"4617","Julian Benedikt","5367"
"4618","Arno Frisch","5369"
"4619","Jean-Claude Brialy","5378"
"4620","Uttam Kumar","5387"
"4621","Yang Chieh-Mei","5390"
"4622","Sheryl Lee","5391"
"4623","Charuprakash Gosh","5392"
"4624","María Barranco","5393"
"4625","Tadeusz Lomnicki","5395"
"4626","Robin Wright","5398"
"4627","Enzo Jannacci","5401"
"4628","Amparo Soler Leal","5402"
"4629","Mo Sesay","5404"
"4630","Suzanne Flon","5411"
"4631","Abdre Germain","5422"
"4632","Shabana Azmi","5423"
"4633","Pina Bausch","5431"
"4634","Josephine Fresson","5433"
"4635","Farhad Kheradmand","5434"
"4636","Moharrem Zeynalzedeh","5438"
"4637","Narda Blanchet","5439"
"4638","Robert John Burke","5441"
"4639","Aykyn Kalykov","5442"
"4640","Fréhel","5445"
"4641","O-Lan Jones","5447"
"4642","Phil Harris","5448"
"4643","Anna Chlumsky","5450"
"4644","Ninette Dinar","5454"
"4645","W.E. Holloway","5456"
"4646","Ben Brahim","5467"
"4647","Mohamed Fellag","5468"
"4648","Ayman Zeidan","5469"
"4649","J.P. Egalon","5473"
"4650","Souad Jerhati","5474"
"4651","Meyriam Berrabah","5476"
"4652","Germain Houde","5481"
"4653","Germain Houde","7338"
"4654","Robert Montgomery","5482"
"4655","Kyoko Kishida","5507"
"4656","Antonio Fagundes","5518"
"4657","Patricio Contreras","5519"
"4658","Hideo Mitsui","5524"
"4659","Jeff Fahey","5528"
"4660","Claude Merelle","5530"
"4661","Mireille Balin","5533"
"4662","Paul Freeman","5540"
"4663","Chevy Chase","5543"
"4664","Andy Warhol","5549"
"4665","John Cage","5559"
"4666","Cesar Burner","5566"
"4667","Randolph Scott","5570"
"4668","Randolph Scott","6420"
"4669","Nadine Vogel","5572"
"4670","André Costa","5581"
"4671","Marjorie Yates","5582"
"4672","Jiang Wen","5587"
"4673","Brian Krause","5588"
"4674","Rae Dawn Chong","5589"
"4675","Ainslie Pryor","5591"
"4676","S. Tchekan","5593"
"4677","Astrid Ofner","5598"
"4678","Steven Waddington","5599"
"4679","Paul Mercurio","5600"
"4680","Douglas Fairbanks","5603"
"4681","Uptal Dutt","5606"
"4682","Jango Edwards","5608"
"4683","Rebecca De Mornay","5609"
"4684","Rebecca De Mornay","6135"
"4685","Georges Rollin","5612"
"4686","Julien Guiomar","5619"
"4687","Maia Morgenstern","5620"
"4688","Bridget Fonda","5622"
"4689","Anna Vita","5626"
"4690","Eleonora Rossi Drago","5628"
"4691","Jacques Champreux","5637"
"4692","Holger Löwenadler","5638"
"4693","Donatella Neri","5641"
"4694","Ursula Deuker","5644"
"4695","Jessica Tandy","5645"
"4696","Johanna ter Steege","5662"
"4697","John Lithgow","5666"
"4698","Enrico Lo Verso","5667"
"4699","Steven Commee","5693"
"4700","Takahiko Iimura","5703"
"4701","Takahiko Iimura","5751"
"4702","Antonio Lopez","5709"
"4703","Lalo Schifrin","5711"
"4704","Jan Decleir","5712"
"4705","Samira Toufic","5716"
"4706","Miles Davis","5717"
"4707","Edmond O'Brien","5718"
"4708","Jean Dax","5719"
"4709","Claude France","5721"
"4710","Claude France","6016"
"4711","Jeanette Thompson","5723"
"4712","Eddie Albert","5732"
"4713","Michel Boujenah","5733"
"4714","Michel Boujenah","6331"
"4715","Jackie Berroyer","5736"
"4716","Jackie Berroyer","6933"
"4717","Michael Jai White","5737"
"4718","Holly Hunter","5738"
"4719","Brian Narelle","5745"
"4720","Daniel Berger","5747"
"4721","Jared Harris","5762"
"4722","Roma Alexandrovitch","5764"
"4723","Chete Lera","5765"
"4724","Linus Roache","5768"
"4725","Zinaida Sharko","5769"
"4726","Jerome Keen","5770"
"4727","Angel Aviles","5772"
"4728","Tyrin Turner","5773"
"4729","Charlotte Leo","5774"
"4730","Serge Kribus","5776"
"4731","Dominique Blanc","5781"
"4732","Dominique Blanc","6729"
"4733","Gildor Roy","5782"
"4734","Sergio Castellitto","5784"
"4735","Cecilia Roth","5792"
"4736","Charles Ray","5794"
"4737","Victor Wong","5801"
"4738","Nicole Berger","5803"
"4739","Linda Lovelace","5819"
"4740","Nabila Babli","5823"
"4741","Terry Kinney","5826"
"4742","Angela Bassett","5827"
"4743","Angela Bassett","6187"
"4744","Frank Silvera","5828"
"4745","Ursula Andress","5831"
"4746","Bram Van Velde","5835"
"4747","Mathieu Aschehoug","5837"
"4748","Laurent Martignoles","5838"
"4749","Erwan Leduc","5840"
"4750","Antoine Guilloppe","5841"
"4751","Bernard Dalsey","5842"
"4752","Abdoulaye Komboudri","5844"
"4753","Amira Casar","5845"
"4754","James Spader","5848"
"4755","Nazha Younes","5864"
"4756","William S. Hart","5866"
"4757","Olivier Maltinti","5873"
"4758","Robert Thomae","5874"
"4759","Adolphe Menjou","5878"
"4760","Adolphe Menjou","6395"
"4761","La Caita","5884"
"4762","Gilbert M. Anderson","5892"
"4763","Caroline Chaniolleau","5895"
"4764","France Lambiotte","5907"
"4765","Ghalia Lacroix","5918"
"4766","Mathurin Zinze","5924"
"4767","Jacques Monory","5925"
"4768","Thomas Zhetmair","5926"
"4769","Yuko Mochizuki","5927"
"4770","Philip Kwok","5930"
"4771","Nicolas Zarbo","5933"
"4772","Constant Remy","5940"
"4773","Cliff Robertson","5950"
"4774","Haruo Nakajima","5954"
"4775","Miriam Hopkins","5955"
"4776","Roger Jacquet","5959"
"4777","Peter Striebeck","5960"
"4778","Julie Mauduech","5961"
"4779","?lyas Salman","5964"
"4780","Penélope Cruz","5971"
"4781","Jason Scott Lee","5972"
"4782","John Doucette","5974"
"4783","Gerard Malanga","5978"
"4784","Aldo Ray","5985"
"4785","John Derek","5986"
"4786","Pierre Santini","5991"
"4787","Taroub","5992"
"4788","Julien Rassam","5994"
"4789","Monica Scattini","6004"
"4790","Jean-Michel Martial","6007"
"4791","Kyôko Kagawa","6009"
"4792","Marie Bunel","6019"
"4793","Jack Hawkins","6021"
"4794","CCH Pounder","6024"
"4795","Susan Lanier","6026"
"4796","Maria de la Paz","6027"
"4797","Laurence Côte","6030"
"4798","Laurence Côte","7176"
"4799","Vanda Duarte","6031"
"4800","Roger Crouzet","6032"
"4801","Michel Drucker","6034"
"4802","Jon Carnoy","6035"
"4803","Leslie Cheung","6044"
"4804","Charles Lane (II)","6045"
"4805","Jon Voight","6049"
"4806","Brigitte Lahaie","6052"
"4807","John Goodman","6053"
"4808","Chuck Norris","6054"
"4809","Chow Yun-Fat","6055"
"4810","William Campbell (III)","6057"
"4811","Alex Scott","6066"
"4812","Joao Rebello","6067"
"4813","Kerwin Mathews","6068"
"4814","Tony Nardy","6070"
"4815","Panos Thanassoulis","6078"
"4816","Frank Lovejoy","6079"
"4817","Timothy Hutton","6081"
"4818","Laurence Harvey","6087"
"4819","Edward Judd","6096"
"4820","Sharon Stone","6097"
"4821","Julia Ormond","6107"
"4822","Gino Franco","6109"
"4823","Ben Levine","6111"
"4824","Nigel Bruce","6113"
"4825","Sabu (II)","6115"
"4826","Jacqueline Sieger","6118"
"4827","Compay Segundo","6122"
"4828","Carles Sans","6131"
"4829","Bronson Pinchot","6137"
"4830","James Marsden","6138"
"4831","Jean-Marc Minéo","6139"
"4832","Vincenzo Albanese","6147"
"4833","Jean-Pierre Malo","6149"
"4834","Brad Pitt","6159"
"4835","Brad Pitt","6765"
"4836","Duro Hinic","6160"
"4837","Pierre-Olivier Mornas","6163"
"4838","Priscilla Dean","6166"
"4839","Mircea Diaconu","6173"
"4840","Atom Egoyan","6174"
"4841","Joana Fomm","6181"
"4842","Daniel Day-Lewis","6182"
"4843","Daniel Day-Lewis","7004"
"4844","Hiroko Fujimori","6189"
"4845","Anna Sanders","6192"
"4846","Genevieve Casile","6193"
"4847","Carlos Gallardo","6194"
"4848","Veronika Kiss","6198"
"4849","Jesse Bradford","6217"
"4850","Trey Brownell","6218"
"4851","Miguel Bosé","6226"
"4852","Bruce Jones","6227"
"4853","Dolores Costello","6230"
"4854","Djamila Amzal","6235"
"4855","Bob Dishy","6247"
"4856","Lo Brodskis","6255"
"4857","Colm Meaney","6258"
"4858","Jack Elam","6259"
"4859","Viveca Lindfors","6260"
"4860","Ludovic Vandendaele","6262"
"4861","Gabriel Signoret","6263"
"4862","Toyah Wilcox","6264"
"4863","Romain Goupil","6265"
"4864","Richard Erdman","6267"
"4865","Emmanuel Garijo","6270"
"4866","Meg Ryan","6271"
"4867","Meg Ryan","6405"
"4868","Zalman King","6274"
"4869","Yves Guignard","6275"
"4870","Keir Dullea","6279"
"4871","Domenico Mescolini","6280"
"4872","Walter Quiroz","6282"
"4873","Rama Thiam","6285"
"4874","Edward Woodward","6286"
"4875","Ingrid Pitt","6287"
"4876","Daijiro Natsukawa","6296"
"4877","Thomas Bounoure","6297"
"4878","Francisco Casares","6298"
"4879","Florence Pernel","6306"
"4880","Annick Concha","6307"
"4881","Sin Song-il","6320"
"4882","Sin Song-il","6502"
"4883","Kim Myung-Gon","6323"
"4884","Francisco Reiguera","6324"
"4885","Anna Bonaiuto","6334"
"4886","Henry Silva","6336"
"4887","Max Maxudian","6339"
"4888","Orane Demazis","6343"
"4889","Kang Suyon","6344"
"4890","Kim Samhoe","6345"
"4891","Chung Kwang","6346"
"4892","Aure Atika","6348"
"4893","Aure Atika","7093"
"4894","Michel Aumont","6352"
"4895","Michel Aumont","6884"
"4896","Abel Jacquin","6353"
"4897","Christian Slater","6355"
"4898","Valeria Bruni Tedeschi","6357"
"4899","Fatou M'Bayer","6362"
"4900","Bozena Rogalska","6363"
"4901","Pia Degermark","6375"
"4902","Vera Mareckaja","6377"
"4903","Pak Nosik","6380"
"4904","Han Unjin","6381"
"4905","Eun-shim Lee","6382"
"4906","Mun Songgun","6383"
"4907","Won Migyong","6393"
"4908","Scott Weinger","6403"
"4909","Richard Nixon","6406"
"4910","Béatrice Dalle","6408"
"4911","Lucy German","6411"
"4912","Theodor Pistek","6414"
"4913","Salomon Mikhoels","6415"
"4914","Anderson Ballesteros","6416"
"4915","Kim Chimi","6417"
"4916","Yi Misuk","6419"
"4917","Jacques Doniol-Valcroze","6429"
"4918","Pola Negri","6431"
"4919","Silu Seppälä","6432"
"4920","André Lacombe","6438"
"4921","Eric Veniard","6439"
"4922","Mathieu Amalric","6445"
"4923","Mathieu Amalric","7367"
"4924","Nina Star","6459"
"4925","Joong-Hoon Park","6464"
