"genreID","genre"
"1","Action"
"2","Animation"
"3","Arts Martiaux"
"4","Aventure"
"5","Biopic"
"6","Comédie"
"7","Comédie dramatique"
"8","Comédie musicale"
"9","Divers"
"10","Documentaire"
"11","Drame"
"12","Epouvante-horreur"
"13","Erotique"
"14","Espionnage"
"15","Expérimental"
"16","Famille"
"17","Fantastique"
"18","Guerre"
"19","Historique"
"20","Judiciaire"
"21","Movie night"
"22","Musical"
"23","Péplum"
"24","Policier"
"25","Romance"
"26","Science fiction"
"27","Thriller"
"28","Western"
