"id","genreID","filmID"
"530","11","530"
"531","11","531"
"532","11","532"
"533","7","533"
"534","11","534"
"535","11","535"
"536","6","536"
"537","6","537"
"538","11","538"
"539","12","539"
"540","7","540"
"541","10","541"
"542","12","542"
"543","6","543"
"544","8","544"
"545","11","545"
"546","2","546"
"547","4","547"
"548","24","548"
"549","25","549"
"550","9","550"
"551","12","551"
"552","17","552"
"553","27","553"
"554","17","554"
"555","7","555"
"556","6","556"
"557","4","557"
"558","11","558"
"559","12","559"
"560","11","560"
"561","11","561"
"562","11","562"
"563","11","563"
"564","12","564"
"565","7","565"
"566","4","566"
"567","11","567"
"568","10","568"
"569","8","569"
"570","4","570"
"571","9","571"
"572","2","572"
"573","7","573"
"574","6","574"
"575","10","575"
"576","24","576"
"577","17","577"
"578","24","578"
"579","10","579"
"580","11","580"
"581","7","581"
"582","24","582"
"583","11","583"
"584","11","584"
"585","11","585"
"586","12","586"
"587","4","587"
"588","4","588"
"589","11","589"
"590","24","590"
"591","24","591"
"592","9","592"
"593","9","593"
"594","24","594"
"595","6","595"
"596","7","596"
"597","7","597"
"598","10","598"
"599","7","599"
"600","7","600"
"601","7","601"
"602","9","602"
"603","2","603"
"604","11","604"
"605","24","605"
"606","9","606"
"607","6","607"
"608","9","608"
"609","12","609"
"610","6","610"
"611","11","611"
"612","9","612"
"613","11","613"
"614","7","614"
"615","11","615"
"616","7","616"
"617","19","617"
"618","17","618"
"619","11","619"
"620","11","620"
"621","11","621"
"622","24","622"
"623","10","623"
"624","11","624"
"625","9","625"
"626","7","626"
"627","7","627"
"628","7","628"
"629","11","629"
"630","7","630"
"631","11","631"
"632","10","632"
"633","2","633"
"634","7","634"
"635","2","635"
"636","11","636"
"637","7","637"
"638","11","638"
"639","19","639"
"640","10","640"
"641","9","641"
"642","9","642"
"643","4","643"
"644","10","644"
"645","7","645"
"646","11","646"
"647","10","647"
"648","9","648"
"649","11","649"
"650","7","650"
"651","7","651"
"652","24","652"
"653","11","653"
"654","7","654"
"655","7","655"
"656","2","656"
"657","10","657"
"658","7","658"
"659","6","659"
"660","11","660"
"661","6","661"
"662","6","662"
"663","10","663"
"664","11","664"
"665","28","665"
"666","11","666"
"667","7","667"
"668","6","668"
"669","11","669"
"670","7","670"
"671","11","671"
"672","6","672"
"673","8","673"
"674","7","674"
"675","12","675"
"676","9","676"
"677","6","677"
"678","6","678"
"679","9","679"
"680","11","680"
"681","11","681"
"682","2","682"
"683","11","683"
"684","9","684"
"685","12","685"
"686","5","686"
"687","2","687"
"688","7","688"
"689","7","689"
"690","24","690"
"691","7","691"
"692","3","692"
"693","9","693"
"694","11","694"
"695","24","695"
"696","11","696"
"697","24","697"
"698","4","698"
"699","9","699"
"700","7","700"
"701","26","701"
"702","9","702"
"703","6","703"
"704","11","704"
"705","6","705"
"706","22","706"
"707","28","707"
"708","6","708"
"709","6","709"
"710","7","710"
"711","6","711"
"712","12","712"
"713","11","713"
"714","24","714"
"715","11","715"
"716","7","716"
"717","11","717"
"718","11","718"
"719","1","719"
"720","11","720"
"721","9","721"
"722","24","722"
"723","9","723"
"724","7","724"
"725","7","725"
"726","7","726"
"727","28","727"
"728","11","728"
"729","7","729"
"730","11","730"
"731","7","731"
"732","4","732"
"733","4","733"
"734","9","734"
"735","7","735"
"736","24","736"
"737","7","737"
"738","7","738"
"739","9","739"
"740","11","740"
"741","7","741"
"742","6","742"
"743","9","743"
"744","11","744"
"745","17","745"
"746","7","746"
"747","18","747"
"748","9","748"
"749","9","749"
"750","9","750"
"751","14","751"
"752","6","752"
"753","24","753"
"754","24","754"
"755","12","755"
"756","17","756"
"757","24","757"
"758","11","758"
"759","10","759"
"760","11","760"
"761","11","761"
"762","9","762"
"763","11","763"
"764","6","764"
"765","11","765"
"766","24","766"
"767","11","767"
"768","19","768"
"769","7","769"
"770","10","770"
"771","10","771"
"772","6","772"
"773","10","773"
"774","7","774"
"775","9","775"
"776","10","776"
"777","9","777"
"778","10","778"
"779","10","779"
"780","10","780"
"781","9","781"
"782","1","782"
"783","7","783"
"784","6","784"
"785","12","785"
"786","27","786"
"787","27","787"
"788","24","788"
"789","24","789"
"790","7","790"
"791","11","791"
"792","11","792"
"793","7","793"
"794","11","794"
"795","11","795"
"796","17","796"
"797","10","797"
"798","11","798"
"799","9","799"
"800","11","800"
"801","1","801"
"802","10","802"
"803","28","803"
"804","10","804"
"805","28","805"
"806","17","806"
"807","7","807"
"808","6","808"
"809","11","809"
"810","7","810"
"811","11","811"
"812","6","812"
"813","11","813"
"814","11","814"
"815","9","815"
"816","9","816"
"817","12","817"
"818","10","818"
"819","11","819"
"820","6","820"
"821","11","821"
"822","9","822"
"823","17","823"
"824","11","824"
"825","28","825"
"826","4","826"
"827","28","827"
"828","18","828"
"829","28","829"
"830","27","830"
"831","9","831"
"832","6","832"
"833","11","833"
"834","11","834"
"835","11","835"
"836","7","836"
"837","7","837"
"838","24","838"
"839","24","839"
"840","24","840"
"841","11","841"
"842","11","842"
"843","4","843"
"844","7","844"
"845","12","845"
"846","7","846"
"847","10","847"
"848","4","848"
"849","11","849"
"850","27","850"
"851","11","851"
"852","7","852"
"853","9","853"
"854","24","854"
"855","24","855"
"856","11","856"
"857","12","857"
"858","7","858"
"859","11","859"
"860","13","860"
"861","22","861"
"862","6","862"
"863","7","863"
"864","27","864"
"865","1","865"
"866","9","866"
"867","8","867"
"868","28","868"
"869","28","869"
"870","6","870"
"871","11","871"
"872","2","872"
"873","7","873"
"874","12","874"
"875","12","875"
"876","9","876"
"877","9","877"
"878","2","878"
"879","2","879"
"880","4","880"
"881","7","881"
"882","28","882"
"883","25","883"
"884","8","884"
"885","21","885"
"886","7","886"
"887","6","887"
"888","4","888"
"889","7","889"
"890","7","890"
"891","11","891"
"892","11","892"
"893","7","893"
"894","24","894"
"895","24","895"
"896","11","896"
"897","11","897"
"898","9","898"
"899","24","899"
"900","6","900"
"901","9","901"
"902","11","902"
"903","11","903"
"904","11","904"
"905","9","905"
"906","7","906"
"907","9","907"
"908","14","908"
"909","9","909"
"910","17","910"
"911","6","911"
"912","6","912"
"913","7","913"
"914","4","914"
"915","7","915"
"916","11","916"
"917","12","917"
"918","11","918"
"919","17","919"
"920","4","920"
"921","17","921"
"922","22","922"
"923","12","923"
"924","7","924"
"925","24","925"
"926","1","926"
"927","4","927"
"928","4","928"
"929","1","929"
"930","11","930"
"931","6","931"
"932","7","932"
"933","4","933"
"934","9","934"
"935","9","935"
"936","4","936"
"937","11","937"
"938","11","938"
"939","7","939"
"940","26","940"
"941","6","941"
"942","9","942"
"943","11","943"
"944","9","944"
"945","2","945"
"946","9","946"
"947","17","947"
"948","24","948"
"949","2","949"
"950","9","950"
"951","7","951"
"952","9","952"
"953","11","953"
"954","24","954"
"955","6","955"
"956","7","956"
"957","7","957"
"958","9","958"
"959","9","959"
"960","4","960"
"961","3","961"
"962","9","962"
"963","6","963"
"964","4","964"
"965","9","965"
"966","2","966"
"967","10","967"
"968","28","968"
"969","7","969"
"970","4","970"
"971","11","971"
"972","4","972"
"973","11","973"
"974","6","974"
"975","11","975"
"976","6","976"
"977","6","977"
"978","8","978"
"979","22","979"
"980","5","980"
"981","22","981"
"982","22","982"
"983","22","983"
"984","22","984"
"985","22","985"
"986","22","986"
"987","19","987"
"988","7","988"
"989","10","989"
"990","11","990"
"991","7","991"
"992","11","992"
"993","11","993"
"994","6","994"
"995","24","995"
"996","12","996"
"997","24","997"
"998","19","998"
"999","9","999"
"1000","7","1000"
"1001","7","1001"
"1002","10","1002"
"1003","11","1003"
"1004","1","1004"
"1005","3","1005"
"1006","12","1006"
"1007","4","1007"
"1008","11","1008"
"1009","28","1009"
"1010","11","1010"
"1011","11","1011"
"1012","7","1012"
"1013","6","1013"
"1014","6","1014"
"1015","9","1015"
"1016","7","1016"
"1017","11","1017"
"1018","7","1018"
"1019","2","1019"
"1020","6","1020"
"1021","22","1021"
"1022","7","1022"
"1023","11","1023"
"1024","11","1024"
"1025","19","1025"
"1026","7","1026"
"1027","7","1027"
"1028","6","1028"
"1029","11","1029"
"1030","9","1030"
"1031","11","1031"
"1032","11","1032"
"1033","10","1033"
"1034","9","1034"
"1035","12","1035"
"1036","11","1036"
"1037","11","1037"
"1038","11","1038"
"1039","11","1039"
"1040","6","1040"
"1041","24","1041"
"1042","9","1042"
"1043","9","1043"
"1044","28","1044"
"1045","28","1045"
"1046","1","1046"
"1047","4","1047"
"1048","11","1048"
"1049","6","1049"
"1050","11","1050"
"1051","6","1051"
"1052","9","1052"
"1053","19","1053"
"1054","19","1054"
"1055","11","1055"
"1056","19","1056"
"1057","9","1057"
"1058","11","1058"
"1059","19","1059"
"1060","11","1060"
"1061","12","1061"
"1062","12","1062"
"1063","11","1063"
"1064","7","1064"
"1065","11","1065"
"1066","11","1066"
"1067","6","1067"
"1068","7","1068"
"1069","11","1069"
"1070","11","1070"
"1071","7","1071"
"1072","7","1072"
"1073","11","1073"
"1074","7","1074"
"1075","9","1075"
"1076","9","1076"
"1077","11","1077"
"1078","24","1078"
"1079","9","1079"
"1080","7","1080"
"1081","7","1081"
"1082","7","1082"
"1083","11","1083"
"1084","9","1084"
"1085","9","1085"
"1086","9","1086"
"1087","11","1087"
"1088","11","1088"
"1089","27","1089"
"1090","7","1090"
"1091","10","1091"
"1092","17","1092"
"1093","11","1093"
"1094","11","1094"
"1095","11","1095"
"1096","11","1096"
"1097","7","1097"
"1098","7","1098"
"1099","7","1099"
"1100","7","1100"
"1101","7","1101"
"1102","11","1102"
"1103","7","1103"
"1104","11","1104"
"1105","6","1105"
"1106","2","1106"
"1107","6","1107"
"1108","7","1108"
"1109","28","1109"
"1110","28","1110"
"1111","4","1111"
"1112","24","1112"
"1113","27","1113"
"1114","11","1114"
"1115","6","1115"
"1116","28","1116"
"1117","24","1117"
"1118","10","1118"
"1119","9","1119"
"1120","9","1120"
"1121","6","1121"
"1122","6","1122"
"1123","17","1123"
"1124","7","1124"
"1125","24","1125"
"1126","10","1126"
"1127","6","1127"
"1128","9","1128"
"1129","6","1129"
"1130","4","1130"
"1131","7","1131"
"1132","7","1132"
"1133","11","1133"
"1134","11","1134"
"1135","6","1135"
"1136","7","1136"
"1137","11","1137"
"1138","11","1138"
"1139","6","1139"
"1140","6","1140"
"1141","7","1141"
"1142","6","1142"
"1143","7","1143"
"1144","12","1144"
"1145","11","1145"
"1146","19","1146"
"1147","7","1147"
"1148","11","1148"
"1149","11","1149"
"1150","6","1150"
"1151","12","1151"
"1152","19","1152"
"1153","10","1153"
"1154","12","1154"
"1155","12","1155"
"1156","24","1156"
"1157","9","1157"
"1158","9","1158"
"1159","9","1159"
"1160","4","1160"
"1161","9","1161"
"1162","9","1162"
"1163","6","1163"
"1164","11","1164"
"1165","11","1165"
"1166","28","1166"
"1167","7","1167"
"1168","4","1168"
"1169","11","1169"
"1170","6","1170"
"1171","9","1171"
"1172","7","1172"
"1173","11","1173"
"1174","17","1174"
"1175","11","1175"
"1176","11","1176"
"1177","22","1177"
"1178","11","1178"
"1179","11","1179"
"1180","6","1180"
"1181","11","1181"
"1182","11","1182"
"1183","11","1183"
"1184","11","1184"
"1185","11","1185"
"1186","11","1186"
"1187","11","1187"
"1188","6","1188"
"1189","10","1189"
"1190","11","1190"
"1191","8","1191"
"1192","3","1192"
"1193","6","1193"
"1194","7","1194"
"1195","7","1195"
"1196","19","1196"
"1197","7","1197"
"1198","11","1198"
"1199","10","1199"
"1200","11","1200"
"1201","7","1201"
"1202","7","1202"
"1203","11","1203"
"1204","11","1204"
"1205","9","1205"
"1206","11","1206"
"1207","24","1207"
"1208","11","1208"
"1209","24","1209"
"1210","6","1210"
"1211","11","1211"
"1212","26","1212"
"1213","24","1213"
"1214","17","1214"
"1215","9","1215"
"1216","9","1216"
"1217","9","1217"
"1218","24","1218"
"1219","9","1219"
"1220","9","1220"
"1221","9","1221"
"1222","12","1222"
"1223","10","1223"
"1224","12","1224"
"1225","2","1225"
"1226","9","1226"
"1227","7","1227"
"1228","24","1228"
"1229","23","1229"
"1230","2","1230"
"1231","10","1231"
"1232","11","1232"
"1233","10","1233"
"1234","7","1234"
"1235","17","1235"
"1236","11","1236"
"1237","10","1237"
"1238","7","1238"
"1239","11","1239"
"1240","7","1240"
"1241","9","1241"
"1242","11","1242"
"1243","2","1243"
"1244","7","1244"
"1245","7","1245"
"1246","6","1246"
"1247","6","1247"
"1248","9","1248"
"1249","24","1249"
"1250","17","1250"
"1251","11","1251"
"1252","11","1252"
"1253","17","1253"
"1254","7","1254"
"1255","7","1255"
"1256","9","1256"
"1257","9","1257"
"1258","11","1258"
"1259","10","1259"
"1260","7","1260"
"1261","10","1261"
"1262","10","1262"
"1263","10","1263"
"1264","10","1264"
"1265","7","1265"
"1266","10","1266"
"1267","10","1267"
"1268","10","1268"
"1269","11","1269"
"1270","11","1270"
"1271","9","1271"
"1272","24","1272"
"1273","9","1273"
"1274","9","1274"
"1275","23","1275"
"1276","9","1276"
"1277","11","1277"
"1278","7","1278"
"1279","7","1279"
"1280","4","1280"
"1281","24","1281"
"1282","11","1282"
"1283","6","1283"
"1284","7","1284"
"1285","7","1285"
"1286","11","1286"
"1287","11","1287"
"1288","11","1288"
"1289","7","1289"
"1290","7","1290"
"1291","6","1291"
"1292","11","1292"
"1293","11","1293"
"1294","17","1294"
"1295","2","1295"
"1296","7","1296"
"1297","24","1297"
"1298","6","1298"
"1299","7","1299"
"1300","6","1300"
"1301","12","1301"
"1302","12","1302"
"1303","11","1303"
"1304","11","1304"
"1305","7","1305"
"1306","10","1306"
"1307","9","1307"
"1308","15","1308"
"1309","7","1309"
"1310","9","1310"
"1311","9","1311"
"1312","7","1312"
"1313","28","1313"
"1314","24","1314"
"1315","11","1315"
"1316","24","1316"
"1317","6","1317"
"1318","6","1318"
"1319","9","1319"
"1320","7","1320"
"1321","24","1321"
"1322","11","1322"
"1323","11","1323"
"1324","7","1324"
"1325","11","1325"
"1326","9","1326"
"1327","7","1327"
"1328","9","1328"
"1329","9","1329"
"1330","11","1330"
"1331","6","1331"
"1332","2","1332"
"1333","5","1333"
"1334","4","1334"
"1335","11","1335"
"1336","24","1336"
"1337","11","1337"
"1338","8","1338"
"1339","7","1339"
"1340","12","1340"
"1341","10","1341"
"1342","4","1342"
"1343","27","1343"
"1344","9","1344"
"1345","24","1345"
"1346","10","1346"
"1347","6","1347"
"1348","6","1348"
"1349","6","1349"
"1350","7","1350"
"1351","4","1351"
"1352","6","1352"
"1353","25","1353"
"1354","12","1354"
"1355","7","1355"
"1356","7","1356"
"1357","24","1357"
"1358","11","1358"
"1359","24","1359"
"1360","24","1360"
"1361","6","1361"
"1362","18","1362"
"1363","24","1363"
"1364","11","1364"
"1365","11","1365"
"1366","24","1366"
"1367","8","1367"
"1368","9","1368"
"1369","9","1369"
"1370","9","1370"
"1371","9","1371"
"1372","11","1372"
"1373","9","1373"
"1374","9","1374"
"1375","11","1375"
"1376","11","1376"
"1377","9","1377"
"1378","9","1378"
"1379","9","1379"
"1380","6","1380"
"1381","11","1381"
"1382","11","1382"
"1383","6","1383"
"1384","10","1384"
"1385","7","1385"
"1386","9","1386"
"1387","7","1387"
"1388","17","1388"
"1389","9","1389"
"1390","9","1390"
"1391","11","1391"
"1392","11","1392"
"1393","9","1393"
"1394","10","1394"
"1395","11","1395"
"1396","9","1396"
"1397","9","1397"
"1398","25","1398"
"1399","7","1399"
"1400","25","1400"
"1401","9","1401"
"1402","9","1402"
"1403","12","1403"
"1404","5","1404"
"1405","10","1405"
"1406","9","1406"
"1407","24","1407"
"1408","9","1408"
"1409","7","1409"
"1410","6","1410"
"1411","6","1411"
"1412","11","1412"
"1413","9","1413"
"1414","7","1414"
"1415","6","1415"
"1416","9","1416"
"1417","7","1417"
"1418","9","1418"
"1419","9","1419"
"1420","9","1420"
"1421","9","1421"
"1422","12","1422"
"1423","9","1423"
"1424","7","1424"
"1425","9","1425"
"1426","7","1426"
"1427","6","1427"
"1428","11","1428"
"1429","7","1429"
"1430","6","1430"
"1431","11","1431"
"1432","6","1432"
"1433","11","1433"
"1434","11","1434"
"1435","6","1435"
"1436","7","1436"
"1437","11","1437"
"1438","6","1438"
"1439","11","1439"
"1440","9","1440"
"1441","6","1441"
"1442","9","1442"
"1443","9","1443"
"1444","10","1444"
"1445","11","1445"
"1446","6","1446"
"1447","7","1447"
"1448","6","1448"
"1449","24","1449"
"1450","24","1450"
"1451","9","1451"
"1452","9","1452"
"1453","17","1453"
"1454","7","1454"
"1455","11","1455"
"1456","27","1456"
"1457","11","1457"
"1458","17","1458"
"1459","12","1459"
"1460","6","1460"
"1461","11","1461"
"1462","6","1462"
"1463","11","1463"
"1464","17","1464"
"1465","12","1465"
"1466","11","1466"
"1467","11","1467"
"1468","10","1468"
"1469","7","1469"
"1470","6","1470"
"1471","9","1471"
"1472","17","1472"
"1473","11","1473"
"1474","6","1474"
"1475","12","1475"
"1476","11","1476"
"1477","9","1477"
"1478","11","1478"
"1479","6","1479"
"1480","11","1480"
"1481","24","1481"
"1482","6","1482"
"1483","11","1483"
"1484","10","1484"
"1485","10","1485"
"1486","10","1486"
"1487","11","1487"
"1488","24","1488"
"1489","4","1489"
"1490","6","1490"
"1491","19","1491"
"1492","12","1492"
"1493","7","1493"
"1494","24","1494"
"1495","11","1495"
"1496","3","1496"
"1497","11","1497"
"1498","11","1498"
"1499","9","1499"
"1500","10","1500"
"1501","7","1501"
"1502","11","1502"
"1503","11","1503"
"1504","7","1504"
"1505","11","1505"
"1506","11","1506"
"1507","12","1507"
"1508","7","1508"
"1509","24","1509"
"1510","6","1510"
"1511","6","1511"
"1512","24","1512"
"1513","11","1513"
"1514","11","1514"
"1515","26","1515"
"1516","6","1516"
"1517","1","1517"
"1518","11","1518"
"1519","11","1519"
"1520","6","1520"
"1521","7","1521"
"1522","11","1522"
"1523","6","1523"
"1524","18","1524"
"1525","6","1525"
"1526","11","1526"
"1527","7","1527"
"1528","10","1528"
"1529","4","1529"
"1530","12","1530"
"1531","11","1531"
"1532","11","1532"
"1533","7","1533"
"1534","12","1534"
"1535","7","1535"
"1536","12","1536"
"1537","24","1537"
"1538","6","1538"
"1539","26","1539"
"1540","9","1540"
"1541","10","1541"
"1542","7","1542"
"1543","7","1543"
"1544","5","1544"
"1545","19","1545"
"1546","24","1546"
"1547","7","1547"
"1548","27","1548"
"1549","4","1549"
"1550","7","1550"
"1551","7","1551"
"1552","9","1552"
"1553","8","1553"
"1554","6","1554"
"1555","24","1555"
"1556","28","1556"
"1557","7","1557"
"1558","9","1558"
"1559","7","1559"
"1560","6","1560"
"1561","6","1561"
"1562","11","1562"
"1563","11","1563"
"1564","4","1564"
"1565","11","1565"
"1566","24","1566"
"1567","7","1567"
"1568","7","1568"
"1569","7","1569"
"1570","7","1570"
"1571","11","1571"
"1572","8","1572"
"1573","8","1573"
"1574","7","1574"
"1575","11","1575"
"1576","11","1576"
"1577","9","1577"
"1578","10","1578"
"1579","10","1579"
"1580","10","1580"
"1581","10","1581"
"1582","9","1582"
"1583","9","1583"
"1584","10","1584"
"1585","10","1585"
"1586","9","1586"
"1587","10","1587"
"1588","10","1588"
"1589","10","1589"
"1590","11","1590"
"1591","11","1591"
"1592","11","1592"
"1593","7","1593"
"1594","24","1594"
"1595","6","1595"
"1596","24","1596"
